Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Mischa Freystaetter,14,95,6.79,41,2.93,13,0.93,121,8.64,280,20.0,94.0,423,30.21,0,0,0,0
Cole Sullivan,13,28,2.15,82,6.31,7,0.54,65,5.0,549,42.23,92.3,377,29.0,0,0,0,0
Bobby Ley,7,18,2.57,21,3.0,5,0.71,31,4.43,255,36.43,96.2,205,29.29,0,0,0,0
Travis Catron,11,32,2.91,21,1.91,8,0.73,46,4.18,224,20.36,94.1,327,29.73,0,0,0,0
Tanner Repasky,5,5,1.0,6,1.2,4,0.8,14,2.8,35,7.0,97.2,100,20.0,0,0,0,0
Stephen Poulos,11,16,1.45,46,4.18,6,0.55,28,2.55,382,34.73,91.8,278,25.27,0,0,0,0
Andrew Carleton,14,21,1.5,16,1.14,5,0.36,32,2.29,203,14.5,97.1,347,24.79,0,0,0,0
Bradley Seuntjens,14,14,1.0,2,0.14,18,1.29,31,2.21,62,4.43,98.4,265,18.93,0,0,0,0
Cole Friedes,4,4,1.0,0,0.0,4,1.0,8,2.0,14,3.5,100.0,74,18.5,0,0,0,0
Brian Shinners,2,1,0.5,0,0.0,3,1.5,4,2.0,6,3.0,100.0,14,7.0,0,0,0,0
Andrew McKelvey,4,5,1.25,0,0.0,5,1.25,7,1.75,20,5.0,90.9,65,16.25,0,0,0,0
CJ Clarke,13,15,1.15,3,0.23,10,0.77,21,1.62,61,4.69,93.8,242,18.62,0,0,0,0
Chris Gibson,9,18,2.0,11,1.22,5,0.56,13,1.44,134,14.89,89.3,262,29.11,0,0,0,0
Andrew Roney,6,11,1.83,10,1.67,2,0.33,8,1.33,181,30.17,92.3,155,25.83,0,0,0,0
Michael Fairley,4,2,0.5,4,1.0,0,0.0,5,1.25,9,2.25,90.0,44,11.0,0,0,0,0
Bryan Conklin,9,9,1.0,7,0.78,4,0.44,11,1.22,63,7.0,90.0,190,21.11,0,0,0,0
Daniel Petronio,2,1,0.5,0,0.0,1,0.5,2,1.0,5,2.5,100.0,26,13.0,0,0,0,0
Avery Van Brussel,2,0,0.0,1,0.5,2,1.0,2,1.0,5,2.5,83.3,16,8.0,0,0,0,0
Ryan Chard,14,8,0.57,2,0.14,8,0.57,13,0.93,37,2.64,90.2,227,16.21,0,0,0,0
James Dahl,11,2,0.18,9,0.82,6,0.55,10,0.91,182,16.55,96.8,210,19.09,0,0,0,0
Stephen Ierardi,9,6,0.67,1,0.11,3,0.33,8,0.89,10,1.11,83.3,96,10.67,0,0,0,0
Jeffrey Walker,11,2,0.18,1,0.09,7,0.64,8,0.73,26,2.36,96.3,125,11.36,0,0,0,0
Bobby Patterson,5,3,0.6,4,0.8,3,0.6,3,0.6,38,7.6,88.4,96,19.2,0,0,0,0
Brawley Adams,9,5,0.56,7,0.78,5,0.56,5,0.56,71,7.89,87.7,139,15.44,0,0,0,0
Nicholas Hunter,9,4,0.44,1,0.11,0,0.0,3,0.33,21,2.33,95.5,100,11.11,0,0,0,0
Billy O'Bryan,3,0,0.0,2,0.67,0,0.0,1,0.33,19,6.33,95.0,33,11.0,0,0,0,0
Joshua Layton,5,0,0.0,0,0.0,3,0.6,1,0.2,10,2.0,90.9,55,11.0,0,0,0,0
Adam Russell,14,2,0.14,8,0.57,7,0.5,2,0.14,122,8.71,89.7,192,13.71,0,0,0,0
Brandon Perales,13,3,0.23,15,1.15,3,0.23,0,0.0,268,20.62,93.4,272,20.92,0,0,0,0
Andy Cava,6,0,0.0,0,0.0,1,0.17,0,0.0,34,5.67,100.0,47,7.83,0,0,0,0
Craig Manahan,3,0,0.0,0,0.0,3,1.0,0,0.0,11,3.67,91.7,39,13.0,0,0,0,0
Dustin Travaglini,8,1,0.13,2,0.25,3,0.38,-1,-0.13,49,6.13,90.7,105,13.13,0,0,0,0
Josh McKisic,2,0,0.0,0,0.0,0,0.0,-1,-0.5,2,1.0,100.0,16,8.0,0,0,0,0
Alex Bullock,10,1,0.1,9,0.9,3,0.3,-7,-0.7,82,8.2,82.8,176,17.6,0,0,0,0
Jaime Benites,2,0,0.0,0,0.0,0,0.0,-2,-1.0,7,3.5,77.8,23,11.5,0,0,0,0
Mark Mendelevitz,1,0,0.0,0,0.0,0,0.0,-1,-1.0,4,4.0,80.0,10,10.0,0,0,0,0
