Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Simon Higgins,12,51,4.25,19,1.58,14,1.17,75,6.25,164,13.67,97.0,306,25.5,0,0,0,0
Beau Kittredge,15,49,3.27,34,2.27,34,2.27,92,6.13,340,22.67,93.9,416,27.73,0,0,0,0
Devon Anderson,4,13,3.25,7,1.75,5,1.25,24,6.0,38,9.5,97.4,70,17.5,0,0,0,0
Mark Elbogen,11,46,4.18,17,1.55,9,0.82,54,4.91,118,10.73,87.4,238,21.64,0,0,0,0
Greg Cohen,7,19,2.71,10,1.43,9,1.29,32,4.57,42,6.0,91.3,114,16.29,0,0,0,0
Kevin Aha,5,15,3.0,5,1.0,1,0.2,19,3.8,26,5.2,92.9,84,16.8,0,0,0,0
Tyler Bacon,13,34,2.62,23,1.77,6,0.46,49,3.77,168,12.92,93.3,257,19.77,0,0,0,0
Marcelo Sanchez,12,26,2.17,22,1.83,9,0.75,41,3.42,185,15.42,93.4,277,23.08,0,0,0,0
Eli Kerns,11,22,2.0,29,2.64,3,0.27,35,3.18,163,14.82,90.6,226,20.55,0,0,0,0
Kurt Gibson,12,18,1.5,42,3.5,13,1.08,38,3.17,338,28.17,91.4,301,25.08,0,0,0,0
Steven Chang,8,20,2.5,10,1.25,2,0.25,25,3.13,126,15.75,96.2,177,22.13,0,0,0,0
Kevin Cocks,12,16,1.33,14,1.17,7,0.58,32,2.67,72,6.0,93.5,231,19.25,0,0,0,0
Ashlin Joye,12,10,0.83,56,4.67,12,1.0,31,2.58,499,41.58,92.1,330,27.5,0,0,0,0
Michael Kiyoi,13,19,1.46,14,1.08,10,0.77,32,2.46,96,7.38,91.4,217,16.69,0,0,0,0
Tim Gilligan,9,18,2.0,15,1.67,5,0.56,22,2.44,124,13.78,89.2,206,22.89,0,0,0,0
Jeffrey Silverman,12,10,0.83,7,0.58,14,1.17,29,2.42,55,4.58,98.2,214,17.83,0,0,0,0
Matthew Natali,12,15,1.25,12,1.0,7,0.58,29,2.42,56,4.67,91.8,215,17.92,0,0,0,0
Federico Chialvo,10,14,1.4,14,1.4,5,0.5,20,2.0,65,6.5,87.8,202,20.2,0,0,0,0
Sonny Zaccaro,12,3,0.25,17,1.42,13,1.08,22,1.83,153,12.75,94.4,249,20.75,0,0,0,0
Brett Petersen,12,10,0.83,3,0.25,9,0.75,20,1.67,49,4.08,96.1,167,13.92,0,0,0,0
Kevin Smith,16,11,0.69,42,2.63,11,0.69,23,1.44,286,17.88,88.0,356,22.25,0,0,0,0
Nathan White,12,3,0.25,14,1.17,5,0.42,13,1.08,118,9.83,92.9,232,19.33,0,0,0,0
Nick Raisch,4,3,0.75,6,1.5,0,0.0,4,1.0,61,15.25,92.4,80,20.0,0,0,0,0
Aubrey Davis,1,0,0.0,1,1.0,0,0.0,1,1.0,2,2.0,100.0,9,9.0,0,0,0,0
Nate Bosscher,7,2,0.29,4,0.57,5,0.71,7,1.0,28,4.0,87.5,116,16.57,0,0,0,0
Scott Roeder,10,7,0.7,19,1.9,2,0.2,9,0.9,191,19.1,92.3,210,21.0,0,0,0,0
John Bergen,9,6,0.67,3,0.33,2,0.22,8,0.89,36,4.0,92.3,132,14.67,0,0,0,0
Chris Farina,14,9,0.64,5,0.36,8,0.57,10,0.71,93,6.64,91.2,247,17.64,0,0,0,0
Kris Thomson,15,6,0.4,9,0.6,8,0.53,1,0.07,209,13.93,90.9,311,20.73,0,0,0,0
Daniel Naruo,1,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,100.0,12,12.0,0,0,0,0
