Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Jonathan Helton,17,34,2.0,64,3.76,46,2.71,88,5.18,327,19.24,86.3,295,17.35,0,0,0,0
Cameron Brock,17,63,3.71,22,1.29,8,0.47,73,4.29,114,6.71,88.4,237,13.94,0,0,0,0
Christopher Sackman,11,15,1.36,5,0.45,15,1.36,29,2.64,43,3.91,87.8,56,5.09,0,0,0,0
Travis Carpenter,12,22,1.83,7,0.58,8,0.67,25,2.08,70,5.83,89.7,79,6.58,0,0,0,0
Keenan Plew,16,36,2.25,36,2.25,1,0.06,31,1.94,273,17.06,88.3,204,12.75,0,0,0,0
Joey Cari,8,2,0.25,9,1.13,9,1.13,15,1.88,34,4.25,89.5,26,3.25,0,0,0,0
Brodie Smith,14,8,0.57,41,2.93,7,0.5,24,1.71,144,10.29,85.7,134,9.57,0,0,0,0
Ben Ivers,9,11,1.22,0,0.0,7,0.78,15,1.67,14,1.56,87.5,37,4.11,0,0,0,0
Joshua Shepard,14,22,1.57,15,1.07,6,0.43,23,1.64,165,11.79,90.2,119,8.5,0,0,0,0
Hans Rasmussen,13,29,2.23,11,0.85,6,0.46,19,1.46,119,9.15,86.2,101,7.77,0,0,0,0
Marc Huber,9,3,0.33,9,1.0,13,1.44,12,1.33,79,8.78,86.8,29,3.22,0,0,0,0
Dan Latz,10,7,0.7,7,0.7,8,0.8,13,1.3,51,5.1,86.4,40,4.0,0,0,0,0
Jason Yoder,11,3,0.27,18,1.64,10,0.91,10,0.91,136,12.36,90.1,60,5.45,0,0,0,0
Eric Lewis,9,8,0.89,3,0.33,7,0.78,7,0.78,80,8.89,88.9,28,3.11,0,0,0,0
Kevin Chu,10,7,0.7,5,0.5,3,0.3,7,0.7,42,4.2,87.5,39,3.9,0,0,0,0
Yuri Kubo,6,3,0.5,0,0.0,0,0.0,3,0.5,0,0.0,0.0,9,1.5,0,0,0,0
Joe Oaks,4,0,0.0,1,0.25,1,0.25,2,0.5,0,0.0,0.0,2,0.5,0,0,0,0
Troy Revell,11,8,0.73,18,1.64,5,0.45,3,0.27,226,20.55,89.7,64,5.82,0,0,0,0
Nick Howard,5,2,0.4,1,0.2,2,0.4,1,0.2,26,5.2,86.7,6,1.2,0,0,0,0
Alex Krzywda,7,3,0.43,2,0.29,3,0.43,1,0.14,55,7.86,90.2,17,2.43,0,0,0,0
Ian Collins,4,1,0.25,0,0.0,0,0.0,0,0.0,7,1.75,87.5,2,0.5,0,0,0,0
Tim Johnson,5,0,0.0,2,0.4,2,0.4,0,0.0,28,5.6,90.3,5,1.0,0,0,0,0
Steven Hightshue,4,0,0.0,0,0.0,0,0.0,-1,-0.25,7,1.75,87.5,2,0.5,0,0,0,0
Isaac Jeffries,6,2,0.33,1,0.17,3,0.5,-2,-0.33,46,7.67,88.5,9,1.5,0,0,0,0
Kyle Cox,11,5,0.45,16,1.45,4,0.36,-4,-0.36,172,15.64,87.3,55,5.0,0,0,0,0
