Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Justin Allen,15,62,4.13,60,4.0,14,0.93,96,6.4,263,17.53,88.3,437,29.13,0,0,0,0
Jarrett Bowen,16,62,3.88,49,3.06,7,0.44,81,5.06,204,12.75,88.3,356,22.25,0,0,0,0
Jack Williams,3,8,2.67,7,2.33,5,1.67,15,5.0,36,12.0,94.7,70,23.33,0,0,0,0
David Snoke,12,26,2.17,29,2.42,12,1.0,50,4.17,445,37.08,96.7,318,26.5,0,0,0,0
Hunter Taylor,2,2,1.0,1,0.5,7,3.5,8,4.0,10,5.0,90.9,41,20.5,0,0,0,0
Dennis Tarasi,12,19,1.58,34,2.83,11,0.92,41,3.42,345,28.75,94.8,286,23.83,0,0,0,0
Mark Lin,8,16,2.0,9,1.13,3,0.38,24,3.0,71,8.88,95.9,123,15.38,0,0,0,0
Ben Snell,1,3,3.0,1,1.0,2,2.0,3,3.0,15,15.0,93.8,31,31.0,0,0,0,0
Michael Neve,14,25,1.79,12,0.86,12,0.86,40,2.86,143,10.21,96.0,248,17.71,0,0,0,0
Brian Casey,13,17,1.31,38,2.92,2,0.15,35,2.69,399,30.69,95.2,305,23.46,0,0,0,0
Ben Dieter,6,10,1.67,11,1.83,0,0.0,15,2.5,92,15.33,97.9,147,24.5,0,0,0,0
David Richardson,15,7,0.47,1,0.07,29,1.93,35,2.33,11,0.73,91.7,215,14.33,0,0,0,0
Noah Saul,7,8,1.14,16,2.29,8,1.14,16,2.29,242,34.57,94.5,222,31.71,0,0,0,0
Paul Weeks,1,2,2.0,1,1.0,0,0.0,2,2.0,12,12.0,100.0,17,17.0,0,0,0,0
Jonathan Nethercutt,7,6,0.86,26,3.71,6,0.86,13,1.86,284,40.57,92.5,207,29.57,0,0,0,0
Josh Hartzog,5,5,1.0,3,0.6,4,0.8,9,1.8,13,2.6,81.3,83,16.6,0,0,0,0
Brian Clark,5,1,0.2,3,0.6,6,1.2,9,1.8,10,2.0,90.9,48,9.6,0,0,0,0
CJ Colicchio,4,4,1.0,0,0.0,4,1.0,7,1.75,9,2.25,90.0,36,9.0,0,0,0,0
Jake Coleman,14,17,1.21,1,0.07,10,0.71,24,1.71,35,2.5,97.2,226,16.14,0,0,0,0
Jake McGoogan,8,6,0.75,7,0.88,5,0.63,13,1.63,98,12.25,97.0,128,16.0,0,0,0,0
Joey Cretella,12,9,0.75,18,1.5,14,1.17,18,1.5,111,9.25,85.4,309,25.75,0,0,0,0
Tim McAllister,2,1,0.5,0,0.0,3,1.5,3,1.5,5,2.5,83.3,40,20.0,0,0,0,0
Terrence Mitchell,16,26,1.63,21,1.31,12,0.75,23,1.44,251,15.69,90.3,393,24.56,0,0,0,0
Drew Chandler,13,16,1.23,7,0.54,4,0.31,18,1.38,104,8.0,95.4,203,15.62,0,0,0,0
Roy Matthews,11,8,0.73,3,0.27,6,0.55,15,1.36,44,4.0,97.8,203,18.45,0,0,0,0
Michael Zhou,14,8,0.57,13,0.93,6,0.43,19,1.36,68,4.86,91.9,252,18.0,0,0,0,0
Mike Moore,13,10,0.77,6,0.46,7,0.54,17,1.31,38,2.92,88.4,218,16.77,0,0,0,0
Taylor Pope,8,8,1.0,4,0.5,5,0.63,9,1.13,22,2.75,73.3,147,18.38,0,0,0,0
Stephen Bender,13,7,0.54,16,1.23,6,0.46,13,1.0,93,7.15,88.6,239,18.38,0,0,0,0
JD Hastings,5,5,1.0,1,0.2,3,0.6,5,1.0,28,5.6,87.5,70,14.0,0,0,0,0
Mark Stumpf,3,2,0.67,0,0.0,1,0.33,3,1.0,5,1.67,100.0,31,10.33,0,0,0,0
Andrew Ryan,5,4,0.8,1,0.2,3,0.6,5,1.0,11,2.2,84.6,66,13.2,0,0,0,0
Robert Goode,8,9,1.13,3,0.38,2,0.25,5,0.63,43,5.38,86.0,128,16.0,0,0,0,0
Tristan Green,9,2,0.22,16,1.78,4,0.44,4,0.44,161,17.89,90.4,214,23.78,0,0,0,0
Sam Cooper,3,0,0.0,2,0.67,1,0.33,1,0.33,15,5.0,93.8,39,13.0,0,0,0,0
Jessie Jones,1,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,100.0,14,14.0,0,0,0,0
Xavier Maxstadt,8,2,0.25,1,0.13,5,0.63,-3,-0.38,63,7.88,86.3,138,17.25,0,0,0,0
Stephen Poulos,2,1,0.5,2,1.0,0,0.0,-2,-1.0,22,11.0,81.5,29,14.5,0,0,0,0
