Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Travis Dunn,13,40,3.08,57,4.38,9,0.69,81,6.23,372,28.62,94.2,346,26.62,0,0,0,0
Jonathan Helton,12,27,2.25,44,3.67,11,0.92,57,4.75,308,25.67,93.1,322,26.83,0,0,0,0
Sean Ham,12,50,4.17,6,0.5,2,0.17,52,4.33,125,10.42,96.2,283,23.58,0,0,0,0
Jesse Cohen,8,25,3.13,16,2.0,1,0.13,33,4.13,121,15.13,94.5,165,20.63,0,0,0,0
Tim Okita,12,15,1.25,44,3.67,3,0.25,47,3.92,511,42.58,97.9,278,23.17,0,0,0,0
Wes Groth,13,29,2.23,29,2.23,7,0.54,47,3.62,136,10.46,89.5,235,18.08,0,0,0,0
Steven Milardovich,13,11,0.85,24,1.85,16,1.23,35,2.69,187,14.38,93.5,310,23.85,0,0,0,0
Kyle Smith,1,1,1.0,0,0.0,1,1.0,2,2.0,2,2.0,100.0,12,12.0,0,0,0,0
Will Turner,11,2,0.18,11,1.0,15,1.36,22,2.0,163,14.82,97.0,231,21.0,0,0,0,0
Trevor Purdy,12,8,0.67,7,0.58,11,0.92,23,1.92,28,2.33,93.3,170,14.17,0,0,0,0
Dominic Leggio,10,8,0.8,11,1.1,7,0.7,19,1.9,235,23.5,97.5,222,22.2,0,0,0,0
Sam Fontaine,12,9,0.75,22,1.83,4,0.33,22,1.83,182,15.17,94.3,252,21.0,0,0,0,0
Ryo Senda,12,15,1.25,11,0.92,5,0.42,21,1.75,78,6.5,88.6,186,15.5,0,0,0,0
Nathan Bridges,9,11,1.22,2,0.22,6,0.67,15,1.67,63,7.0,95.5,125,13.89,0,0,0,0
Michael Tran,12,19,1.58,15,1.25,5,0.42,20,1.67,459,38.25,96.2,248,20.67,0,0,0,0
Scott Radlauer,13,9,0.69,6,0.46,18,1.38,21,1.62,45,3.46,90.0,204,15.69,0,0,0,0
Maxwell Hume,12,13,1.08,5,0.42,7,0.58,15,1.25,65,5.42,89.0,226,18.83,0,0,0,0
Marcel Osborne,12,9,0.75,3,0.25,6,0.5,13,1.08,51,4.25,96.2,207,17.25,0,0,0,0
Jake Gutkowski,5,5,1.0,1,0.2,1,0.2,5,1.0,66,13.2,98.5,64,12.8,0,0,0,0
Dave Ritchie,6,5,0.83,0,0.0,1,0.17,5,0.83,14,2.33,93.3,53,8.83,0,0,0,0
Bailey Wu,11,0,0.0,3,0.27,5,0.45,7,0.64,23,2.09,100.0,106,9.64,0,0,0,0
Mark Slader,8,2,0.25,3,0.38,6,0.75,5,0.63,43,5.38,87.8,84,10.5,0,0,0,0
Ryan Lacy,4,1,0.25,0,0.0,1,0.25,2,0.5,6,1.5,100.0,32,8.0,0,0,0,0
Aidan Hall,6,2,0.33,1,0.17,0,0.0,3,0.5,13,2.17,100.0,62,10.33,0,0,0,0
Michael Dehnbostel,2,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,100.0,14,7.0,0,0,0,0
Andrew Kohl,4,0,0.0,1,0.25,1,0.25,2,0.5,21,5.25,100.0,53,13.25,0,0,0,0
Josh Kohl,7,4,0.57,2,0.29,2,0.29,3,0.43,25,3.57,83.3,74,10.57,0,0,0,0
Kyle Rubin,11,3,0.27,2,0.18,3,0.27,4,0.36,33,3.0,94.3,151,13.73,0,0,0,0
Bryce Lozinski,4,2,0.5,0,0.0,1,0.25,1,0.25,10,2.5,90.9,44,11.0,0,0,0,0
Eric Hytönen,1,0,0.0,1,1.0,0,0.0,0,0.0,4,4.0,80.0,9,9.0,0,0,0,0
Joey Huppert,3,0,0.0,0,0.0,1,0.33,0,0.0,2,0.67,66.7,17,5.67,0,0,0,0
Reggie Sung,7,0,0.0,0,0.0,0,0.0,-2,-0.29,12,1.71,85.7,61,8.71,0,0,0,0
