Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Rowan McDonnell,13,67,5.15,51,3.92,5,0.38,92,7.08,408,31.38,93.8,359,27.62,0,0,0,0
Jarrod Banks,11,28,2.55,21,1.91,4,0.36,39,3.55,122,11.09,93.1,193,17.55,0,0,0,0
Max Cassell,12,28,2.33,26,2.17,1,0.08,38,3.17,313,26.08,95.7,262,21.83,0,0,0,0
Joe Richards,4,5,1.25,2,0.5,6,1.5,12,3.0,14,3.5,93.3,77,19.25,0,0,0,0
Jacques Nissen,5,6,1.2,8,1.6,2,0.4,15,3.0,94,18.8,100.0,105,21.0,0,0,0,0
Garrett Braun,11,24,2.18,15,1.36,5,0.45,32,2.91,173,15.73,95.1,210,19.09,0,0,0,0
Jeff Wodatch,8,11,1.38,18,2.25,4,0.5,22,2.75,169,21.13,96.6,177,22.13,0,0,0,0
Nathan Prior,12,11,0.92,34,2.83,5,0.42,32,2.67,655,54.58,97.6,282,23.5,0,0,0,0
Jeremy Hess,3,2,0.67,2,0.67,4,1.33,8,2.67,9,3.0,100.0,56,18.67,0,0,0,0
Zach Norrbom,8,7,0.88,11,1.38,4,0.5,17,2.13,137,17.13,97.9,104,13.0,0,0,0,0
Kyle Vezina,2,1,0.5,0,0.0,3,1.5,4,2.0,4,2.0,100.0,17,8.5,0,0,0,0
Anthony McLean,6,11,1.83,2,0.33,1,0.17,11,1.83,35,5.83,94.6,97,16.17,0,0,0,0
Matt Neeley,10,9,0.9,8,0.8,8,0.8,16,1.6,67,6.7,93.1,154,15.4,0,0,0,0
AJ Merriman,12,9,0.75,6,0.5,12,1.0,18,1.5,32,2.67,84.2,201,16.75,0,0,0,0
Matt Cullom,8,10,1.25,6,0.75,2,0.25,12,1.5,44,5.5,89.8,152,19.0,0,0,0,0
David Shields,11,7,0.64,11,1.0,6,0.55,16,1.45,99,9.0,92.5,173,15.73,0,0,0,0
Leo Pierson,7,4,0.57,1,0.14,6,0.86,10,1.43,10,1.43,90.9,97,13.86,0,0,0,0
Cody Johnston,10,6,0.6,18,1.8,0,0.0,14,1.4,342,34.2,97.7,199,19.9,0,0,0,0
David Bloodgood,11,6,0.55,12,1.09,12,1.09,15,1.36,199,18.09,93.9,225,20.45,0,0,0,0
Quinn Bergeron,11,7,0.64,3,0.27,5,0.45,12,1.09,27,2.45,90.0,154,14.0,0,0,0,0
Kris Harrison,5,1,0.2,1,0.2,3,0.6,4,0.8,10,2.0,100.0,53,10.6,0,0,0,0
Alexandre Fall,5,1,0.2,0,0.0,3,0.6,4,0.8,10,2.0,100.0,58,11.6,0,0,0,0
Houston Parks,9,3,0.33,4,0.44,5,0.56,7,0.78,15,1.67,88.2,128,14.22,0,0,0,0
Danny Krug,3,1,0.33,1,0.33,1,0.33,2,0.67,3,1.0,100.0,36,12.0,0,0,0,0
Jeremy Knopf,6,2,0.33,1,0.17,3,0.5,4,0.67,36,6.0,94.7,77,12.83,0,0,0,0
Xavier Maxstadt,10,5,0.5,12,1.2,8,0.8,6,0.6,86,8.6,82.7,179,17.9,0,0,0,0
Ray Mendoza,10,2,0.2,2,0.2,5,0.5,6,0.6,29,2.9,90.6,114,11.4,0,0,0,0
Jay Boyle,2,0,0.0,1,0.5,0,0.0,1,0.5,8,4.0,100.0,20,10.0,0,0,0,0
Dane Warner,11,4,0.36,1,0.09,8,0.73,5,0.45,42,3.82,91.3,135,12.27,0,0,0,0
Kenta Kawaguchi,5,1,0.2,0,0.0,2,0.4,2,0.4,3,0.6,75.0,44,8.8,0,0,0,0
Kevin Versteeg,7,1,0.14,0,0.0,6,0.86,2,0.29,15,2.14,83.3,92,13.14,0,0,0,0
Sam Brecker,2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,100.0,7,3.5,0,0,0,0
Dennis Maclaine,3,0,0.0,0,0.0,0,0.0,-1,-0.33,1,0.33,50.0,22,7.33,0,0,0,0
Peter Mancini,5,0,0.0,0,0.0,0,0.0,-2,-0.4,5,1.0,100.0,47,9.4,0,0,0,0
Alex Liu,5,0,0.0,1,0.2,0,0.0,-3,-0.6,6,1.2,66.7,40,8.0,0,0,0,0
