Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Nick Vogt,10,28,2.8,10,1.0,9,0.9,44,4.4,124,12.4,98.4,177,17.7,2055,206,275,28
Bryan Vohnoutka,11,25,2.27,21,1.91,9,0.82,47,4.27,148,13.45,94.9,207,18.82,2077,189,807,73
William Brandt,7,13,1.86,18,2.57,2,0.29,26,3.71,225,32.14,97.0,125,17.86,740,106,1244,178
Dylan DeClerck,10,12,1.2,7,0.7,19,1.9,35,3.5,48,4.8,94.1,173,17.3,855,86,173,17
Charles Weinberg,9,19,2.11,18,2.0,1,0.11,28,3.11,174,19.33,95.1,150,16.67,1496,166,1126,125
Paul Krenik,3,6,2.0,2,0.67,1,0.33,9,3.0,11,3.67,100.0,43,14.33,289,96,92,31
Jake Raatz,1,0,0.0,0,0.0,3,3.0,3,3.0,1,1.0,100.0,9,9.0,17,17,12,12
Rocco Linehan,9,17,1.89,19,2.11,5,0.56,23,2.56,179,19.89,92.7,150,16.67,1464,163,1031,115
Cole Jurek,11,21,1.91,18,1.64,3,0.27,25,2.27,163,14.82,92.6,190,17.27,2296,209,935,85
Isaac Leonard,8,7,0.88,7,0.88,5,0.63,17,2.13,56,7.0,96.6,100,12.5,667,83,365,46
Charlie McCutcheon,10,9,0.9,6,0.6,7,0.7,20,2.0,59,5.9,96.7,169,16.9,593,59,88,9
Andrew Roy,11,12,1.09,23,2.09,5,0.45,22,2.0,593,53.91,97.4,209,19.0,219,20,3357,305
Tony Poletto,9,6,0.67,24,2.67,1,0.11,17,1.89,377,41.89,96.9,149,16.56,154,17,1867,207
Michael Jordan,7,11,1.57,4,0.57,1,0.14,13,1.86,80,11.43,96.4,110,15.71,1137,162,336,48
James Kittlesen,9,6,0.67,3,0.33,9,1.0,15,1.67,26,2.89,89.7,129,14.33,497,55,147,16
Raheem Ishaque,6,3,0.5,1,0.17,6,1.0,9,1.5,9,1.5,100.0,63,10.5,211,35,62,10
Bret Bergmeier,10,12,1.2,3,0.3,5,0.5,14,1.4,109,10.9,95.6,154,15.4,806,81,386,39
Brett Matzuka,8,3,0.38,7,0.88,7,0.88,11,1.38,216,27.0,97.3,138,17.25,76,10,1313,164
Josh Klane,8,7,0.88,20,2.5,3,0.38,10,1.25,258,32.25,93.1,136,17.0,684,86,2068,259
Scott Hearne,6,1,0.17,10,1.67,1,0.17,7,1.17,67,11.17,93.1,88,14.67,14,2,759,127
Brandon Matis,11,2,0.18,4,0.36,8,0.73,12,1.09,31,2.82,93.9,129,11.73,463,42,21,2
Josh Poterack,1,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,100.0,10,10.0,12,12,-7,-7
Matthew Johnson,1,1,1.0,0,0.0,0,0.0,1,1.0,1,1.0,100.0,3,3.0,78,78,-5,-5
Colin Berry,10,9,0.9,5,0.5,6,0.6,9,0.9,94,9.4,90.4,159,15.9,523,52,560,56
Tyler Thomegreene,4,2,0.5,2,0.5,1,0.25,2,0.5,37,9.25,92.5,51,12.75,46,12,292,73
Sebastian Brauer,2,1,0.5,0,0.0,1,0.5,1,0.5,15,7.5,100.0,23,11.5,-19,-10,36,18
Grayson Pangburn,4,3,0.75,0,0.0,0,0.0,2,0.5,18,4.5,94.7,47,11.75,122,31,95,24
Ian Hahn,5,2,0.4,0,0.0,1,0.2,2,0.4,16,3.2,94.1,53,10.6,194,39,99,20
Brett Hidaka,5,1,0.2,1,0.2,2,0.4,1,0.2,39,7.8,92.9,59,11.8,74,15,258,52
Jordan Taylor,8,2,0.25,5,0.63,4,0.5,-1,-0.13,53,6.63,82.8,91,11.38,586,73,370,46
Kristian Johnson,6,1,0.17,3,0.5,1,0.17,-3,-0.5,74,12.33,90.2,80,13.33,74,12,325,54
