Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Chase Cunningham,14,32,2.29,56,4.0,17,1.21,54,3.86,330,23.57,88.0,390,27.86,0,0,0,0
Jerrod Wolfe,11,21,1.91,12,1.09,9,0.82,38,3.45,53,4.82,93.0,205,18.64,0,0,0,0
Kyle Henke,14,44,3.14,26,1.86,6,0.43,44,3.14,135,9.64,83.9,319,22.79,0,0,0,0
Ethan Pollack,11,18,1.64,20,1.82,7,0.64,32,2.91,162,14.73,94.2,229,20.82,0,0,0,0
Rory Orloff,12,30,2.5,10,0.83,2,0.17,33,2.75,207,17.25,96.7,230,19.17,0,0,0,0
Andrew Walch,14,28,2.0,8,0.57,7,0.5,35,2.5,120,8.57,95.2,257,18.36,0,0,0,0
Michael Natenberg,7,7,1.0,19,2.71,2,0.29,16,2.29,175,25.0,94.1,152,21.71,0,0,0,0
Michael Matthis,7,15,2.14,3,0.43,4,0.57,15,2.14,48,6.86,87.3,109,15.57,0,0,0,0
Nash Mock,1,2,2.0,0,0.0,0,0.0,2,2.0,5,5.0,100.0,26,26.0,0,0,0,0
Joshua Zdrodowski,12,14,1.17,9,0.75,10,0.83,21,1.75,53,4.42,84.1,197,16.42,0,0,0,0
Valley Renshaw,4,5,1.25,4,1.0,2,0.5,6,1.5,17,4.25,81.0,64,16.0,0,0,0,0
Max Cook,13,16,1.23,23,1.77,3,0.23,19,1.46,452,34.77,95.8,265,20.38,0,0,0,0
Elliott Moore,13,12,0.92,8,0.62,8,0.62,18,1.38,47,3.62,85.5,207,15.92,0,0,0,0
Mick Walter,15,10,0.67,2,0.13,12,0.8,20,1.33,49,3.27,98.0,241,16.07,0,0,0,0
Kiran Thomas,6,6,1.0,6,1.0,1,0.17,8,1.33,65,10.83,94.2,92,15.33,0,0,0,0
Paul Starkel,9,3,0.33,17,1.89,1,0.11,12,1.33,153,17.0,95.0,149,16.56,0,0,0,0
John Cecil,8,4,0.5,2,0.25,7,0.88,10,1.25,24,3.0,96.0,127,15.88,0,0,0,0
Kamron Daftari,5,4,0.8,0,0.0,2,0.4,6,1.2,11,2.2,100.0,77,15.4,0,0,0,0
Matthew Bierschenk,11,7,0.64,12,1.09,2,0.18,13,1.18,46,4.18,88.5,141,12.82,0,0,0,0
Jason Holleran,3,1,0.33,0,0.0,2,0.67,3,1.0,6,2.0,100.0,14,4.67,0,0,0,0
Jeff Loskorn,10,9,0.9,19,1.9,9,0.9,7,0.7,379,37.9,92.9,232,23.2,0,0,0,0
Brendan Adams,13,6,0.46,3,0.23,8,0.62,8,0.62,56,4.31,88.9,173,13.31,0,0,0,0
Doug Richardson,14,6,0.43,3,0.21,9,0.64,8,0.57,118,8.43,92.2,226,16.14,0,0,0,0
Christopher Grimm,2,0,0.0,1,0.5,0,0.0,1,0.5,6,3.0,100.0,20,10.0,0,0,0,0
Corey Mika,4,1,0.25,0,0.0,2,0.5,2,0.5,4,1.0,100.0,57,14.25,0,0,0,0
Brian Gfroerer,4,0,0.0,0,0.0,2,0.5,2,0.5,7,1.75,100.0,35,8.75,0,0,0,0
Ferdia Rogers,3,0,0.0,0,0.0,1,0.33,1,0.33,3,1.0,100.0,20,6.67,0,0,0,0
Tyler Chiu,3,0,0.0,0,0.0,1,0.33,1,0.33,4,1.33,100.0,41,13.67,0,0,0,0
Ryan Purcell,12,5,0.42,15,1.25,2,0.17,3,0.25,222,18.5,92.5,233,19.42,0,0,0,0
Chris Brooks,5,3,0.6,2,0.4,0,0.0,1,0.2,23,4.6,85.2,57,11.4,0,0,0,0
Ryan Bigley,5,3,0.6,5,1.0,0,0.0,1,0.2,53,10.6,88.3,82,16.4,0,0,0,0
Nicholas Whale,6,0,0.0,0,0.0,2,0.33,1,0.17,11,1.83,91.7,60,10.0,0,0,0,0
Brett Gramann,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1.0,0,0,0,0
Alex Brouwer,2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,100.0,6,3.0,0,0,0,0
Mitchell Bennett,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1.0,0,0,0,0
Sam Murphy,3,0,0.0,0,0.0,2,0.67,0,0.0,3,1.0,75.0,24,8.0,0,0,0,0
Steven Naji,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,10.0,0,0,0,0
Kevin Halprin,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,9,9.0,0,0,0,0
Robert Lewis,13,5,0.38,12,0.92,1,0.08,-1,-0.08,136,10.46,88.9,217,16.69,0,0,0,0
Matt Bennett,8,0,0.0,10,1.25,2,0.25,-1,-0.13,76,9.5,85.4,103,12.88,0,0,0,0
Carlos Vargas,13,1,0.08,8,0.62,2,0.15,-4,-0.31,87,6.69,87.9,157,12.08,0,0,0,0
Aubrey Davis,5,2,0.4,2,0.4,0,0.0,-2,-0.4,58,11.6,92.1,78,15.6,0,0,0,0
