Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Cameron Brock,4,12,3.0,10,2.5,1,0.25,15,3.75,117,29.25,94.4,101,25.25,1154,289,702,176
Levi Jacobs,11,29,2.64,30,2.73,4,0.36,41,3.73,213,19.36,91.8,238,21.64,3012,274,1886,171
Xavier Payne,11,14,1.27,25,2.27,15,1.36,37,3.36,560,50.91,97.4,295,26.82,132,12,3256,296
Rick Gross,10,17,1.7,32,3.2,5,0.5,33,3.3,279,27.9,93.9,239,23.9,2023,202,2035,204
Alex Mcclure,3,2,0.67,1,0.33,6,2.0,9,3.0,7,2.33,100.0,37,12.33,149,50,22,7
Corey Hardesty,7,13,1.86,3,0.43,3,0.43,19,2.71,37,5.29,100.0,110,15.71,692,99,257,37
Travis Carpenter,10,15,1.5,31,3.1,2,0.2,27,2.7,482,48.2,96.0,240,24.0,1660,166,3438,344
Cody Curran,12,14,1.17,8,0.67,7,0.58,24,2.0,70,5.83,94.6,169,14.08,872,73,300,25
Conner Henderson,9,10,1.11,13,1.44,5,0.56,17,1.89,187,20.78,96.4,147,16.33,818,91,1234,137
Joshua Venegas,11,7,0.64,1,0.09,14,1.27,20,1.82,12,1.09,92.3,136,12.36,196,18,77,7
Jacob Fella,7,6,0.86,2,0.29,11,1.57,12,1.71,29,4.14,82.9,135,19.29,531,76,63,9
Kyle Romard,11,20,1.82,7,0.64,2,0.18,17,1.55,165,15.0,95.4,233,21.18,2162,197,796,72
Chris Walsh,9,14,1.56,13,1.44,3,0.33,12,1.33,254,28.22,94.1,164,18.22,1080,120,1972,219
Trey Dynes,12,19,1.58,7,0.58,4,0.33,15,1.25,128,10.67,92.1,213,17.75,1656,138,425,35
Danny Khoe,4,1,0.25,2,0.5,2,0.5,5,1.25,12,3.0,100.0,44,11.0,103,26,68,17
Lucas Coniaris,8,13,1.63,7,0.88,2,0.25,9,1.13,113,14.13,91.9,155,19.38,1265,158,282,35
Nicholas Betsch,3,1,0.33,1,0.33,2,0.67,3,1.0,9,3.0,90.0,21,7.0,84,28,75,25
Mason Zetsch,12,7,0.58,5,0.42,5,0.42,11,0.92,33,2.75,84.6,155,12.92,557,46,246,21
Michael Finke,3,2,0.67,0,0.0,1,0.33,2,0.67,13,4.33,100.0,30,10.0,99,33,-2,-1
Jeffery Schubert,3,1,0.33,1,0.33,1,0.33,2,0.67,7,2.33,100.0,19,6.33,37,12,33,11
Nick Hutton,11,3,0.27,8,0.73,8,0.73,6,0.55,53,4.82,82.8,160,14.55,253,23,718,65
Nick Phillips,12,4,0.33,2,0.17,1,0.08,6,0.5,8,0.67,88.9,120,10.0,212,18,28,2
Eli Mock,5,2,0.4,0,0.0,1,0.2,2,0.4,4,0.8,80.0,40,8.0,70,14,7,1
Michael Ames,10,4,0.4,5,0.5,2,0.2,4,0.4,63,6.3,94.0,119,11.9,198,20,471,47
Carter Rae,11,1,0.09,16,1.45,4,0.36,4,0.36,105,9.55,86.8,136,12.36,226,21,983,89
Chris Ginet,10,2,0.2,3,0.3,0,0.0,3,0.3,43,4.3,95.6,110,11.0,53,5,228,23
Alex Hamilton,8,1,0.13,0,0.0,3,0.38,2,0.25,4,0.5,80.0,84,10.5,128,16,-13,-2
Kevin Deangelis,6,1,0.17,1,0.17,3,0.5,1,0.17,7,1.17,63.6,60,10.0,84,14,87,15
Dan Cunningham,5,0,0.0,1,0.2,0,0.0,0,0.0,10,2.0,90.9,51,10.2,77,15,43,9
Karl Kingma,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,5.0,8,4,0,0
