Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Conor Kline,2,10,5.0,2,1.0,1,0.5,11,5.5,28,14.0,96.6,41,20.5,0,0,0,0
Ben Jagt,4,6,1.5,18,4.5,7,1.75,21,5.25,59,14.75,93.7,93,23.25,0,0,0,0
Dylan DeClerck,14,32,2.29,8,0.57,33,2.36,68,4.86,106,7.57,99.1,299,21.36,0,0,0,0
Tyler Latham,15,27,1.8,19,1.27,21,1.4,57,3.8,94,6.27,94.0,284,18.93,0,0,0,0
Carlos Wolle,7,20,2.86,5,0.71,8,1.14,26,3.71,76,10.86,92.7,137,19.57,0,0,0,0
Brian Schoenrock,12,26,2.17,24,2.0,21,1.75,44,3.67,183,15.25,89.7,304,25.33,0,0,0,0
Cullen Raasch,4,9,2.25,3,0.75,4,1.0,11,2.75,19,4.75,82.6,65,16.25,0,0,0,0
James Kittlesen,11,14,1.27,6,0.55,17,1.55,30,2.73,64,5.82,92.8,226,20.55,0,0,0,0
Greg Cousins,10,18,1.8,19,1.9,17,1.7,25,2.5,157,15.7,86.7,245,24.5,0,0,0,0
Liam Shramko,10,15,1.5,12,1.2,2,0.2,25,2.5,90,9.0,96.8,135,13.5,0,0,0,0
Jason Tschida,9,14,1.56,12,1.33,8,0.89,22,2.44,287,31.89,96.6,182,20.22,0,0,0,0
Brandon Matis,13,19,1.46,20,1.54,11,0.85,30,2.31,120,9.23,88.9,289,22.23,0,0,0,0
Graham Grayshaw,1,1,1.0,0,0.0,1,1.0,2,2.0,2,2.0,100.0,9,9.0,0,0,0,0
Zac Merie,7,12,1.71,2,0.29,1,0.14,13,1.86,31,4.43,93.9,97,13.86,0,0,0,0
Michael Jordan,6,8,1.33,3,0.5,4,0.67,11,1.83,35,5.83,92.1,84,14.0,0,0,0,0
Sean Newlin,8,13,1.63,9,1.13,3,0.38,10,1.25,84,10.5,87.5,121,15.13,0,0,0,0
Brett Sullivan,12,7,0.58,5,0.42,17,1.42,14,1.17,231,19.25,95.1,250,20.83,0,0,0,0
Danny Collom,13,7,0.54,32,2.46,14,1.08,15,1.15,384,29.54,91.6,321,24.69,0,0,0,0
David Shirley,9,6,0.67,9,1.0,9,1.0,10,1.11,116,12.89,91.3,189,21.0,0,0,0,0
Ethan Rasmussen,12,14,1.17,17,1.42,8,0.67,12,1.0,217,18.08,91.6,250,20.83,0,0,0,0
Bryan Vohnoutka,3,4,1.33,1,0.33,3,1.0,3,1.0,13,4.33,76.5,36,12.0,0,0,0,0
Cole Jensen,9,2,0.22,1,0.11,7,0.78,7,0.78,46,5.11,93.9,96,10.67,0,0,0,0
Tristan Grovender,13,7,0.54,24,1.85,3,0.23,10,0.77,368,28.31,94.6,256,19.69,0,0,0,0
Nick Heid,9,1,0.11,13,1.44,5,0.56,4,0.44,109,12.11,88.6,143,15.89,0,0,0,0
Tyler Meyer,5,1,0.2,0,0.0,2,0.4,2,0.4,13,2.6,92.9,55,11.0,0,0,0,0
Austin Lee,11,7,0.64,2,0.18,2,0.18,4,0.36,23,2.09,82.1,88,8.0,0,0,0,0
Matt Burkhardt,13,11,0.85,22,1.69,10,0.77,4,0.31,443,34.08,92.5,268,20.62,0,0,0,0
Austin Lien,9,2,0.22,10,1.11,4,0.44,2,0.22,257,28.56,95.5,155,17.22,0,0,0,0
Luis Caballero,5,6,1.2,4,0.8,1,0.2,1,0.2,155,31.0,95.1,112,22.4,0,0,0,0
Dustin Rooffener,6,3,0.5,1,0.17,1,0.17,1,0.17,20,3.33,83.3,66,11.0,0,0,0,0
Tom Grund,6,0,0.0,2,0.33,0,0.0,0,0.0,26,4.33,92.9,51,8.5,0,0,0,0
Jay Drescher,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1.0,0,0,0,0
Lou Abramowski,4,0,0.0,1,0.25,1,0.25,-2,-0.5,13,3.25,76.5,39,9.75,0,0,0,0
Mike Merwin,2,0,0.0,0,0.0,0,0.0,-1,-0.5,6,3.0,85.7,18,9.0,0,0,0,0
Joel Morton,2,1,0.5,1,0.5,1,0.5,-1,-0.5,9,4.5,90.0,33,16.5,0,0,0,0
Charlie Schuweiler,9,0,0.0,9,1.0,6,0.67,-6,-0.67,195,21.67,90.3,152,16.89,0,0,0,0
Samuel Reis,1,0,0.0,1,1.0,1,1.0,-2,-2.0,5,5.0,62.5,11,11.0,0,0,0,0
Jacob Lien,7,2,0.29,8,1.14,5,0.71,-15,-2.14,145,20.71,83.3,144,20.57,0,0,0,0
