Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Matt Smith,13,66,5.08,17,1.31,3,0.23,76,5.85,220,16.92,98.2,300,23.08,0,0,0,0
Christian Olsen,10,31,3.1,30,3.0,7,0.7,46,4.6,248,24.8,92.9,249,24.9,0,0,0,0
Byron Liu,3,2,0.67,6,2.0,5,1.67,11,3.67,51,17.0,96.2,74,24.67,0,0,0,0
Brian Moore,11,25,2.27,21,1.91,4,0.36,38,3.45,191,17.36,95.5,279,25.36,0,0,0,0
Dylan Tunnell,11,14,1.27,48,4.36,8,0.73,36,3.27,377,34.27,92.0,267,24.27,0,0,0,0
Jay Clark,10,26,2.6,19,1.9,8,0.8,29,2.9,224,22.4,92.2,221,22.1,0,0,0,0
Sean Sears,10,12,1.2,5,0.5,12,1.2,24,2.4,32,3.2,88.9,167,16.7,0,0,0,0
Mark Poole,8,11,1.38,16,2.0,2,0.25,19,2.38,202,25.25,96.7,198,24.75,0,0,0,0
Kyle Stapleton,14,16,1.14,29,2.07,8,0.57,32,2.29,503,35.93,96.2,338,24.14,0,0,0,0
Robert Runner,11,11,1.0,17,1.55,19,1.73,25,2.27,240,21.82,91.6,285,25.91,0,0,0,0
Ben Breault,10,9,0.9,20,2.0,4,0.4,22,2.2,118,11.8,92.9,179,17.9,0,0,0,0
Trenton Spinks,11,9,0.82,7,0.64,17,1.55,24,2.18,74,6.73,90.2,259,23.55,0,0,0,0
Blake Hannah,9,15,1.67,15,1.67,8,0.89,19,2.11,120,13.33,88.2,180,20.0,0,0,0,0
Ryan Archibald,12,10,0.83,11,0.92,8,0.67,25,2.08,42,3.5,93.3,212,17.67,0,0,0,0
Steven Hicks,13,16,1.23,16,1.23,8,0.62,26,2.0,174,13.38,93.0,229,17.62,0,0,0,0
Robert Bradham,11,22,2.0,5,0.45,3,0.27,22,2.0,34,3.09,85.0,178,16.18,0,0,0,0
Matthew Knowles,9,1,0.11,13,1.44,12,1.33,16,1.78,148,16.44,93.7,177,19.67,0,0,0,0
Michael Spear,12,11,0.92,27,2.25,17,1.42,21,1.75,174,14.5,84.5,274,22.83,0,0,0,0
Ryan James,10,7,0.7,2,0.2,6,0.6,13,1.3,36,3.6,94.7,134,13.4,0,0,0,0
Taylor Goforth,8,2,0.25,5,0.63,8,1.0,10,1.25,33,4.13,86.8,115,14.38,0,0,0,0
Frank Wooten,10,5,0.5,4,0.4,8,0.8,12,1.2,60,6.0,93.8,117,11.7,0,0,0,0
Allan Laviolette,7,4,0.57,4,0.57,9,1.29,8,1.14,81,11.57,91.0,125,17.86,0,0,0,0
Ryans Simmons,5,4,0.8,3,0.6,0,0.0,5,1.0,12,2.4,85.7,56,11.2,0,0,0,0
Anders Olsen,10,5,0.5,3,0.3,6,0.6,9,0.9,48,4.8,92.3,137,13.7,0,0,0,0
Jack Krieger,9,8,0.89,3,0.33,1,0.11,7,0.78,58,6.44,93.5,147,16.33,0,0,0,0
Devin Cox,7,3,0.43,2,0.29,6,0.86,5,0.71,20,2.86,83.3,96,13.71,0,0,0,0
Sebbi Di Francesco,6,2,0.33,2,0.33,3,0.5,4,0.67,41,6.83,93.2,66,11.0,0,0,0,0
Josh Feng,4,2,0.5,2,0.5,0,0.0,1,0.25,33,8.25,94.3,50,12.5,0,0,0,0
Sun Choi,4,4,1.0,0,0.0,1,0.25,-1,-0.25,16,4.0,76.2,52,13.0,0,0,0,0
