Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Alec Arsenault,11,40,3.64,26,2.36,9,0.82,52,4.73,190,17.27,90.5,259,23.55,0,0,0,0
Karl Loiseau,11,18,1.64,32,2.91,8,0.73,41,3.73,284,25.82,95.9,258,23.45,0,0,0,0
Jeremy Hill,11,32,2.91,16,1.45,14,1.27,40,3.64,148,13.45,89.2,248,22.55,0,0,0,0
Nick Boucher,12,23,1.92,41,3.42,9,0.75,35,2.92,432,36.0,92.9,289,24.08,0,0,0,0
David Colic,10,25,2.5,18,1.8,3,0.3,23,2.3,76,7.6,82.6,199,19.9,0,0,0,0
Greg Ellis,12,22,1.83,26,2.17,8,0.67,22,1.83,340,28.33,93.2,310,25.83,0,0,0,0
Paul Renaud,11,3,0.27,2,0.18,16,1.45,14,1.27,54,4.91,90.0,173,15.73,0,0,0,0
Jon Hallett,10,4,0.4,3,0.3,8,0.8,11,1.1,21,2.1,91.3,138,13.8,0,0,0,0
Geoff Bevan,12,10,0.83,17,1.42,3,0.25,13,1.08,206,17.17,92.8,288,24.0,0,0,0,0
Matt O'Brien,9,6,0.67,4,0.44,8,0.89,8,0.89,43,4.78,87.8,159,17.67,0,0,0,0
Jeff Lindquist,6,4,0.67,8,1.33,3,0.5,5,0.83,85,14.17,91.4,125,20.83,0,0,0,0
Paul Mensah,11,4,0.36,0,0.0,8,0.73,8,0.73,25,2.27,92.6,172,15.64,0,0,0,0
Andrew Ouchterlony,11,5,0.45,6,0.55,4,0.36,8,0.73,64,5.82,94.1,157,14.27,0,0,0,0
Ryan Wallace,9,2,0.22,0,0.0,4,0.44,4,0.44,15,1.67,93.8,71,7.89,0,0,0,0
Carson Turner,10,1,0.1,4,0.4,10,1.0,4,0.4,75,7.5,89.3,178,17.8,0,0,0,0
Shintaro Tsukamoto,5,1,0.2,1,0.2,1,0.2,2,0.4,5,1.0,83.3,36,7.2,0,0,0,0
Braedan Robinson,8,3,0.38,0,0.0,3,0.38,3,0.38,15,1.88,88.2,97,12.13,0,0,0,0
Ken Alexander,3,2,0.67,2,0.67,1,0.33,1,0.33,31,10.33,91.2,44,14.67,0,0,0,0
Adam O'Donnell,12,12,1.0,3,0.25,1,0.08,4,0.33,118,9.83,94.4,195,16.25,0,0,0,0
Kyle Cantal,8,2,0.25,0,0.0,4,0.5,2,0.25,24,3.0,88.9,131,16.38,0,0,0,0
Derek Alexander,4,2,0.5,10,2.5,1,0.25,0,0.0,159,39.75,93.5,86,21.5,0,0,0,0
Colin Froats,6,0,0.0,0,0.0,0,0.0,0,0.0,10,1.67,100.0,42,7.0,0,0,0,0
Erich Phang-Lynn,10,1,0.1,1,0.1,0,0.0,-1,-0.1,24,2.4,88.9,91,9.1,0,0,0,0
Simon Walker,4,1,0.25,0,0.0,1,0.25,-1,-0.25,7,1.75,77.8,36,9.0,0,0,0,0
Chad McCausland,6,0,0.0,0,0.0,0,0.0,-2,-0.33,8,1.33,100.0,48,8.0,0,0,0,0
Bryce Ring,11,0,0.0,1,0.09,2,0.18,-4,-0.36,74,6.73,91.4,105,9.55,0,0,0,0
Erik Hunter,6,3,0.5,1,0.17,0,0.0,-3,-0.5,22,3.67,78.6,71,11.83,0,0,0,0
