Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Eric Hubbard,14,49,3.5,17,1.21,29,2.07,73,5.21,208,14.86,95.0,410,29.29,0,0,0,0
Nathan Champoux,13,15,1.15,11,0.85,34,2.62,44,3.38,79,6.08,85.9,262,20.15,0,0,0,0
Tarik Akyuz,10,29,2.9,12,1.2,7,0.7,31,3.1,129,12.9,92.1,274,27.4,0,0,0,0
Michael Burke,3,5,1.67,2,0.67,5,1.67,8,2.67,28,9.33,87.5,50,16.67,0,0,0,0
Wesley Chen,3,7,2.33,4,1.33,3,1.0,7,2.33,54,18.0,96.4,65,21.67,0,0,0,0
Aaron Del Real,11,19,1.73,13,1.18,6,0.55,25,2.27,76,6.91,86.4,183,16.64,0,0,0,0
Richard Stacklin,9,18,2.0,25,2.78,3,0.33,16,1.78,149,16.56,87.1,198,22.0,0,0,0,0
Ryan Mariouw,8,12,1.5,4,0.5,7,0.88,11,1.38,70,8.75,87.5,156,19.5,0,0,0,0
Anthony Davis,3,7,2.33,1,0.33,4,1.33,4,1.33,21,7.0,91.3,60,20.0,0,0,0,0
Adnan Raslan,5,3,0.6,3,0.6,4,0.8,6,1.2,52,10.4,94.5,86,17.2,0,0,0,0
Daniel Sluka,11,6,0.55,2,0.18,8,0.73,13,1.18,22,2.0,88.0,130,11.82,0,0,0,0
Channing Watson,12,18,1.5,12,1.0,7,0.58,14,1.17,180,15.0,90.5,234,19.5,0,0,0,0
Andrew Lucarotti,7,6,0.86,7,1.0,6,0.86,8,1.14,182,26.0,94.3,134,19.14,0,0,0,0
Mark Whitton,8,7,0.88,1,0.13,4,0.5,8,1.0,11,1.38,91.7,96,12.0,0,0,0,0
Colin Hinde,2,1,0.5,1,0.5,1,0.5,2,1.0,6,3.0,100.0,19,9.5,0,0,0,0
Alex Gilson,11,6,0.55,4,0.36,5,0.45,9,0.82,31,2.82,86.1,147,13.36,0,0,0,0
David Picone,13,11,0.85,22,1.69,11,0.85,6,0.46,324,24.92,90.8,290,22.31,0,0,0,0
Jimmy Herron,5,1,0.2,0,0.0,2,0.4,2,0.4,2,0.4,100.0,29,5.8,0,0,0,0
Travis Compo,4,2,0.5,3,0.75,3,0.75,1,0.25,64,16.0,91.4,77,19.25,0,0,0,0
Wasdi Grimaldo,12,1,0.08,6,0.5,11,0.92,2,0.17,99,8.25,86.8,165,13.75,0,0,0,0
Evan Priest,6,1,0.17,4,0.67,4,0.67,1,0.17,24,4.0,80.0,90,15.0,0,0,0,0
Ben Murphy,7,5,0.71,7,1.0,1,0.14,1,0.14,105,15.0,90.5,111,15.86,0,0,0,0
Joseph Besser,10,4,0.4,16,1.6,2,0.2,-1,-0.1,166,16.6,88.8,133,13.3,0,0,0,0
Eugene Lim,5,0,0.0,0,0.0,2,0.4,-1,-0.2,11,2.2,84.6,23,4.6,0,0,0,0
Daniel Donovan,8,7,0.88,33,4.13,6,0.75,-2,-0.25,404,50.5,89.6,225,28.13,0,0,0,0
Brandon Thomas,12,5,0.42,3,0.25,11,0.92,-3,-0.25,57,4.75,76.0,194,16.17,0,0,0,0
Grant Maynard,3,2,0.67,0,0.0,0,0.0,-1,-0.33,14,4.67,87.5,44,14.67,0,0,0,0
Dutch Kirkman,11,3,0.27,11,1.0,11,1.0,-4,-0.36,310,28.18,93.1,257,23.36,0,0,0,0
Andrew Tang,9,0,0.0,5,0.56,4,0.44,-5,-0.56,75,8.33,86.2,109,12.11,0,0,0,0
John Abela,6,0,0.0,1,0.17,1,0.17,-4,-0.67,31,5.17,83.8,34,5.67,0,0,0,0
Bobby Moyer,5,1,0.2,3,0.6,4,0.8,-4,-0.8,130,26.0,91.5,138,27.6,0,0,0,0
Patrick Krantz,10,4,0.4,7,0.7,3,0.3,-12,-1.2,117,11.7,84.2,186,18.6,0,0,0,0
Danny Young,10,2,0.2,16,1.6,6,0.6,-16,-1.6,264,26.4,86.8,197,19.7,0,0,0,0
