Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Greg Martin,6,20,3.33,3,0.5,4,0.67,25,4.17,33,5.5,94.3,107,17.83,0,0,0,0
Billy Sickles,7,14,2.0,17,2.43,9,1.29,29,4.14,144,20.57,94.7,143,20.43,0,0,0,0
Sean Mott,12,12,1.0,52,4.33,12,1.0,43,3.58,292,24.33,91.0,290,24.17,0,0,0,0
Himalaya Mehta,11,41,3.73,5,0.45,9,0.82,39,3.55,151,13.73,93.2,203,18.45,0,0,0,0
Mike Arcata,12,19,1.58,26,2.17,6,0.5,32,2.67,141,11.75,89.2,240,20.0,0,0,0,0
Matthew Ballman,6,7,1.17,1,0.17,3,0.5,11,1.83,9,1.5,100.0,72,12.0,0,0,0,0
Zac Sands,9,18,2.0,2,0.22,5,0.56,16,1.78,61,6.78,89.7,130,14.44,0,0,0,0
Eric Nardelli,11,10,0.91,9,0.82,11,1.0,18,1.64,67,6.09,88.2,218,19.82,0,0,0,0
Brice Dunn,8,2,0.25,4,0.5,8,1.0,11,1.38,31,3.88,93.9,144,18.0,0,0,0,0
Peter Burt,8,6,0.75,3,0.38,5,0.63,10,1.25,27,3.38,87.1,101,12.63,0,0,0,0
Marc Sands,9,13,1.44,4,0.44,6,0.67,11,1.22,86,9.56,92.5,179,19.89,0,0,0,0
Colin Masino,5,3,0.6,0,0.0,4,0.8,6,1.2,7,1.4,100.0,58,11.6,0,0,0,0
Trey Katzenbach,1,1,1.0,0,0.0,0,0.0,1,1.0,15,15.0,100.0,9,9.0,0,0,0,0
Ryan Weaver,7,7,1.0,17,2.43,1,0.14,6,0.86,186,26.57,91.2,134,19.14,0,0,0,0
Allan Michel,7,4,0.57,1,0.14,3,0.43,6,0.86,12,1.71,85.7,77,11.0,0,0,0,0
Ethan Fortin,9,4,0.44,19,2.11,3,0.33,7,0.78,408,45.33,95.6,189,21.0,0,0,0,0
Dustin Damiano,9,7,0.78,11,1.22,3,0.33,6,0.67,289,32.11,95.1,171,19.0,0,0,0,0
Connor Boyle,3,1,0.33,8,2.67,1,0.33,2,0.67,92,30.67,92.0,62,20.67,0,0,0,0
James Pollard,8,3,0.38,4,0.5,6,0.75,5,0.63,17,2.13,81.0,111,13.88,0,0,0,0
Matt Esser,5,4,0.8,3,0.6,1,0.2,3,0.6,28,5.6,90.3,77,15.4,0,0,0,0
Mike Campanella,5,1,0.2,1,0.2,2,0.4,3,0.6,8,1.6,88.9,74,14.8,0,0,0,0
Evan Karson,6,2,0.33,4,0.67,4,0.67,3,0.5,60,10.0,89.6,71,11.83,0,0,0,0
Eric Witmer,4,0,0.0,0,0.0,2,0.5,2,0.5,5,1.25,100.0,37,9.25,0,0,0,0
Greg Mohler,7,4,0.57,6,0.86,1,0.14,3,0.43,77,11.0,91.7,94,13.43,0,0,0,0
Francisco Gomez,6,0,0.0,1,0.17,3,0.5,2,0.33,7,1.17,87.5,69,11.5,0,0,0,0
David Baer,3,0,0.0,2,0.67,1,0.33,1,0.33,30,10.0,93.8,44,14.67,0,0,0,0
Paul Owens,6,3,0.5,1,0.17,3,0.5,2,0.33,17,2.83,77.3,79,13.17,0,0,0,0
Nick Patel,8,6,0.75,1,0.13,1,0.13,0,0.0,72,9.0,91.1,135,16.88,0,0,0,0
Dylan Smith,3,0,0.0,0,0.0,1,0.33,0,0.0,11,3.67,91.7,31,10.33,0,0,0,0
Brandon Pastor,4,2,0.5,0,0.0,0,0.0,0,0.0,10,2.5,83.3,22,5.5,0,0,0,0
Stuart Hean,5,2,0.4,5,1.0,0,0.0,-1,-0.2,47,9.4,88.7,54,10.8,0,0,0,0
Austin Lillis,9,4,0.44,0,0.0,2,0.22,-2,-0.22,51,5.67,87.9,116,12.89,0,0,0,0
Scott Xu,4,0,0.0,7,1.75,1,0.25,-2,-0.5,40,10.0,81.6,71,17.75,0,0,0,0
Patrick Diviney,2,0,0.0,0,0.0,0,0.0,-1,-0.5,0,0.0,0.0,13,6.5,0,0,0,0
Jordan Ciccarone,4,0,0.0,1,0.25,0,0.0,-3,-0.75,28,7.0,90.3,47,11.75,0,0,0,0
Shashank Alladi,4,0,0.0,3,0.75,1,0.25,-3,-0.75,32,8.0,84.2,67,16.75,0,0,0,0
Ethan Peck,3,3,1.0,1,0.33,3,1.0,-7,-2.33,34,11.33,75.6,54,18.0,0,0,0,0
