Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Cameron Brock,15,84,5.6,12,0.8,6,0.4,75,5.0,155,10.33,90.6,340,22.67,0,0,0,0
Keenan Plew,13,38,2.92,39,3.0,5,0.38,63,4.85,308,23.69,95.4,303,23.31,0,0,0,0
Travis Carpenter,14,21,1.5,36,2.57,27,1.93,61,4.36,198,14.14,92.1,374,26.71,0,0,0,0
Joey Cari,15,41,2.73,29,1.93,7,0.47,46,3.07,371,24.73,94.4,338,22.53,0,0,0,0
Rick Gross,15,24,1.6,2,0.13,25,1.67,42,2.8,50,3.33,92.6,240,16.0,0,0,0,0
David Valentine-Elam,9,12,1.33,25,2.78,4,0.44,25,2.78,115,12.78,90.6,193,21.44,0,0,0,0
Levi Jacobs,3,4,1.33,1,0.33,5,1.67,8,2.67,7,2.33,77.8,40,13.33,0,0,0,0
Andy Cava,15,13,0.87,54,3.6,5,0.33,33,2.2,686,45.73,95.1,354,23.6,0,0,0,0
Chris Elworth,5,3,0.6,3,0.6,5,1.0,10,2.0,19,3.8,100.0,77,15.4,0,0,0,0
Nick Hutton,13,6,0.46,8,0.62,17,1.31,22,1.69,33,2.54,80.5,189,14.54,0,0,0,0
Peter Carleton,14,11,0.79,16,1.14,9,0.64,14,1.0,117,8.36,87.3,302,21.57,0,0,0,0
Luke Broderick,13,5,0.38,12,0.92,8,0.62,12,0.92,137,10.54,91.9,210,16.15,0,0,0,0
Daniel Butler,13,8,0.62,0,0.0,6,0.46,11,0.85,17,1.31,89.5,128,9.85,0,0,0,0
Nate Page,12,8,0.67,1,0.08,8,0.67,9,0.75,23,1.92,79.3,111,9.25,0,0,0,0
Jason Cheek,11,2,0.18,5,0.45,4,0.36,7,0.64,52,4.73,92.9,146,13.27,0,0,0,0
Eric Johnson,4,3,0.75,0,0.0,1,0.25,2,0.5,9,2.25,81.8,42,10.5,0,0,0,0
Spencer Loscar,14,7,0.5,4,0.29,9,0.64,6,0.43,56,4.0,90.3,190,13.57,0,0,0,0
Jason Yoder,10,1,0.1,11,1.1,4,0.4,4,0.4,108,10.8,90.0,146,14.6,0,0,0,0
Donovan Triplett,6,2,0.33,0,0.0,3,0.5,2,0.33,10,1.67,76.9,49,8.17,0,0,0,0
Dane Lockhart,6,2,0.33,3,0.5,0,0.0,1,0.17,31,5.17,100.0,68,11.33,0,0,0,0
Steven Naji,14,0,0.0,7,0.5,3,0.21,1,0.07,105,7.5,92.9,204,14.57,0,0,0,0
Zach Maynard,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,100.0,10,10.0,0,0,0,0
Ben Gerroll,8,3,0.38,4,0.5,2,0.25,0,0.0,42,5.25,84.0,78,9.75,0,0,0,0
Mike McClain,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1.0,0,0,0,0
Blake Vanderbush,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1.0,0,0,0,0
Steven Hightshue,14,2,0.14,5,0.36,6,0.43,-1,-0.07,95,6.79,88.0,156,11.14,0,0,0,0
Will Drumright,10,1,0.1,3,0.3,1,0.1,-2,-0.2,42,4.2,85.7,114,11.4,0,0,0,0
Kyle Cox,11,5,0.45,21,1.91,6,0.55,-4,-0.36,307,27.91,90.8,234,21.27,0,0,0,0
Alex Hutton,2,0,0.0,0,0.0,0,0.0,-1,-0.5,4,2.0,100.0,21,10.5,0,0,0,0
Brian Ventura,13,3,0.23,7,0.54,3,0.23,-13,-1.0,406,31.23,95.1,274,21.08,0,0,0,0
Jared Payne,1,0,0.0,0,0.0,0,0.0,-1,-1.0,13,13.0,92.9,11,11.0,0,0,0,0
