Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Ben Jagt,15,67,4.47,64,4.27,14,0.93,111,7.4,287,19.13,91.4,379,25.27,358,24,95,6
Conor Kline,15,52,3.47,12,0.8,3,0.2,60,4.0,79,5.27,95.2,234,15.6,177,12,16,1
Jack Williams,14,27,1.93,43,3.07,9,0.64,56,4.0,442,31.57,95.9,364,26.0,158,11,163,12
Grant Lindsley,12,27,2.25,42,3.5,3,0.25,47,3.92,330,27.5,93.8,289,24.08,398,33,391,33
Jeff Babbitt,15,35,2.33,5,0.33,22,1.47,58,3.87,110,7.33,97.3,314,20.93,122,8,27,2
Ben Katz,13,15,1.15,30,2.31,11,0.85,42,3.23,455,35.0,97.4,306,23.54,-29,-2,271,21
Matt Stevens,13,35,2.69,5,0.38,5,0.38,41,3.15,76,5.85,97.4,223,17.15,0,0,0,0
Harper Garvey,15,6,0.4,60,4.0,8,0.53,36,2.4,675,45.0,95.1,348,23.2,190,13,497,33
Jibran Mieser,11,9,0.82,10,0.91,6,0.55,18,1.64,115,10.45,94.3,192,17.45,-7,-1,17,2
Beau Kittredge,14,8,0.57,4,0.29,17,1.21,22,1.57,192,13.71,97.0,257,18.36,42,3,22,2
Ryan Drost,14,8,0.57,3,0.21,14,1.0,20,1.43,63,4.5,92.6,231,16.5,0,0,0,0
Mike Drost,14,13,0.93,7,0.5,10,0.71,18,1.29,59,4.21,85.5,245,17.5,82,6,11,1
Albert Alarcon,14,7,0.5,6,0.43,4,0.29,14,1.0,74,5.29,96.1,186,13.29,29,2,36,3
Josue Alorro,10,1,0.1,6,0.6,7,0.7,9,0.9,80,8.0,94.1,165,16.5,-7,-1,-11,-1
Marques Brownlee,11,4,0.36,8,0.73,1,0.09,9,0.82,31,2.82,88.6,156,14.18,-5,0,36,3
Ryan Saffa,3,0,0.0,0,0.0,2,0.67,2,0.67,5,1.67,100.0,27,9.0,0,0,0,0
Matt LeMar,15,6,0.4,10,0.67,5,0.33,10,0.67,133,8.87,92.4,232,15.47,26,2,5,0
Matt Weintraub,11,3,0.27,4,0.36,2,0.18,7,0.64,68,6.18,97.1,112,10.18,0,0,8,1
Ryan Brown,11,3,0.27,1,0.09,3,0.27,7,0.64,13,1.18,100.0,111,10.09,0,0,0,0
Noriaki To,2,0,0.0,1,0.5,0,0.0,1,0.5,4,2.0,100.0,13,6.5,0,0,0,0
Tristan Yarter,8,1,0.13,3,0.38,3,0.38,4,0.5,24,3.0,88.9,74,9.25,17,2,-11,-1
Sam Feder,10,1,0.1,3,0.3,1,0.1,3,0.3,26,2.6,96.3,70,7.0,15,2,20,2
TJ Stanton,7,2,0.29,1,0.14,0,0.0,1,0.14,8,1.14,88.9,63,9.0,0,0,0,0
Ryan Holmes,7,2,0.29,0,0.0,0,0.0,1,0.14,8,1.14,88.9,58,8.29,21,3,-9,-1
Kyle Dew,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,100.0,9,9.0,0,0,0,0
Matt Auletta,11,0,0.0,4,0.36,0,0.0,-1,-0.09,34,3.09,89.5,110,10.0,0,0,0,0
Joe Ouellette,2,0,0.0,0,0.0,0,0.0,-1,-0.5,3,1.5,75.0,19,9.5,0,0,0,0
Alexander Isik,6,1,0.17,0,0.0,0,0.0,-3,-0.5,31,5.17,91.2,58,9.67,0,0,0,0
Elliot Lee,5,1,0.2,2,0.4,0,0.0,-3,-0.6,121,24.2,95.3,69,13.8,0,0,0,0
Zach Grappone,1,0,0.0,0,0.0,0,0.0,-1,-1.0,0,0.0,0.0,4,4.0,0,0,0,0
