Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Noah Robinson,3,15,5.0,3,1.0,2,0.67,18,6.0,37,12.33,94.9,66,22.0,0,0,0,0
Chris Graber,3,11,3.67,3,1.0,0,0.0,12,4.0,20,6.67,90.9,55,18.33,0,0,0,0
Jimmy Towle,12,42,3.5,14,1.17,12,1.0,45,3.75,145,12.08,91.2,293,24.42,0,0,0,0
Myles Cooper,1,2,2.0,0,0.0,1,1.0,3,3.0,3,3.0,100.0,15,15.0,0,0,0,0
Mark Fedorenko,7,9,1.29,11,1.57,9,1.29,17,2.43,126,18.0,92.6,141,20.14,0,0,0,0
Sam VanDusen,10,15,1.5,51,5.1,13,1.3,24,2.4,331,33.1,86.0,274,27.4,0,0,0,0
Max Sheppard,14,31,2.21,64,4.57,11,0.79,31,2.21,440,31.43,86.1,365,26.07,0,0,0,0
Alex Thomas,9,13,1.44,3,0.33,12,1.33,19,2.11,57,6.33,91.9,159,17.67,0,0,0,0
Ethan Beardsley,13,23,1.77,4,0.31,8,0.62,26,2.0,78,6.0,95.1,269,20.69,0,0,0,0
Dillon Tranquillo,3,2,0.67,0,0.0,4,1.33,6,2.0,4,1.33,100.0,43,14.33,0,0,0,0
David Vatz,10,22,2.2,7,0.7,1,0.1,19,1.9,167,16.7,95.4,245,24.5,0,0,0,0
Owen Watt,10,23,2.3,20,2.0,4,0.4,17,1.7,108,10.8,81.2,227,22.7,0,0,0,0
Shayna Reppermund,2,3,1.5,0,0.0,0,0.0,3,1.5,1,0.5,100.0,32,16.0,0,0,0,0
Kenny Furdella,9,10,1.11,10,1.11,4,0.44,13,1.44,221,24.56,95.7,182,20.22,0,0,0,0
Scott Trimble,12,12,1.0,12,1.0,10,0.83,17,1.42,89,7.42,89.9,235,19.58,0,0,0,0
Jack Hefferon,6,5,0.83,0,0.0,4,0.67,7,1.17,5,0.83,83.3,68,11.33,0,0,0,0
Eddie Peters,5,1,0.2,8,1.6,5,1.0,5,1.0,73,14.6,91.3,86,17.2,0,0,0,0
Vince Tranquillo,3,1,0.33,0,0.0,2,0.67,3,1.0,2,0.67,100.0,13,4.33,0,0,0,0
Jon DeAmicis,11,3,0.27,1,0.09,14,1.27,10,0.91,26,2.36,83.9,193,17.55,0,0,0,0
Adnan Raslan,4,1,0.25,1,0.25,1,0.25,3,0.75,10,2.5,100.0,48,12.0,0,0,0,0
David Angeletti,10,8,0.8,1,0.1,2,0.2,7,0.7,14,1.4,93.3,125,12.5,0,0,0,0
Steve May,12,3,0.25,3,0.25,6,0.5,8,0.67,13,1.08,76.5,134,11.17,0,0,0,0
Justin Kinkead,5,1,0.2,1,0.2,1,0.2,2,0.4,5,1.0,100.0,47,9.4,0,0,0,0
Jordan Robarge,8,0,0.0,6,0.75,2,0.25,2,0.25,108,13.5,95.6,133,16.63,0,0,0,0
Anthony Kahn,11,3,0.27,5,0.45,5,0.45,1,0.09,33,3.0,76.7,175,15.91,0,0,0,0
Ryan Cicioni,13,2,0.15,0,0.0,4,0.31,1,0.08,22,1.69,88.0,137,10.54,0,0,0,0
Liam Rosen,4,0,0.0,1,0.25,1,0.25,0,0.0,12,3.0,92.3,46,11.5,0,0,0,0
Andrew Gardner,4,0,0.0,0,0.0,1,0.25,0,0.0,4,1.0,80.0,39,9.75,0,0,0,0
Mohamadou Diatta,2,2,1.0,0,0.0,0,0.0,0,0.0,4,2.0,66.7,18,9.0,0,0,0,0
Jonathan Mast,13,4,0.31,25,1.92,5,0.38,-1,-0.08,580,44.62,94.6,288,22.15,0,0,0,0
Felipe Delgado,10,1,0.1,5,0.5,2,0.2,-1,-0.1,44,4.4,86.3,133,13.3,0,0,0,0
John Buss,12,0,0.0,6,0.5,3,0.25,-2,-0.17,129,10.75,92.8,161,13.42,0,0,0,0
Pat Hammonds,7,4,0.57,4,0.57,1,0.14,-2,-0.29,89,12.71,89.0,109,15.57,0,0,0,0
Patrick McMullen,13,4,0.31,6,0.46,5,0.38,-7,-0.54,216,16.62,90.8,251,19.31,0,0,0,0
