Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Eric Hubbard,13,30,2.31,1,0.08,15,1.15,42,3.23,69,5.31,97.2,289,22.23,0,0,0,0
Monte Jones,10,24,2.4,1,0.1,8,0.8,27,2.7,57,5.7,93.4,182,18.2,0,0,0,0
Andy Barnhart,13,13,1.0,18,1.38,28,2.15,34,2.62,175,13.46,88.8,304,23.38,0,0,0,0
Aaron Del Real,9,20,2.22,18,2.0,4,0.44,23,2.56,103,11.44,89.6,213,23.67,0,0,0,0
Michael Weber,7,9,1.29,12,1.71,2,0.29,10,1.43,130,18.57,94.2,161,23.0,0,0,0,0
Tyler Bloodworth,1,1,1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,10,10.0,0,0,0,0
Bjarne Laursen,11,14,1.27,15,1.36,14,1.27,9,0.82,133,12.09,85.8,238,21.64,0,0,0,0
Logan Stagg,11,4,0.36,5,0.45,6,0.55,9,0.82,51,4.64,92.7,148,13.45,0,0,0,0
Marc Soldini,5,1,0.2,1,0.2,4,0.8,3,0.6,5,1.0,71.4,44,8.8,0,0,0,0
Ross Osborn,9,5,0.56,4,0.44,7,0.78,5,0.56,38,4.22,88.4,161,17.89,0,0,0,0
Zach Barnhart,12,9,0.75,6,0.5,8,0.67,5,0.42,199,16.58,93.0,235,19.58,0,0,0,0
Daniel Hunt,14,6,0.43,7,0.5,11,0.79,5,0.36,86,6.14,86.9,232,16.57,0,0,0,0
Mat Peltier,6,0,0.0,1,0.17,2,0.33,1,0.17,13,2.17,86.7,41,6.83,0,0,0,0
John Abela,7,5,0.71,5,0.71,4,0.57,1,0.14,67,9.57,84.8,119,17.0,0,0,0,0
David Danks,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,6.0,0,0,0,0
Jason Jaskiewicz,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,100.0,3,3.0,0,0,0,0
Andrew Lucarotti,12,5,0.42,19,1.58,7,0.58,0,0.0,282,23.5,91.0,255,21.25,0,0,0,0
Connor Lukas,11,12,1.09,7,0.64,6,0.55,0,0.0,137,12.45,89.0,200,18.18,0,0,0,0
Mike Mansfield,7,6,0.86,5,0.71,8,1.14,0,0.0,92,13.14,89.3,128,18.29,0,0,0,0
Patrick Krantz,13,8,0.62,10,0.77,7,0.54,-1,-0.08,158,12.15,86.8,220,16.92,0,0,0,0
Joseph Besser,12,6,0.5,19,1.58,4,0.33,-1,-0.08,273,22.75,92.2,208,17.33,0,0,0,0
Ben Murphy,14,10,0.71,13,0.93,6,0.43,-3,-0.21,181,12.93,86.2,220,15.71,0,0,0,0
Andrew Wadaga,2,0,0.0,0,0.0,0,0.0,-1,-0.5,2,1.0,66.7,11,5.5,0,0,0,0
Joe Sullivan,4,1,0.25,0,0.0,4,1.0,-2,-0.5,59,14.75,93.7,44,11.0,0,0,0,0
Dafeng Chen,12,2,0.17,2,0.17,4,0.33,-7,-0.58,49,4.08,80.3,138,11.5,0,0,0,0
Alex Bertoia,6,2,0.33,1,0.17,1,0.17,-4,-0.67,57,9.5,89.1,117,19.5,0,0,0,0
Alex Smith,11,1,0.09,3,0.27,0,0.0,-10,-0.91,115,10.45,89.1,127,11.55,0,0,0,0
David Hochhalter,1,3,3.0,6,6.0,1,1.0,-1,-1.0,40,40.0,78.4,31,31.0,0,0,0,0
Evan Hughes,12,7,0.58,17,1.42,1,0.08,-15,-1.25,223,18.58,86.8,249,20.75,0,0,0,0
Brendan Schwalm,14,5,0.36,5,0.36,5,0.36,-23,-1.64,222,15.86,87.1,209,14.93,0,0,0,0
Cole Osborn,7,2,0.29,9,1.29,5,0.71,-12,-1.71,85,12.14,75.9,137,19.57,0,0,0,0
