Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Reed Hendrickson,1,6,6.0,4,4.0,1,1.0,10,10.0,18,18.0,94.7,33,33.0,0,0,0,0
Mark Burton,10,30,3.0,81,8.1,5,0.5,70,7.0,471,47.1,91.6,309,30.9,0,0,0,0
Sam Cook,7,24,3.43,15,2.14,6,0.86,35,5.0,129,18.43,94.2,179,25.57,0,0,0,0
Brad Houser,9,30,3.33,30,3.33,8,0.89,43,4.78,270,30.0,93.1,272,30.22,0,0,0,0
Aldous Root,6,10,1.67,14,2.33,8,1.33,21,3.5,127,21.17,92.7,159,26.5,0,0,0,0
John Randolph,5,8,1.6,10,2.0,4,0.8,15,3.0,98,19.6,94.2,116,23.2,0,0,0,0
Cam Bailey,9,29,3.22,10,1.11,5,0.56,26,2.89,204,22.67,92.3,221,24.56,0,0,0,0
Ryan Segal,13,34,2.62,8,0.62,3,0.23,36,2.77,97,7.46,94.2,255,19.62,0,0,0,0
William Coffin,13,22,1.69,13,1.0,15,1.15,34,2.62,171,13.15,91.9,282,21.69,0,0,0,0
Nick Roberts,2,7,3.5,0,0.0,0,0.0,5,2.5,15,7.5,93.8,44,22.0,0,0,0,0
Shane Worthington,14,16,1.14,3,0.21,26,1.86,34,2.43,50,3.57,90.9,297,21.21,0,0,0,0
Nick Mahan,14,9,0.64,6,0.43,19,1.36,27,1.93,41,2.93,95.3,305,21.79,0,0,0,0
Adam Choi,5,4,0.8,7,1.4,1,0.2,9,1.8,31,6.2,93.9,92,18.4,0,0,0,0
John Quandt,9,6,0.67,3,0.33,8,0.89,16,1.78,20,2.22,100.0,125,13.89,0,0,0,0
Peter Geertz-Larson,11,19,1.73,2,0.18,6,0.55,19,1.73,43,3.91,87.8,165,15.0,0,0,0,0
William Anderst,6,2,0.33,1,0.17,8,1.33,10,1.67,15,2.5,93.8,102,17.0,0,0,0,0
Derek Mourad,3,0,0.0,1,0.33,3,1.0,4,1.33,34,11.33,100.0,79,26.33,0,0,0,0
Kodi Smart,12,23,1.92,39,3.25,4,0.33,15,1.25,503,41.92,91.8,331,27.58,0,0,0,0
Manuel Eckert,10,9,0.9,15,1.5,4,0.4,12,1.2,212,21.2,93.0,235,23.5,0,0,0,0
Alex Duffel,10,16,1.6,13,1.3,10,1.0,10,1.0,395,39.5,94.3,289,28.9,0,0,0,0
Dennis Casio,7,0,0.0,9,1.29,2,0.29,6,0.86,73,10.43,94.8,151,21.57,0,0,0,0
John Doherty,12,7,0.58,2,0.17,6,0.5,8,0.67,10,0.83,71.4,165,13.75,0,0,0,0
Cameron Baker,8,4,0.5,2,0.25,2,0.25,5,0.63,5,0.63,62.5,95,11.88,0,0,0,0
Henry Schneider,13,4,0.31,4,0.31,6,0.46,7,0.54,42,3.23,85.7,144,11.08,0,0,0,0
Marc Munoz,12,2,0.17,13,1.08,5,0.42,6,0.5,103,8.58,90.4,263,21.92,0,0,0,0
Charlie Eide,4,0,0.0,2,0.5,0,0.0,2,0.5,12,3.0,100.0,48,12.0,0,0,0,0
Hai Trang,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,100.0,17,17.0,0,0,0,0
Morgan Higgins,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3,3.0,0,0,0,0
Eddie Harmoush,14,6,0.43,13,0.93,5,0.36,0,0.0,170,12.14,88.5,264,18.86,0,0,0,0
Ben Miller,2,0,0.0,0,0.0,0,0.0,0,0.0,4,2.0,100.0,17,8.5,0,0,0,0
Xtehn Titcomb,11,1,0.09,8,0.73,6,0.55,-3,-0.27,86,7.82,82.7,188,17.09,0,0,0,0
Qxhna Titcomb,2,0,0.0,2,1.0,0,0.0,-1,-0.5,17,8.5,85.0,24,12.0,0,0,0,0
Stephanie Lim,4,3,0.75,0,0.0,0,0.0,-5,-1.25,76,19.0,92.7,80,20.0,0,0,0,0
