Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Joe Merrill,9,32,3.56,4,0.44,3,0.33,38,4.22,61,6.78,98.4,104,11.56,1458,162,81,9
AJ Merriman,10,14,1.4,17,1.7,18,1.8,41,4.1,60,6.0,89.6,180,18.0,1006,101,668,67
Joe Richards,10,31,3.1,11,1.1,4,0.4,40,4.0,46,4.6,92.0,141,14.1,1430,143,196,20
Jeff Wodatch,4,8,2.0,9,2.25,1,0.25,14,3.5,74,18.5,96.1,63,15.75,735,184,518,130
Zach Norrbom,9,17,1.89,17,1.89,3,0.33,28,3.11,316,35.11,98.1,111,12.33,1027,114,1608,179
Leo Pierson,1,1,1.0,1,1.0,1,1.0,3,3.0,6,6.0,100.0,17,17.0,71,71,15,15
Kenta Kawaguchi,2,1,0.5,2,1.0,3,1.5,6,3.0,13,6.5,100.0,22,11.0,111,56,32,16
Rhys Bergeron,9,6,0.67,7,0.78,13,1.44,24,2.67,58,6.44,96.7,141,15.67,594,66,329,37
Garrett Braun,10,9,0.9,23,2.3,2,0.2,26,2.6,258,25.8,98.5,138,13.8,1418,142,1180,118
Colum Bergeron,3,4,1.33,2,0.67,4,1.33,7,2.33,21,7.0,95.5,47,15.67,344,115,134,45
Ray Mendoza,1,1,1.0,0,0.0,2,2.0,2,2.0,3,3.0,75.0,13,13.0,100,100,3,3
Jonny Malks,10,12,1.2,24,2.4,2,0.2,20,2.0,485,48.5,96.6,143,14.3,980,98,2423,242
Rowan McDonnell,10,4,0.4,23,2.3,7,0.7,20,2.0,459,45.9,97.5,152,15.2,498,50,1813,181
Gus Norrbom,9,7,0.78,14,1.56,1,0.11,17,1.89,300,33.33,98.7,112,12.44,596,66,1322,147
Kevin Healey,5,13,2.6,0,0.0,1,0.2,9,1.8,27,5.4,90.0,63,12.6,582,116,101,20
Jacques Nissen,9,8,0.89,15,1.67,2,0.22,16,1.78,245,27.22,96.8,125,13.89,1567,174,1127,125
Kevin Versteeg,4,3,0.75,0,0.0,4,1.0,7,1.75,2,0.5,100.0,48,12.0,79,20,-10,-3
Luke Rehfuss,3,4,1.33,1,0.33,0,0.0,5,1.67,9,3.0,100.0,36,12.0,266,89,4,1
Steven Wartinbee,6,5,0.83,9,1.5,1,0.17,10,1.67,88,14.67,96.7,74,12.33,665,111,443,74
Jeremy Hess,8,4,0.5,8,1.0,4,0.5,13,1.63,41,5.13,93.2,146,18.25,383,48,354,44
Dane Warner,2,3,1.5,1,0.5,1,0.5,3,1.5,12,6.0,92.3,32,16.0,131,66,106,53
Ben Green,8,6,0.75,0,0.0,9,1.13,12,1.5,26,3.25,96.3,132,16.5,461,58,-33,-4
Kyle Vezina,2,2,1.0,0,0.0,1,0.5,3,1.5,0,0.0,0.0,19,9.5,46,23,0,0
Jasper Tom,7,3,0.43,2,0.29,6,0.86,9,1.29,67,9.57,98.5,100,14.29,230,33,456,65
Duncan Fitzgerald,8,8,1.0,2,0.25,4,0.5,9,1.13,81,10.13,95.3,126,15.75,284,36,551,69
Quinn Bergeron,8,4,0.5,0,0.0,10,1.25,9,1.13,35,4.38,89.7,112,14.0,378,47,122,15
Gabe Webster,2,1,0.5,1,0.5,1,0.5,2,1.0,6,3.0,85.7,15,7.5,83,42,63,32
Houston Parks,4,1,0.25,2,0.5,2,0.5,4,1.0,14,3.5,100.0,73,18.25,188,47,58,15
David Bloodgood,9,1,0.11,11,1.22,5,0.56,6,0.67,175,19.44,94.6,174,19.33,82,9,1160,129
David Shields,9,2,0.22,9,1.0,2,0.22,6,0.67,135,15.0,95.7,130,14.44,182,20,939,104
Justin Keller,2,1,0.5,0,0.0,1,0.5,1,0.5,25,12.5,96.2,32,16.0,65,33,79,40
Aaron Bartlett,2,1,0.5,0,0.0,0,0.0,1,0.5,6,3.0,100.0,16,8.0,58,29,-11,-6
Kris Harrison,6,0,0.0,2,0.33,3,0.5,2,0.33,63,10.5,98.4,96,16.0,30,5,298,50
Jeremy Knopf,1,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,100.0,7,7.0,-4,-4,3,3
