Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
AJ Nelson,14,49,3.5,23,1.64,16,1.14,69,4.93,243,17.36,94.2,275,19.64,0,0,0,0
Jonathan Helton,15,44,2.93,46,3.07,14,0.93,61,4.07,297,19.8,90.5,360,24.0,0,0,0,0
John Kolb,11,10,0.91,17,1.55,12,1.09,33,3.0,115,10.45,95.0,188,17.09,0,0,0,0
Walden Nelson,11,17,1.55,6,0.55,8,0.73,30,2.73,139,12.64,99.3,198,18.0,0,0,0,0
Kevin Kelly,13,23,1.77,23,1.77,14,1.08,34,2.62,138,10.62,87.3,258,19.85,0,0,0,0
George Hughes-Strange,4,7,1.75,4,1.0,9,2.25,10,2.5,45,11.25,84.9,75,18.75,0,0,0,0
Cullen Geppert,9,8,0.89,19,2.11,9,1.0,20,2.22,121,13.44,89.6,163,18.11,0,0,0,0
Greg Slover,10,17,1.7,14,1.4,6,0.6,22,2.2,103,10.3,89.6,170,17.0,0,0,0,0
Rob S,1,0,0.0,3,3.0,0,0.0,2,2.0,11,11.0,91.7,12,12.0,0,0,0,0
Brodie Smith,2,0,0.0,4,2.0,0,0.0,4,2.0,27,13.5,100.0,18,9.0,0,0,0,0
Geoff Serednesky,6,11,1.83,4,0.67,3,0.5,12,2.0,53,8.83,96.4,95,15.83,0,0,0,0
Andrew Sheehan,10,4,0.4,15,1.5,11,1.1,18,1.8,179,17.9,94.7,172,17.2,0,0,0,0
Chris Vandervoort,14,6,0.43,16,1.14,10,0.71,23,1.64,145,10.36,94.8,224,16.0,0,0,0,0
Ron Kubalanza,13,13,1.0,18,1.38,3,0.23,21,1.62,288,22.15,96.0,224,17.23,0,0,0,0
Taylor Kraemer,5,6,1.2,4,0.8,3,0.6,8,1.6,51,10.2,94.4,72,14.4,0,0,0,0
Casey Degnan,12,13,1.08,4,0.33,8,0.67,19,1.58,28,2.33,84.8,145,12.08,0,0,0,0
Neal Phelps,8,6,0.75,7,0.88,7,0.88,11,1.38,71,8.88,93.4,139,17.38,0,0,0,0
Gary LeDonne,11,10,0.91,6,0.55,4,0.36,15,1.36,48,4.36,94.1,125,11.36,0,0,0,0
Von Alanguilan,14,9,0.64,4,0.29,10,0.71,18,1.29,51,3.64,98.1,173,12.36,0,0,0,0
Stephane Mance,6,9,1.5,6,1.0,3,0.5,7,1.17,63,10.5,90.0,74,12.33,0,0,0,0
Alex Drlica-Wagner,13,9,0.69,3,0.23,7,0.54,15,1.15,51,3.92,92.7,159,12.23,0,0,0,0
Brett Kolinek,9,9,1.0,12,1.33,2,0.22,8,0.89,210,23.33,94.2,167,18.56,0,0,0,0
Xtehn Titcomb,7,6,0.86,7,1.0,6,0.86,6,0.86,70,10.0,84.3,115,16.43,0,0,0,0
Dan Williams,13,5,0.38,17,1.31,8,0.62,10,0.77,242,18.62,92.7,229,17.62,0,0,0,0
James Roush,8,4,0.5,1,0.13,1,0.13,4,0.5,10,1.25,90.9,79,9.88,0,0,0,0
Dane Olsen,8,5,0.63,10,1.25,3,0.38,2,0.25,139,17.38,90.3,128,16.0,0,0,0,0
Ben Rehmann,5,2,0.4,3,0.6,3,0.6,1,0.2,43,8.6,91.5,78,15.6,0,0,0,0
Michael Egan,11,4,0.36,1,0.09,4,0.36,1,0.09,21,1.91,80.8,131,11.91,0,0,0,0
Rob Greenberg,7,3,0.43,2,0.29,3,0.43,0,0.0,23,3.29,76.7,71,10.14,0,0,0,0
Tim Fergus,1,0,0.0,0,0.0,0,0.0,0,0.0,10,10.0,100.0,10,10.0,0,0,0,0
Andy Nielsen,6,1,0.17,2,0.33,1,0.17,0,0.0,46,7.67,93.9,69,11.5,0,0,0,0
Bob Liu,15,4,0.27,13,0.87,5,0.33,-11,-0.73,580,38.67,95.2,301,20.07,0,0,0,0
