Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Jeremy Langdon,11,60,5.45,34,3.09,4,0.36,73,6.64,250,22.73,92.6,308,28.0,0,0,0,0
Jordan Huston,14,80,5.71,11,0.79,3,0.21,79,5.64,179,12.79,94.2,340,24.29,0,0,0,0
Mischa Freystaetter,12,38,3.17,20,1.67,18,1.5,59,4.92,160,13.33,94.1,313,26.08,0,0,0,0
Chris LaRocque,13,12,0.92,47,3.62,4,0.31,49,3.77,316,24.31,96.3,333,25.62,0,0,0,0
Cole Sullivan,10,21,2.1,43,4.3,6,0.6,37,3.7,466,46.6,94.5,238,23.8,0,0,0,0
Andrew Roney,12,12,1.0,52,4.33,11,0.92,37,3.08,436,36.33,92.8,315,26.25,0,0,0,0
Bobby Ley,15,19,1.27,57,3.8,13,0.87,38,2.53,775,51.67,94.1,389,25.93,0,0,0,0
Michael Fairley,8,15,1.88,5,0.63,6,0.75,20,2.5,102,12.75,94.4,160,20.0,0,0,0,0
Travis Catron,13,17,1.31,15,1.15,7,0.54,28,2.15,253,19.46,97.3,343,26.38,0,0,0,0
Bradley Seuntjens,14,9,0.64,3,0.21,15,1.07,25,1.79,87,6.21,98.9,294,21.0,0,0,0,0
Tyler Kunsa,11,12,1.09,22,2.0,4,0.36,18,1.64,395,35.91,95.4,269,24.45,0,0,0,0
Jakeem Polk,15,25,1.67,6,0.4,6,0.4,22,1.47,65,4.33,86.7,323,21.53,0,0,0,0
Chris Gibson,11,9,0.82,10,0.91,0,0.0,16,1.45,95,8.64,96.9,211,19.18,0,0,0,0
Andrew McKelvey,12,13,1.08,7,0.58,5,0.42,16,1.33,70,5.83,92.1,213,17.75,0,0,0,0
Alton Gaines,4,0,0.0,2,0.5,5,1.25,3,0.75,17,4.25,89.5,55,13.75,0,0,0,0
James Koerner,12,5,0.42,2,0.17,4,0.33,9,0.75,26,2.17,100.0,175,14.58,0,0,0,0
Ryan Chard,15,5,0.33,2,0.13,8,0.53,10,0.67,31,2.07,88.6,181,12.07,0,0,0,0
Tanner Repasky,5,2,0.4,1,0.2,1,0.2,3,0.6,30,6.0,100.0,83,16.6,0,0,0,0
Michael Hickson,7,1,0.14,2,0.29,5,0.71,4,0.57,37,5.29,90.2,74,10.57,0,0,0,0
Brandon Perales,14,1,0.07,11,0.79,4,0.29,8,0.57,112,8.0,94.1,184,13.14,0,0,0,0
Dustin Travaglini,14,3,0.21,3,0.21,8,0.57,6,0.43,93,6.64,92.1,235,16.79,0,0,0,0
Adam Russell,5,1,0.2,1,0.2,0,0.0,2,0.4,19,3.8,100.0,44,8.8,0,0,0,0
Andrew Carleton,15,3,0.2,2,0.13,2,0.13,5,0.33,105,7.0,98.1,159,10.6,0,0,0,0
Mark Schimmel,4,0,0.0,0,0.0,1,0.25,1,0.25,10,2.5,100.0,29,7.25,0,0,0,0
Alex Bullock,14,1,0.07,4,0.29,3,0.21,3,0.21,74,5.29,93.7,130,9.29,0,0,0,0
CJ Clarke,6,0,0.0,0,0.0,1,0.17,0,0.0,3,0.5,100.0,21,3.5,0,0,0,0
Michael Fioramonti,7,1,0.14,0,0.0,3,0.43,0,0.0,17,2.43,94.4,60,8.57,0,0,0,0
Bobby Patterson,1,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,100.0,11,11.0,0,0,0,0
Stephen Poulos,1,0,0.0,2,2.0,0,0.0,0,0.0,10,10.0,83.3,12,12.0,0,0,0,0
Bryan Conklin,5,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,4.2,0,0,0,0
Ryan Saffa,2,0,0.0,0,0.0,0,0.0,0,0.0,4,2.0,100.0,10,5.0,0,0,0,0
Josh McKisic,3,0,0.0,0,0.0,0,0.0,-2,-0.67,9,3.0,90.0,19,6.33,0,0,0,0
Stephen Ierardi,2,0,0.0,0,0.0,0,0.0,-2,-1.0,2,1.0,66.7,16,8.0,0,0,0,0
