Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Justin Norden,11,16,1.45,62,5.64,7,0.64,53,4.82,630,57.27,95.5,293,26.64,0,0,0,0
Jackson Stearns,14,61,4.36,23,1.64,10,0.71,65,4.64,232,16.57,89.9,352,25.14,0,0,0,0
Shane Earley,12,46,3.83,12,1.0,2,0.17,54,4.5,100,8.33,95.2,265,22.08,0,0,0,0
Brandon Fein,15,23,1.53,7,0.47,26,1.73,51,3.4,119,7.93,97.5,342,22.8,0,0,0,0
Andrew Berry,10,21,2.1,23,2.3,2,0.2,32,3.2,117,11.7,90.0,182,18.2,0,0,0,0
Evan Brydon,15,44,2.93,16,1.07,6,0.4,45,3.0,205,13.67,92.3,317,21.13,0,0,0,0
Evan Boucher,7,11,1.57,15,2.14,0,0.0,21,3.0,142,20.29,97.9,137,19.57,0,0,0,0
Chuck Cao,12,6,0.5,46,3.83,4,0.33,34,2.83,607,50.58,97.1,309,25.75,0,0,0,0
Matthew Crawford,13,23,1.77,15,1.15,14,1.08,35,2.69,205,15.77,92.8,287,22.08,0,0,0,0
Steven Chang,12,18,1.5,30,2.5,4,0.33,29,2.42,513,42.75,96.2,332,27.67,0,0,0,0
Kelly Van Arsdale,7,10,1.43,8,1.14,6,0.86,16,2.29,72,10.29,92.3,141,20.14,0,0,0,0
Andrew Moore,11,12,1.09,8,0.73,11,1.0,25,2.27,48,4.36,92.3,191,17.36,0,0,0,0
Jacob Serano,1,1,1.0,1,1.0,1,1.0,2,2.0,5,5.0,83.3,15,15.0,0,0,0,0
Ethan Falat,13,6,0.46,14,1.08,20,1.54,26,2.0,136,10.46,91.3,256,19.69,0,0,0,0
Sonny Zaccaro,13,12,0.92,22,1.69,6,0.46,18,1.38,449,34.54,95.5,317,24.38,0,0,0,0
Drew Kim,10,6,0.6,14,1.4,1,0.1,13,1.3,135,13.5,94.4,168,16.8,0,0,0,0
Alec Surmani,7,7,1.0,6,0.86,4,0.57,9,1.29,61,8.71,88.4,130,18.57,0,0,0,0
Tommy Adams,13,8,0.62,5,0.38,9,0.69,16,1.23,48,3.69,94.1,197,15.15,0,0,0,0
Matt Jaffe,10,9,0.9,7,0.7,4,0.4,11,1.1,106,10.6,93.0,210,21.0,0,0,0,0
Jake Tozer,1,1,1.0,0,0.0,1,1.0,1,1.0,2,2.0,66.7,10,10.0,0,0,0,0
Nick Murphy,3,2,0.67,1,0.33,0,0.0,3,1.0,15,5.0,100.0,43,14.33,0,0,0,0
Sam Adamson,8,6,0.75,3,0.38,2,0.25,8,1.0,26,3.25,96.3,116,14.5,0,0,0,0
Jeremy Kharrazi,9,3,0.33,5,0.56,2,0.22,6,0.67,49,5.44,94.2,133,14.78,0,0,0,0
Mike Dirda,11,8,0.73,1,0.09,4,0.36,7,0.64,19,1.73,82.6,145,13.18,0,0,0,0
Ian Meyer,10,3,0.3,5,0.5,5,0.5,5,0.5,62,6.2,88.6,154,15.4,0,0,0,0
Andy Smith,7,2,0.29,3,0.43,1,0.14,3,0.43,82,11.71,97.6,109,15.57,0,0,0,0
David Abram,9,4,0.44,2,0.22,2,0.22,2,0.22,79,8.78,92.9,157,17.44,0,0,0,0
Nicholas Alexander,5,1,0.2,3,0.6,3,0.6,1,0.2,46,9.2,88.5,89,17.8,0,0,0,0
James Yeager,12,0,0.0,8,0.67,2,0.17,1,0.08,134,11.17,93.7,174,14.5,0,0,0,0
Sergio Perdomo,4,0,0.0,1,0.25,3,0.75,-1,-0.25,36,9.0,87.8,61,15.25,0,0,0,0
Ian Sweeney,6,0,0.0,2,0.33,5,0.83,-2,-0.33,29,4.83,80.6,95,15.83,0,0,0,0
Jon Greenberg,2,0,0.0,1,0.5,0,0.0,-1,-0.5,27,13.5,93.1,34,17.0,0,0,0,0
Chris Cogswell,4,0,0.0,1,0.25,0,0.0,-3,-0.75,11,2.75,78.6,62,15.5,0,0,0,0
