Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Peter Graffy,15,44,2.93,43,2.87,13,0.87,80,5.33,312,20.8,94.3,345,23.0,0,0,0,0
Sterling Knoche,14,27,1.93,8,0.57,29,2.07,56,4.0,56,4.0,91.8,300,21.43,0,0,0,0
Tarik Akyuz,8,22,2.75,6,0.75,5,0.63,29,3.63,98,12.25,97.0,120,15.0,0,0,0,0
Pat Shriwise,14,18,1.29,44,3.14,5,0.36,49,3.5,422,30.14,96.3,233,16.64,0,0,0,0
Colin Camp,16,39,2.44,33,2.06,5,0.31,55,3.44,266,16.63,95.0,259,16.19,0,0,0,0
Kevin Pettit-Scantling,17,21,1.24,24,1.41,25,1.47,55,3.24,151,8.88,92.6,338,19.88,0,0,0,0
Nate Bosscher,10,4,0.4,24,2.4,9,0.9,30,3.0,115,11.5,95.0,182,18.2,0,0,0,0
Scott Richgels,9,12,1.33,12,1.33,6,0.67,25,2.78,110,12.22,97.3,150,16.67,0,0,0,0
Joshua Wilson,8,6,0.75,15,1.88,7,0.88,22,2.75,85,10.63,93.4,141,17.63,0,0,0,0
Dave Wiseman,14,22,1.57,25,1.79,7,0.5,36,2.57,156,11.14,92.3,235,16.79,0,0,0,0
Avery Johnson,9,19,2.11,12,1.33,0,0.0,22,2.44,81,9.0,94.2,119,13.22,0,0,0,0
David Meinecke,5,7,1.4,5,1.0,5,1.0,12,2.4,26,5.2,83.9,75,15.0,0,0,0,0
Seth Meyer,9,10,1.11,1,0.11,10,1.11,21,2.33,34,3.78,100.0,123,13.67,0,0,0,0
Chase Marty,14,15,1.07,5,0.36,13,0.93,30,2.14,38,2.71,97.4,212,15.14,0,0,0,0
Andrew Meshnick,15,15,1.0,11,0.73,23,1.53,32,2.13,125,8.33,88.7,350,23.33,0,0,0,0
Kevin Brown,10,18,1.8,23,2.3,1,0.1,21,2.1,234,23.4,92.1,157,15.7,0,0,0,0
Chris Wilen,8,10,1.25,4,0.5,8,1.0,16,2.0,56,7.0,94.9,122,15.25,0,0,0,0
Elliot Mawby,3,1,0.33,1,0.33,4,1.33,6,2.0,3,1.0,100.0,41,13.67,0,0,0,0
Ryan Tucker,7,6,0.86,6,0.86,5,0.71,13,1.86,32,4.57,94.1,96,13.71,0,0,0,0
Matt Weber,7,6,0.86,3,0.43,4,0.57,12,1.71,22,3.14,100.0,117,16.71,0,0,0,0
Victor Luo,12,8,0.67,19,1.58,7,0.58,20,1.67,230,19.17,94.7,177,14.75,0,0,0,0
Anson Reppermund,8,6,0.75,3,0.38,6,0.75,13,1.63,27,3.38,96.4,117,14.63,0,0,0,0
Ben Nelson,15,17,1.13,20,1.33,0,0.0,24,1.6,438,29.2,97.3,237,15.8,0,0,0,0
Marquis Mason,4,6,1.5,1,0.25,0,0.0,6,1.5,4,1.0,100.0,42,10.5,0,0,0,0
Logan Pruess,13,6,0.46,20,1.54,13,1.0,19,1.46,249,19.15,93.3,302,23.23,0,0,0,0
Tom Annen,9,13,1.44,10,1.11,1,0.11,13,1.44,196,21.78,95.1,129,14.33,0,0,0,0
Thomas Coolidge,13,7,0.54,12,0.92,9,0.69,17,1.31,143,11.0,96.6,207,15.92,0,0,0,0
Jack Kelly,7,7,1.0,2,0.29,3,0.43,9,1.29,29,4.14,96.7,108,15.43,0,0,0,0
Adam Drews,8,5,0.63,7,0.88,4,0.5,8,1.0,167,20.88,95.4,137,17.13,0,0,0,0
Glenn Poole,3,0,0.0,3,1.0,2,0.67,3,1.0,16,5.33,88.9,41,13.67,0,0,0,0
Sef van Kan,1,0,0.0,1,1.0,0,0.0,1,1.0,6,6.0,100.0,11,11.0,0,0,0,0
Robyn Wiseman,3,1,0.33,3,1.0,0,0.0,3,1.0,54,18.0,98.2,47,15.67,0,0,0,0
Benjy Keren,2,0,0.0,4,2.0,0,0.0,2,1.0,47,23.5,97.9,28,14.0,0,0,0,0
Jacob Spiro,1,0,0.0,0,0.0,1,1.0,1,1.0,2,2.0,100.0,9,9.0,0,0,0,0
Kyle Weigand,11,11,1.0,4,0.36,5,0.45,10,0.91,53,4.82,86.9,158,14.36,0,0,0,0
Colin Grandon,7,4,0.57,1,0.14,3,0.43,3,0.43,22,3.14,88.0,95,13.57,0,0,0,0
Andrew Brown,11,6,0.55,4,0.36,0,0.0,1,0.09,275,25.0,97.2,156,14.18,0,0,0,0
