Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Lior Givol,7,21,3.0,24,3.43,4,0.57,40,5.71,155,22.14,95.1,193,27.57,0,0,0,0
Keenan Laurence,11,21,1.91,19,1.73,9,0.82,45,4.09,92,8.36,97.9,242,22.0,0,0,0,0
Mike Becich,6,18,3.0,2,0.33,4,0.67,20,3.33,18,3.0,85.7,122,20.33,0,0,0,0
Ethan Falat,7,13,1.86,14,2.0,4,0.57,22,3.14,109,15.57,94.0,146,20.86,0,0,0,0
Shane Earley,6,18,3.0,6,1.0,0,0.0,18,3.0,52,8.67,89.7,113,18.83,0,0,0,0
Jacob Greenberg,5,10,2.0,1,0.2,6,1.2,14,2.8,29,5.8,93.5,91,18.2,0,0,0,0
Munis Thahir,10,20,2.0,8,0.8,5,0.5,25,2.5,93,9.3,96.9,242,24.2,0,0,0,0
Matthew Crawford,8,10,1.25,13,1.63,2,0.25,18,2.25,132,16.5,95.0,170,21.25,0,0,0,0
Jackson Stearns,11,22,2.0,25,2.27,2,0.18,24,2.18,141,12.82,88.1,322,29.27,0,0,0,0
Marcelo Sanchez,10,17,1.7,17,1.7,7,0.7,21,2.1,187,18.7,92.6,260,26.0,0,0,0,0
Nick Murphy,2,2,1.0,1,0.5,1,0.5,4,2.0,7,3.5,100.0,16,8.0,0,0,0,0
Justin Norden,11,8,0.73,40,3.64,3,0.27,21,1.91,377,34.27,93.1,262,23.82,0,0,0,0
Brandon Fein,10,11,1.1,6,0.6,7,0.7,19,1.9,55,5.5,91.7,209,20.9,0,0,0,0
Steven Chang,8,6,0.75,13,1.63,3,0.38,14,1.75,329,41.13,97.6,197,24.63,0,0,0,0
Nicholas Hirning,7,3,0.43,6,0.86,5,0.71,11,1.57,32,4.57,91.4,98,14.0,0,0,0,0
Robert Yeagle,2,1,0.5,2,1.0,1,0.5,3,1.5,11,5.5,91.7,24,12.0,0,0,0,0
Alexander Morris,7,5,0.71,2,0.29,3,0.43,10,1.43,27,3.86,100.0,100,14.29,0,0,0,0
Antoine Davis,11,20,1.82,22,2.0,6,0.55,15,1.36,215,19.55,89.2,302,27.45,0,0,0,0
Mark Philipson,9,6,0.67,6,0.67,5,0.56,12,1.33,269,29.89,99.3,198,22.0,0,0,0,0
Kevin Tien,7,5,0.71,1,0.14,5,0.71,9,1.29,21,3.0,91.3,121,17.29,0,0,0,0
Wyatt Berreman,1,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0.0,8,8.0,0,0,0,0
Brandon Canonizado,4,3,0.75,1,0.25,1,0.25,4,1.0,3,0.75,100.0,57,14.25,0,0,0,0
Joe Thompson,6,4,0.67,2,0.33,1,0.17,5,0.83,16,2.67,88.9,62,10.33,0,0,0,0
Chuck Cao,7,4,0.57,15,2.14,2,0.29,5,0.71,264,37.71,94.6,171,24.43,0,0,0,0
Phil Chang,5,0,0.0,2,0.4,1,0.2,3,0.6,16,3.2,100.0,48,9.6,0,0,0,0
Brian Roach,8,1,0.13,4,0.5,2,0.25,4,0.5,22,2.75,88.0,91,11.38,0,0,0,0
Glenn Wysen,6,3,0.5,2,0.33,1,0.17,3,0.5,116,19.33,97.5,102,17.0,0,0,0,0
Alex Pan,4,3,0.75,0,0.0,2,0.5,2,0.5,29,7.25,90.6,58,14.5,0,0,0,0
Gabe Taylor,12,3,0.25,3,0.25,2,0.17,4,0.33,43,3.58,91.5,138,11.5,0,0,0,0
Zach Ormsby,4,1,0.25,0,0.0,0,0.0,1,0.25,7,1.75,100.0,46,11.5,0,0,0,0
Ben Levinsky,6,1,0.17,1,0.17,1,0.17,0,0.0,23,3.83,92.0,92,15.33,0,0,0,0
Aaron Shi,5,1,0.2,2,0.4,2,0.4,-2,-0.4,62,12.4,91.2,73,14.6,0,0,0,0
Mark Lin,2,0,0.0,1,0.5,0,0.0,-2,-1.0,20,10.0,90.9,35,17.5,0,0,0,0
