Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Caleb Denecour,11,41,3.73,12,1.09,8,0.73,46,4.18,128,11.64,92.8,232,21.09,0,0,0,0
Andrew Walch,12,27,2.25,20,1.67,12,1.0,47,3.92,254,21.17,96.6,294,24.5,0,0,0,0
Ethan Pollack,12,38,3.17,21,1.75,10,0.83,45,3.75,199,16.58,92.1,288,24.0,0,0,0,0
Jerrod Wolfe,12,34,2.83,15,1.25,12,1.0,43,3.58,122,10.17,89.1,270,22.5,0,0,0,0
Mitchell Bennett,14,30,2.14,21,1.5,8,0.57,39,2.79,196,14.0,92.5,286,20.43,0,0,0,0
Jeff Loskorn,10,17,1.7,39,3.9,16,1.6,27,2.7,430,43.0,91.5,244,24.4,0,0,0,0
Ben Lewis,9,14,1.56,5,0.56,7,0.78,21,2.33,48,5.33,94.1,147,16.33,0,0,0,0
Joel Clutton,10,16,1.6,6,0.6,12,1.2,23,2.3,70,7.0,89.7,219,21.9,0,0,0,0
Lucky Mosola,14,12,0.86,6,0.43,18,1.29,32,2.29,46,3.29,93.9,207,14.79,0,0,0,0
Michael Matthis,14,17,1.21,15,1.07,21,1.5,30,2.14,136,9.71,88.9,311,22.21,0,0,0,0
Ryan Purcell,13,6,0.46,62,4.77,10,0.77,27,2.08,529,40.69,91.7,336,25.85,0,0,0,0
Doug Richardson,8,12,1.5,10,1.25,2,0.25,14,1.75,156,19.5,95.1,139,17.38,0,0,0,0
Rory Orloff,13,23,1.77,16,1.23,7,0.54,22,1.69,209,16.08,90.5,290,22.31,0,0,0,0
Michael Hays,7,9,1.29,4,0.57,5,0.71,11,1.57,42,6.0,87.5,112,16.0,0,0,0,0
Carson Wilder,9,8,0.89,1,0.11,6,0.67,13,1.44,26,2.89,96.3,121,13.44,0,0,0,0
Chase Cunningham,12,6,0.5,49,4.08,16,1.33,17,1.42,304,25.33,85.4,308,25.67,0,0,0,0
Logan Kinney,11,10,0.91,5,0.45,8,0.73,14,1.27,38,3.45,82.6,179,16.27,0,0,0,0
Ryan Bigley,5,1,0.2,9,1.8,5,1.0,5,1.0,88,17.6,91.7,89,17.8,0,0,0,0
Kevin Halprin,3,0,0.0,1,0.33,2,0.67,3,1.0,2,0.67,100.0,11,3.67,0,0,0,0
David Boyea,7,1,0.14,5,0.71,0,0.0,6,0.86,11,1.57,100.0,70,10.0,0,0,0,0
Nash Mock,6,1,0.17,1,0.17,4,0.67,5,0.83,6,1.0,85.7,70,11.67,0,0,0,0
Paul Starkel,12,4,0.33,13,1.08,5,0.42,10,0.83,182,15.17,94.3,224,18.67,0,0,0,0
Jason Holleran,11,5,0.45,2,0.18,4,0.36,7,0.64,51,4.64,94.4,145,13.18,0,0,0,0
Eric Hillis,7,7,1.0,3,0.43,3,0.43,4,0.57,74,10.57,91.4,112,16.0,0,0,0,0
Victor Bautista,7,4,0.57,0,0.0,1,0.14,4,0.57,7,1.0,87.5,87,12.43,0,0,0,0
Christopher Sackmann,9,4,0.44,0,0.0,2,0.22,4,0.44,16,1.78,94.1,143,15.89,0,0,0,0
Brett Gramann,3,0,0.0,2,0.67,1,0.33,1,0.33,49,16.33,96.1,52,17.33,0,0,0,0
Daniel Poindexter,8,3,0.38,5,0.63,3,0.38,0,0.0,97,12.13,90.7,125,15.63,0,0,0,0
Chris Brooks,12,6,0.5,9,0.75,6,0.5,0,0.0,209,17.42,91.7,269,22.42,0,0,0,0
