Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Greg Strouse,10,28,2.8,14,1.4,9,0.9,34,3.4,87,8.7,86.1,224,22.4,0,0,0,0
Ken Wells,12,37,3.08,14,1.17,4,0.33,31,2.58,104,8.67,83.9,289,24.08,0,0,0,0
Alex Kadesch,7,15,2.14,7,1.0,4,0.57,16,2.29,82,11.71,90.1,141,20.14,0,0,0,0
ZacSands,2,4,2.0,1,0.5,1,0.5,4,2.0,13,6.5,92.9,35,17.5,0,0,0,0
Ryan Flamberg,3,1,0.33,1,0.33,5,1.67,5,1.67,7,2.33,87.5,41,13.67,0,0,0,0
Brian Magerr,9,12,1.33,7,0.78,7,0.78,13,1.44,106,11.78,94.6,169,18.78,0,0,0,0
Kyle Wolf,9,12,1.33,33,3.67,8,0.89,12,1.33,376,41.78,90.8,247,27.44,0,0,0,0
Bryant Dean,8,8,1.0,16,2.0,4,0.5,9,1.13,136,17.0,89.5,161,20.13,0,0,0,0
Stephen Shaw,9,6,0.67,6,0.67,8,0.89,8,0.89,88,9.78,89.8,176,19.56,0,0,0,0
Stephen Schlatter,7,3,0.43,3,0.43,3,0.43,4,0.57,21,3.0,84.0,88,12.57,0,0,0,0
Eric Lu,9,0,0.0,4,0.44,5,0.56,5,0.56,35,3.89,92.1,117,13.0,0,0,0,0
Andrew Haviland,8,9,1.13,6,0.75,4,0.5,4,0.5,62,7.75,81.6,147,18.38,0,0,0,0
Zachary Eskin,11,4,0.36,0,0.0,4,0.36,5,0.45,17,1.55,89.5,125,11.36,0,0,0,0
Sean Maxcy,5,2,0.4,2,0.4,0,0.0,2,0.4,8,1.6,88.9,66,13.2,0,0,0,0
Sam Morgan,5,2,0.4,0,0.0,3,0.6,2,0.4,14,2.8,82.4,35,7.0,0,0,0,0
Sam Peezick,5,3,0.6,0,0.0,4,0.8,2,0.4,12,2.4,85.7,49,9.8,0,0,0,0
Steven Broome,3,3,1.0,1,0.33,2,0.67,1,0.33,21,7.0,87.5,51,17.0,0,0,0,0
Stephen Ng,7,3,0.43,9,1.29,4,0.57,2,0.29,128,18.29,90.1,120,17.14,0,0,0,0
Eric Nardelli,14,7,0.5,6,0.43,15,1.07,4,0.29,65,4.64,79.3,266,19.0,0,0,0,0
Dustin Sullivan,4,1,0.25,3,0.75,1,0.25,1,0.25,60,15.0,93.8,76,19.0,0,0,0,0
Brian Williams,10,12,1.2,14,1.4,2,0.2,2,0.2,160,16.0,89.4,199,19.9,0,0,0,0
Jonathan Holloway,5,2,0.4,1,0.2,0,0.0,1,0.2,9,1.8,90.0,56,11.2,0,0,0,0
Paul Karavayev,8,3,0.38,0,0.0,5,0.63,1,0.13,12,1.5,70.6,90,11.25,0,0,0,0
Stephen Magerr,9,8,0.89,3,0.33,3,0.33,1,0.11,85,9.44,91.4,124,13.78,0,0,0,0
Kevin Liu,7,0,0.0,0,0.0,3,0.43,0,0.0,40,5.71,95.2,87,12.43,0,0,0,0
Jordan Taylor,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,5.0,0,0,0,0
Ryan Forster,13,15,1.15,29,2.23,8,0.62,-2,-0.15,566,43.54,92.2,325,25.0,0,0,0,0
Charles Harrity,11,2,0.18,5,0.45,2,0.18,-2,-0.18,235,21.36,95.9,224,20.36,0,0,0,0
Devin Foster,10,2,0.2,2,0.2,7,0.7,-2,-0.2,62,6.2,87.3,130,13.0,0,0,0,0
Matt Carter,8,9,1.13,11,1.38,7,0.88,-4,-0.5,175,21.88,85.8,161,20.13,0,0,0,0
Aaron Roberts,5,0,0.0,2,0.4,2,0.4,-3,-0.6,17,3.4,73.9,43,8.6,0,0,0,0
Frank Harris,11,0,0.0,7,0.64,1,0.09,-7,-0.64,136,12.36,91.9,196,17.82,0,0,0,0
Alex Lowy,6,2,0.33,1,0.17,1,0.17,-4,-0.67,52,8.67,88.1,82,13.67,0,0,0,0
Elijah Karoly,3,0,0.0,1,0.33,1,0.33,-2,-0.67,30,10.0,93.8,46,15.33,0,0,0,0
Riggs Mohler,6,1,0.17,1,0.17,2,0.33,-5,-0.83,45,7.5,91.8,81,13.5,0,0,0,0
Kevin Venose,10,3,0.3,9,0.9,10,1.0,-9,-0.9,135,13.5,83.9,188,18.8,0,0,0,0
John Henkel,10,3,0.3,2,0.2,4,0.4,-12,-1.2,79,7.9,84.0,152,15.2,0,0,0,0
Tom Bertrand,1,0,0.0,0,0.0,0,0.0,-2,-2.0,4,4.0,66.7,8,8.0,0,0,0,0
