Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Jeff Babbitt,8,19,2.38,2,0.25,20,2.5,39,4.88,52,6.5,96.3,191,23.88,0,0,0,0
Ryan Drost,15,36,2.4,23,1.53,32,2.13,71,4.73,226,15.07,92.6,385,25.67,0,0,0,0
John Wodatch,5,8,1.6,16,3.2,6,1.2,21,4.2,98,19.6,93.3,129,25.8,0,0,0,0
Markian Kuzmowycz,10,27,2.7,12,1.2,4,0.4,28,2.8,138,13.8,90.8,180,18.0,0,0,0,0
Matt Stevens,13,33,2.54,3,0.23,3,0.23,35,2.69,60,4.62,95.2,188,14.46,0,0,0,0
Chris Kocher,5,4,0.8,13,2.6,2,0.4,13,2.6,174,34.8,96.7,104,20.8,0,0,0,0
Mike Drost,13,8,0.62,20,1.54,19,1.46,33,2.54,141,10.85,91.0,296,22.77,0,0,0,0
Taylor Brooks,13,17,1.31,32,2.46,9,0.69,29,2.23,213,16.38,88.0,268,20.62,0,0,0,0
Kevin Norton,8,16,2.0,7,0.88,7,0.88,17,2.13,78,9.75,87.6,150,18.75,0,0,0,0
Ben Ivers,10,12,1.2,4,0.4,8,0.8,21,2.1,39,3.9,92.9,181,18.1,0,0,0,0
Matt Auletta,10,14,1.4,21,2.1,4,0.4,20,2.0,172,17.2,90.1,159,15.9,0,0,0,0
Billy Katz,1,1,1.0,3,3.0,0,0.0,2,2.0,10,10.0,90.9,15,15.0,0,0,0,0
Tim Kominos,4,4,1.0,3,0.75,4,1.0,8,2.0,19,4.75,90.5,68,17.0,0,0,0,0
Owen Murphy,10,9,0.9,17,1.7,7,0.7,14,1.4,386,38.6,95.8,215,21.5,0,0,0,0
Ian Guerin,14,10,0.71,5,0.36,10,0.71,19,1.36,38,2.71,86.4,149,10.64,0,0,0,0
Ryan Holmes,10,5,0.5,9,0.9,6,0.6,11,1.1,26,2.6,76.5,124,12.4,0,0,0,0
Clark Cofer,13,8,0.62,7,0.54,12,0.92,14,1.08,76,5.85,87.4,162,12.46,0,0,0,0
Eliot Bemis,1,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,100.0,4,4.0,0,0,0,0
Joe Ouellette,8,4,0.5,6,0.75,5,0.63,8,1.0,27,3.38,84.4,99,12.38,0,0,0,0
Leo Pepper,3,3,1.0,1,0.33,0,0.0,3,1.0,23,7.67,100.0,35,11.67,0,0,0,0
Matt Weiner,1,1,1.0,0,0.0,0,0.0,1,1.0,1,1.0,100.0,2,2.0,0,0,0,0
Ross Ward,13,10,0.77,5,0.38,8,0.62,13,1.0,43,3.31,82.7,166,12.77,0,0,0,0
Josue Alorro,14,27,1.93,29,2.07,4,0.29,11,0.79,412,29.43,90.0,327,23.36,0,0,0,0
Sean Keegan,11,13,1.18,28,2.55,3,0.27,8,0.73,387,35.18,91.5,252,22.91,0,0,0,0
John Geraghty,7,5,0.71,1,0.14,2,0.29,5,0.71,16,2.29,88.9,87,12.43,0,0,0,0
Sam Taylor,14,4,0.29,7,0.5,14,1.0,9,0.64,171,12.21,91.9,261,18.64,0,0,0,0
Matt LeMar,15,12,0.8,16,1.07,11,0.73,9,0.6,168,11.2,86.2,272,18.13,0,0,0,0
Ruo Ye,10,8,0.8,4,0.4,2,0.2,4,0.4,84,8.4,90.3,107,10.7,0,0,0,0
Joe Santosus,3,0,0.0,1,0.33,3,1.0,1,0.33,51,17.0,94.4,28,9.33,0,0,0,0
Brendan Awerbuch,3,0,0.0,2,0.67,0,0.0,1,0.33,41,13.67,97.6,30,10.0,0,0,0,0
Gary Dixon,15,4,0.27,18,1.2,4,0.27,4,0.27,217,14.47,90.8,219,14.6,0,0,0,0
Lionel Wininger,9,4,0.44,9,1.0,3,0.33,1,0.11,172,19.11,92.5,121,13.44,0,0,0,0
Chris Mazur,2,2,1.0,5,2.5,0,0.0,0,0.0,32,16.0,82.1,34,17.0,0,0,0,0
Joe Babbino,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0.0,15,7.5,0,0,0,0
Jaime Perez,3,0,0.0,0,0.0,1,0.33,-3,-1.0,5,1.67,55.6,29,9.67,0,0,0,0
