Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Jeff Babbitt,14,50,3.57,9,0.64,41,2.93,92,6.57,165,11.79,96.5,385,27.5,0,0,0,0
Ben Jagt,8,13,1.63,17,2.13,22,2.75,41,5.13,86,10.75,88.7,223,27.88,0,0,0,0
Conor Kline,12,52,4.33,14,1.17,4,0.33,53,4.42,100,8.33,90.1,235,19.58,0,0,0,0
Chris Kocher,5,4,0.8,18,3.6,1,0.2,17,3.4,192,38.4,97.0,117,23.4,0,0,0,0
Ryan Drost,14,12,0.86,5,0.36,27,1.93,36,2.57,93,6.64,93.0,322,23.0,0,0,0,0
Mike Drost,14,21,1.5,15,1.07,9,0.64,33,2.36,147,10.5,93.0,261,18.64,0,0,0,0
Matt Auletta,14,20,1.43,20,1.43,7,0.5,33,2.36,262,18.71,95.6,241,17.21,0,0,0,0
Markian Kuzmowycz,6,15,2.5,7,1.17,5,0.83,11,1.83,72,12.0,83.7,110,18.33,0,0,0,0
Frank Weng,5,3,0.6,4,0.8,2,0.4,9,1.8,17,3.4,100.0,35,7.0,0,0,0,0
Sean Keegan,8,7,0.88,30,3.75,1,0.13,13,1.63,252,31.5,91.0,155,19.38,0,0,0,0
Taylor Brooks,14,9,0.64,36,2.57,6,0.43,22,1.57,262,18.71,91.9,244,17.43,0,0,0,0
Ross Ward,9,7,0.78,2,0.22,8,0.89,14,1.56,20,2.22,87.0,109,12.11,0,0,0,0
Ryan Holmes,8,7,0.88,2,0.25,7,0.88,11,1.38,13,1.63,72.2,150,18.75,0,0,0,0
Matt Weiner,7,9,1.29,0,0.0,4,0.57,9,1.29,22,3.14,88.0,84,12.0,0,0,0,0
Matt LeMar,14,7,0.5,15,1.07,11,0.79,16,1.14,84,6.0,84.0,256,18.29,0,0,0,0
Craig Cox,1,0,0.0,1,1.0,2,2.0,1,1.0,3,3.0,60.0,5,5.0,0,0,0,0
Matt Stevens,10,10,1.0,0,0.0,0,0.0,9,0.9,35,3.5,97.2,92,9.2,0,0,0,0
Josue Alorro,8,3,0.38,11,1.38,8,1.0,7,0.88,136,17.0,91.9,148,18.5,0,0,0,0
Conrad Schloer,4,3,0.75,0,0.0,1,0.25,3,0.75,3,0.75,100.0,37,9.25,0,0,0,0
John Wodatch,11,13,1.18,12,1.09,5,0.45,7,0.64,182,16.55,89.7,283,25.73,0,0,0,0
Kevin Norton,5,5,1.0,2,0.4,2,0.4,3,0.6,43,8.6,93.5,78,15.6,0,0,0,0
Tyler Haskell,7,3,0.43,1,0.14,2,0.29,4,0.57,11,1.57,84.6,71,10.14,0,0,0,0
Sam Little,7,7,1.0,8,1.14,6,0.86,3,0.43,173,24.71,91.5,132,18.86,0,0,0,0
Ian Guerin,7,1,0.14,1,0.14,2,0.29,3,0.43,10,1.43,90.9,37,5.29,0,0,0,0
Tim Kominos,8,3,0.38,1,0.13,1,0.13,3,0.38,12,1.5,92.3,69,8.63,0,0,0,0
Jacob Price,6,0,0.0,2,0.33,1,0.17,2,0.33,13,2.17,92.9,38,6.33,0,0,0,0
Isaiah Bryant,4,2,0.5,0,0.0,0,0.0,1,0.25,4,1.0,80.0,25,6.25,0,0,0,0
Sam Taylor,11,0,0.0,6,0.55,2,0.18,1,0.09,60,5.45,89.6,111,10.09,0,0,0,0
Clark Cofer,12,2,0.17,16,1.33,5,0.42,-1,-0.08,102,8.5,81.6,201,16.75,0,0,0,0
Ben Ivers,3,0,0.0,0,0.0,0,0.0,-1,-0.33,8,2.67,100.0,26,8.67,0,0,0,0
Peter Kalmakis,8,0,0.0,3,0.38,1,0.13,-3,-0.38,65,8.13,90.3,58,7.25,0,0,0,0
Kevin Ludwig,2,0,0.0,0,0.0,0,0.0,-1,-0.5,5,2.5,83.3,9,4.5,0,0,0,0
Harper Garvey,13,3,0.23,33,2.54,4,0.31,-11,-0.85,441,33.92,89.8,282,21.69,0,0,0,0
Ruo Ye,1,0,0.0,0,0.0,0,0.0,-1,-1.0,0,0.0,0.0,4,4.0,0,0,0,0
