Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Jay Froude,10,21,2.1,19,1.9,29,2.9,56,5.6,69,6.9,86.3,253,25.3,0,0,0,0
Peter Graffy,9,16,1.78,18,2.0,17,1.89,41,4.56,92,10.22,92.0,241,26.78,0,0,0,0
Andrew Meshnick,17,39,2.29,34,2.0,35,2.06,77,4.53,150,8.82,85.7,445,26.18,0,0,0,0
Pat Shriwise,12,19,1.58,32,2.67,18,1.5,48,4.0,269,22.42,93.7,247,20.58,0,0,0,0
Dave Wiseman,15,38,2.53,38,2.53,6,0.4,60,4.0,181,12.07,91.9,261,17.4,0,0,0,0
Seth Meyer,12,22,1.83,8,0.67,19,1.58,44,3.67,32,2.67,91.4,212,17.67,0,0,0,0
Brian Hart,13,28,2.15,30,2.31,11,0.85,44,3.38,275,21.15,93.2,236,18.15,0,0,0,0
Nate Thibedeau,6,10,1.67,12,2.0,3,0.5,20,3.33,58,9.67,96.7,80,13.33,0,0,0,0
Colin Camp,11,33,3.0,13,1.18,7,0.64,33,3.0,105,9.55,92.1,173,15.73,0,0,0,0
David Meinecke,13,16,1.23,16,1.23,12,0.92,39,3.0,50,3.85,98.0,209,16.08,0,0,0,0
Matt Weber,10,17,1.7,4,0.4,9,0.9,28,2.8,13,1.3,100.0,162,16.2,0,0,0,0
Scott Richgels,9,19,2.11,16,1.78,6,0.67,23,2.56,103,11.44,90.4,172,19.11,0,0,0,0
David Schleicher,6,13,2.17,3,0.5,1,0.17,14,2.33,45,7.5,93.8,64,10.67,0,0,0,0
Kevin Pettit-Scantling,14,13,0.93,13,0.93,13,0.93,32,2.29,65,4.64,90.3,207,14.79,0,0,0,0
Kevin Brown,12,14,1.17,13,1.08,16,1.33,25,2.08,126,10.5,88.7,294,24.5,0,0,0,0
Tom Annen,7,10,1.43,9,1.29,7,1.0,13,1.86,184,26.29,93.9,129,18.43,0,0,0,0
Bill Everhart,15,14,0.93,18,1.2,7,0.47,26,1.73,289,19.27,97.0,333,22.2,0,0,0,0
Mike Swain,12,17,1.42,8,0.67,9,0.75,19,1.58,69,5.75,84.1,171,14.25,0,0,0,0
Keith Garner,7,3,0.43,9,1.29,2,0.29,11,1.57,61,8.71,95.3,110,15.71,0,0,0,0
Tim DeByl,4,1,0.25,2,0.5,3,0.75,6,1.5,8,2.0,100.0,62,15.5,0,0,0,0
Benjy Keren,5,3,0.6,5,1.0,0,0.0,6,1.2,115,23.0,98.3,59,11.8,0,0,0,0
Thomas Coolidge,16,20,1.25,6,0.38,10,0.63,19,1.19,196,12.25,94.7,258,16.13,0,0,0,0
Andrew Brown,15,8,0.53,24,1.6,6,0.4,17,1.13,586,39.07,97.3,260,17.33,0,0,0,0
Adam Drews,16,11,0.69,27,1.69,8,0.5,18,1.13,319,19.94,92.2,248,15.5,0,0,0,0
Brandon Taitt,1,1,1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,9,9.0,0,0,0,0
Chris Wilen,7,4,0.57,3,0.43,2,0.29,6,0.86,11,1.57,91.7,105,15.0,0,0,0,0
Ben Nelson,15,3,0.2,15,1.0,6,0.4,12,0.8,175,11.67,94.1,228,15.2,0,0,0,0
Jadon Scullion,17,5,0.29,21,1.24,2,0.12,13,0.76,278,16.35,96.2,242,14.24,0,0,0,0
Kelsen Alexander,12,7,0.58,5,0.42,4,0.33,9,0.75,86,7.17,93.5,160,13.33,0,0,0,0
Jacob Spiro,3,1,0.33,1,0.33,0,0.0,2,0.67,1,0.33,100.0,28,9.33,0,0,0,0
Nate Volkman,4,0,0.0,4,1.0,2,0.5,2,0.5,97,24.25,96.0,62,15.5,0,0,0,0
