Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Jonathan Nethercutt,12,18,1.5,82,6.83,7,0.58,72,6.0,532,44.33,93.8,322,26.83,0,0,0,0
Andrew Cohen,1,3,3.0,3,3.0,0,0.0,6,6.0,33,33.0,100.0,23,23.0,0,0,0,0
Jacob Fairfax,12,45,3.75,11,0.92,14,1.17,63,5.25,118,9.83,95.9,281,23.42,0,0,0,0
Jack Williams,4,9,2.25,10,2.5,3,0.75,18,4.5,93,23.25,95.9,90,22.5,0,0,0,0
Matt Bode,13,38,2.92,23,1.77,6,0.46,53,4.08,265,20.38,96.0,320,24.62,0,0,0,0
Justin Allen,13,21,1.62,32,2.46,14,1.08,47,3.62,204,15.69,92.3,311,23.92,0,0,0,0
David Richardson,12,18,1.5,4,0.33,17,1.42,38,3.17,36,3.0,100.0,190,15.83,0,0,0,0
Jonathan Helton,10,19,1.9,35,3.5,5,0.5,29,2.9,168,16.8,87.0,233,23.3,0,0,0,0
Liam Searles Bohs,7,6,0.86,10,1.43,8,1.14,20,2.86,87,12.43,95.6,119,17.0,0,0,0,0
Noah Saul,12,22,1.83,27,2.25,7,0.58,33,2.75,412,34.33,95.2,295,24.58,0,0,0,0
Hunter Taylor,5,4,0.8,2,0.4,13,2.6,13,2.6,22,4.4,88.0,90,18.0,0,0,0,0
Shane Sisco,9,19,2.11,3,0.33,3,0.33,22,2.44,66,7.33,95.7,164,18.22,0,0,0,0
Nate Goff,14,11,0.79,6,0.43,18,1.29,32,2.29,69,4.93,100.0,241,17.21,0,0,0,0
Jacob Mouw,7,12,1.71,0,0.0,4,0.57,15,2.14,46,6.57,97.9,108,15.43,0,0,0,0
Terrence Mitchell,15,34,2.27,9,0.6,2,0.13,32,2.13,178,11.87,95.7,265,17.67,0,0,0,0
Sol Yanuck,1,1,1.0,2,2.0,0,0.0,2,2.0,22,22.0,95.7,20,20.0,0,0,0,0
Jeff Nordgren,14,19,1.36,7,0.5,12,0.86,28,2.0,83,5.93,91.2,239,17.07,0,0,0,0
Mike Pannone,13,13,1.0,5,0.38,16,1.23,26,2.0,39,3.0,90.7,199,15.31,0,0,0,0
Tim McAllister,9,9,1.0,8,0.89,12,1.33,16,1.78,33,3.67,80.5,179,19.89,0,0,0,0
Ben Dieter,8,10,1.25,8,1.0,0,0.0,13,1.63,115,14.38,98.3,145,18.13,0,0,0,0
JD Hastings,4,2,0.5,5,1.25,0,0.0,6,1.5,57,14.25,100.0,66,16.5,0,0,0,0
Danny Schmitt,9,7,0.78,2,0.22,6,0.67,13,1.44,27,3.0,96.4,134,14.89,0,0,0,0
Charlie Muniz,7,3,0.43,1,0.14,6,0.86,9,1.29,34,4.86,97.1,97,13.86,0,0,0,0
Brian Casey,10,10,1.0,16,1.6,2,0.2,11,1.1,191,19.1,92.7,159,15.9,0,0,0,0
Josh Hartzog,13,10,0.77,8,0.62,1,0.08,12,0.92,59,4.54,89.4,221,17.0,0,0,0,0
Evan Howey,11,4,0.36,3,0.27,5,0.45,9,0.82,81,7.36,96.4,155,14.09,0,0,0,0
Tristan Green,10,2,0.2,20,2.0,1,0.1,7,0.7,124,12.4,88.6,163,16.3,0,0,0,0
Matthew Wilson,3,1,0.33,0,0.0,1,0.33,2,0.67,9,3.0,100.0,27,9.0,0,0,0,0
David Snoke,11,9,0.82,24,2.18,4,0.36,7,0.64,357,32.45,92.7,195,17.73,0,0,0,0
Kiron Allen,6,3,0.5,4,0.67,1,0.17,3,0.5,99,16.5,96.1,80,13.33,0,0,0,0
Mark Lin,6,1,0.17,4,0.67,4,0.67,3,0.5,29,4.83,82.9,74,12.33,0,0,0,0
Brett Matzuka,5,1,0.2,3,0.6,2,0.4,2,0.4,109,21.8,96.5,109,21.8,0,0,0,0
Jesse Lieberman,3,1,0.33,5,1.67,0,0.0,1,0.33,52,17.33,94.5,43,14.33,0,0,0,0
Micah Hood,11,4,0.36,5,0.45,4,0.36,2,0.18,57,5.18,87.7,164,14.91,0,0,0,0
