Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Quentin Bonnaud,15,55,3.67,29,1.93,18,1.2,85,5.67,210,14.0,94.6,339,22.6,0,0,0,0
Christian Foster,3,5,1.67,9,3.0,3,1.0,11,3.67,51,17.0,89.5,72,24.0,0,0,0,0
Nasser M'Bae Vogel,11,23,2.09,22,2.0,11,1.0,35,3.18,160,14.55,90.9,202,18.36,0,0,0,0
Mike Voelpel,13,42,3.23,3,0.23,7,0.54,33,2.54,88,6.77,89.8,297,22.85,0,0,0,0
André Arsenault,15,30,2.0,7,0.47,21,1.4,38,2.53,94,6.27,84.7,301,20.07,0,0,0,0
Nathan Dandurand,12,15,1.25,8,0.67,13,1.08,30,2.5,81,6.75,93.1,192,16.0,0,0,0,0
Ben Katz,7,12,1.71,7,1.0,4,0.57,15,2.14,136,19.43,95.1,139,19.86,0,0,0,0
Kevin Quinlan,14,22,1.57,25,1.79,7,0.5,29,2.07,231,16.5,91.3,297,21.21,0,0,0,0
Antoine Genest,13,7,0.54,37,2.85,13,1.0,23,1.77,288,22.15,90.3,281,21.62,0,0,0,0
Kevin Groulx,14,20,1.43,18,1.29,16,1.14,22,1.57,116,8.29,80.6,283,20.21,0,0,0,0
David Ferraro,10,6,0.6,2,0.2,10,1.0,14,1.4,49,4.9,96.1,164,16.4,0,0,0,0
Stève Bonneau,14,5,0.36,51,3.64,8,0.57,17,1.21,464,33.14,91.7,288,20.57,0,0,0,0
Francis Vallée,12,10,0.83,10,0.83,5,0.42,14,1.17,68,5.67,86.1,165,13.75,0,0,0,0
Miguel Goderre,10,14,1.4,12,1.2,4,0.4,11,1.1,228,22.8,94.2,212,21.2,0,0,0,0
Joseph Genest,10,2,0.2,3,0.3,10,1.0,11,1.1,23,2.3,85.2,132,13.2,0,0,0,0
Basile Limoges,3,1,0.33,2,0.67,1,0.33,3,1.0,20,6.67,95.2,46,15.33,0,0,0,0
Jordan Taylor,5,5,1.0,0,0.0,4,0.8,5,1.0,20,4.0,87.0,59,11.8,0,0,0,0
Francis Breton,10,12,1.2,1,0.1,3,0.3,8,0.8,48,4.8,92.3,134,13.4,0,0,0,0
Malik Auger-Semmar,14,4,0.29,4,0.29,7,0.5,11,0.79,49,3.5,94.2,196,14.0,0,0,0,0
Gabriel Monfette,13,6,0.46,13,1.0,11,0.85,10,0.77,159,12.23,88.8,219,16.85,0,0,0,0
Jean-Philippe Riopel,13,6,0.46,3,0.23,2,0.15,9,0.69,32,2.46,97.0,156,12.0,0,0,0,0
Félix-Antoine Daigle,12,10,0.83,21,1.75,9,0.75,8,0.67,307,25.58,92.2,245,20.42,0,0,0,0
Raynald Nemours,6,2,0.33,2,0.33,4,0.67,3,0.5,85,14.17,95.5,116,19.33,0,0,0,0
Mauricio Martinez,9,4,0.44,1,0.11,2,0.22,4,0.44,54,6.0,94.7,96,10.67,0,0,0,0
Christophe Tremblay-Joncas,7,3,0.43,0,0.0,6,0.86,3,0.43,15,2.14,88.2,90,12.86,0,0,0,0
Maxwell Rick,15,5,0.33,31,2.07,12,0.8,4,0.27,458,30.53,92.0,306,20.4,0,0,0,0
Thomas McAlear,4,1,0.25,1,0.25,2,0.5,1,0.25,18,4.5,90.0,48,12.0,0,0,0,0
Jacob Saunders,9,1,0.11,3,0.33,2,0.22,0,0.0,73,8.11,94.8,112,12.44,0,0,0,0
Philippe Thivierge,3,0,0.0,1,0.33,2,0.67,-1,-0.33,19,6.33,82.6,48,16.0,0,0,0,0
