Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Matt Bode,13,31,2.38,36,2.77,14,1.08,57,4.38,240,18.46,91.6,292,22.46,0,0,0,0
Matt Stevens,16,61,3.81,6,0.38,8,0.5,69,4.31,141,8.81,95.9,296,18.5,0,0,0,0
Ryan Drost,16,35,2.19,14,0.88,31,1.94,68,4.25,181,11.31,93.8,360,22.5,0,0,0,0
Mike Drost,16,23,1.44,13,0.81,34,2.13,63,3.94,124,7.75,94.7,324,20.25,0,0,0,0
Noah Saul,12,19,1.58,59,4.92,16,1.33,45,3.75,483,40.25,91.1,322,26.83,0,0,0,0
Ben Ivers,14,24,1.71,7,0.5,21,1.5,44,3.14,64,4.57,94.1,263,18.79,0,0,0,0
Taylor Brooks,14,23,1.64,28,2.0,5,0.36,42,3.0,145,10.36,91.8,256,18.29,0,0,0,0
Justin Allen,12,12,1.0,31,2.58,22,1.83,36,3.0,159,13.25,86.4,293,24.42,0,0,0,0
Isaiah Bryant,14,10,0.71,19,1.36,25,1.79,33,2.36,260,18.57,92.5,272,19.43,0,0,0,0
Billy Katz,14,10,0.71,24,1.71,6,0.43,25,1.79,361,25.79,96.3,273,19.5,0,0,0,0
Sam Taylor,14,22,1.57,7,0.5,6,0.43,18,1.29,130,9.29,91.5,240,17.14,0,0,0,0
Ross Ward,10,3,0.3,3,0.3,6,0.6,12,1.2,25,2.5,100.0,86,8.6,0,0,0,0
Derek Yan,2,1,0.5,0,0.0,1,0.5,2,1.0,9,4.5,100.0,10,5.0,0,0,0,0
Eliot Bemis,7,7,1.0,1,0.14,3,0.43,7,1.0,27,3.86,90.0,52,7.43,0,0,0,0
Sean Childers,6,3,0.5,1,0.17,4,0.67,6,1.0,22,3.67,95.7,69,11.5,0,0,0,0
Matt LeMar,16,9,0.56,14,0.88,7,0.44,16,1.0,102,6.38,88.7,253,15.81,0,0,0,0
Seth Canetti,8,4,0.5,9,1.13,2,0.25,6,0.75,147,18.38,95.5,88,11.0,0,0,0,0
Matt Auletta,8,6,0.75,7,0.88,6,0.75,6,0.75,180,22.5,93.8,174,21.75,0,0,0,0
Joe Ouellette,16,12,0.75,9,0.56,8,0.5,11,0.69,65,4.06,82.3,223,13.94,0,0,0,0
Jaime Perez,2,1,0.5,0,0.0,0,0.0,1,0.5,3,1.5,100.0,17,8.5,0,0,0,0
Brendan Awerbuch,12,6,0.5,11,0.92,0,0.0,6,0.5,137,11.42,92.6,104,8.67,0,0,0,0
Joe Babbino,13,14,1.08,1,0.08,2,0.15,6,0.46,58,4.46,90.6,135,10.38,0,0,0,0
Joe Santosus,11,2,0.18,8,0.73,4,0.36,1,0.09,174,15.82,93.5,134,12.18,0,0,0,0
Lionel Wininger,14,14,1.0,23,1.64,2,0.14,1,0.07,334,23.86,90.5,234,16.71,0,0,0,0
Michael A,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,6.0,0,0,0,0
John I,5,1,0.2,1,0.2,2,0.4,0,0.0,17,3.4,81.0,37,7.4,0,0,0,0
Jesse Lieberman,8,1,0.13,6,0.75,4,0.5,-6,-0.75,75,9.38,83.3,118,14.75,0,0,0,0
Kevin Venose,5,0,0.0,2,0.4,0,0.0,-4,-0.8,22,4.4,81.5,46,9.2,0,0,0,0
Dennis M,5,2,0.4,0,0.0,0,0.0,-4,-0.8,30,6.0,85.7,31,6.2,0,0,0,0
Isaac Saul,5,1,0.2,13,2.6,0,0.0,-5,-1.0,177,35.4,90.8,96,19.2,0,0,0,0
Stephen Poulos,1,0,0.0,4,4.0,0,0.0,-3,-3.0,10,10.0,58.8,19,19.0,0,0,0,0
