Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Tyler DeGirolamo,5,19,3.8,15,3.0,4,0.8,29,5.8,56,11.2,91.8,100,20.0,0,0,0,0
Max Thorne,12,36,3.0,49,4.08,6,0.5,66,5.5,458,38.17,94.8,302,25.17,0,0,0,0
Mark Fedorenko,13,42,3.23,23,1.77,5,0.38,47,3.62,208,16.0,91.6,298,22.92,0,0,0,0
David Vatz,7,24,3.43,3,0.43,0,0.0,24,3.43,56,8.0,98.2,140,20.0,0,0,0,0
Andrew Gardner,1,2,2.0,0,0.0,1,1.0,3,3.0,3,3.0,100.0,6,6.0,0,0,0,0
Anson Reppermund,15,20,1.33,14,0.93,33,2.2,45,3.0,118,7.87,84.3,341,22.73,0,0,0,0
Pat Earles,12,23,1.92,62,5.17,4,0.33,28,2.33,455,37.92,89.6,307,25.58,0,0,0,0
Aaron Watson,3,6,2.0,1,0.33,2,0.67,7,2.33,15,5.0,88.2,49,16.33,0,0,0,0
Carl Morgenstern,9,10,1.11,7,0.78,10,1.11,20,2.22,50,5.56,90.9,170,18.89,0,0,0,0
Alex Thomas,6,6,1.0,1,0.17,7,1.17,13,2.17,10,1.67,90.9,107,17.83,0,0,0,0
Jonathan Mast,16,10,0.63,35,2.19,9,0.56,33,2.06,549,34.31,96.7,345,21.56,0,0,0,0
Sam VanDusen,9,12,1.33,30,3.33,10,1.11,18,2.0,106,11.78,76.8,230,25.56,0,0,0,0
Tarik Akyuz,1,5,5.0,0,0.0,0,0.0,2,2.0,13,13.0,81.3,19,19.0,0,0,0,0
Jimmy Towle,9,15,1.67,3,0.33,10,1.11,17,1.89,47,5.22,87.0,165,18.33,0,0,0,0
Tad Wissel,6,3,0.5,8,1.33,3,0.5,11,1.83,139,23.17,98.6,104,17.33,0,0,0,0
Ethan Beardsley,15,25,1.67,2,0.13,11,0.73,27,1.8,98,6.53,93.3,329,21.93,0,0,0,0
Jon DeAmicis,13,7,0.54,7,0.54,13,1.0,23,1.77,26,2.0,100.0,205,15.77,0,0,0,0
Kenny Furdella,12,12,1.0,7,0.58,11,0.92,19,1.58,129,10.75,94.2,254,21.17,0,0,0,0
Max Sheppard,7,13,1.86,5,0.71,6,0.86,11,1.57,68,9.71,85.0,148,21.14,0,0,0,0
Scott Trimble,11,11,1.0,8,0.73,11,1.0,17,1.55,47,4.27,90.4,199,18.09,0,0,0,0
Thomas Edmonds,8,4,0.5,17,2.13,7,0.88,12,1.5,198,24.75,93.8,156,19.5,0,0,0,0
Dillon Tranquillo,10,4,0.4,0,0.0,13,1.3,15,1.5,7,0.7,87.5,140,14.0,0,0,0,0
Joseph Marmerstein,11,11,1.0,25,2.27,4,0.36,15,1.36,348,31.64,93.5,224,20.36,0,0,0,0
Jake Rovner,9,8,0.89,3,0.33,8,0.89,10,1.11,16,1.78,69.6,129,14.33,0,0,0,0
Nick Gigliotti,9,5,0.56,2,0.22,4,0.44,9,1.0,17,1.89,100.0,134,14.89,0,0,0,0
Pat Hammonds,9,8,0.89,2,0.22,6,0.67,9,1.0,48,5.33,90.6,129,14.33,0,0,0,0
Steve Mogielski,15,16,1.07,6,0.4,8,0.53,14,0.93,67,4.47,87.0,218,14.53,0,0,0,0
Jesse Evans,7,2,0.29,3,0.43,2,0.29,6,0.86,16,2.29,94.1,85,12.14,0,0,0,0
Jack Hefferon,7,4,0.57,0,0.0,4,0.57,5,0.71,5,0.71,62.5,77,11.0,0,0,0,0
Zac Byrnes,2,1,0.5,0,0.0,0,0.0,1,0.5,2,1.0,100.0,19,9.5,0,0,0,0
Alijah Crowe,2,1,0.5,0,0.0,0,0.0,1,0.5,1,0.5,100.0,14,7.0,0,0,0,0
Isaac Smith,11,4,0.36,7,0.64,0,0.0,5,0.45,47,4.27,94.0,135,12.27,0,0,0,0
Aaron Buss,2,0,0.0,0,0.0,2,1.0,0,0.0,6,3.0,75.0,27,13.5,0,0,0,0
Vivek Devaraj,1,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,100.0,6,6.0,0,0,0,0
Jordan Robarge,6,1,0.17,2,0.33,3,0.5,-1,-0.17,46,7.67,88.5,82,13.67,0,0,0,0
Xavier Maxstadt,15,2,0.13,21,1.4,8,0.53,-3,-0.2,233,15.53,87.6,300,20.0,0,0,0,0
Josh Tsung,6,0,0.0,0,0.0,0,0.0,-3,-0.5,8,1.33,72.7,65,10.83,0,0,0,0
Jack Slevin,4,2,0.5,2,0.5,0,0.0,-5,-1.25,88,22.0,90.7,71,17.75,0,0,0,0
