Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Michael Fairley,3,11,3.67,8,2.67,3,1.0,15,5.0,68,22.67,94.4,101,33.67,0,0,0,0
Andrew Roney,12,21,1.75,50,4.17,22,1.83,58,4.83,631,52.58,95.2,353,29.42,0,0,0,0
Nathan Vickroy,8,19,2.38,35,4.38,8,1.0,38,4.75,218,27.25,90.8,224,28.0,0,0,0,0
Jordan Huston,12,31,2.58,11,0.92,5,0.42,42,3.5,227,18.92,98.3,248,20.67,0,0,0,0
Bobby Ley,12,20,1.67,49,4.08,8,0.67,41,3.42,758,63.17,95.6,315,26.25,0,0,0,0
Billy O'Bryan,9,9,1.0,25,2.78,9,1.0,25,2.78,288,32.0,94.4,210,23.33,0,0,0,0
John Paul Taylor,13,31,2.38,5,0.38,6,0.46,32,2.46,72,5.54,90.0,257,19.77,0,0,0,0
Tanner Repasky,12,25,2.08,9,0.75,3,0.25,26,2.17,131,10.92,94.2,220,18.33,0,0,0,0
Bradley Seuntjens,13,19,1.46,4,0.31,7,0.54,26,2.0,94,7.23,95.9,281,21.62,0,0,0,0
Tyler Kunsa,9,7,0.78,16,1.78,1,0.11,17,1.89,446,49.56,98.5,206,22.89,0,0,0,0
Adam Carr,13,13,1.0,11,0.85,10,0.77,23,1.77,273,21.0,96.1,304,23.38,0,0,0,0
Austin Koffarnus,10,7,0.7,0,0.0,11,1.1,13,1.3,22,2.2,91.7,146,14.6,0,0,0,0
Ryan Chard,14,7,0.5,4,0.29,8,0.57,18,1.29,59,4.21,98.3,173,12.36,0,0,0,0
Peter Van Brussel,13,6,0.46,15,1.15,8,0.62,16,1.23,188,14.46,94.0,222,17.08,0,0,0,0
Jack Barrow,12,12,1.0,2,0.17,3,0.25,13,1.08,97,8.08,97.0,146,12.17,0,0,0,0
Hamilton Wasnick,5,4,0.8,0,0.0,4,0.8,5,1.0,6,1.2,75.0,43,8.6,0,0,0,0
Chris Gibson,14,7,0.5,10,0.71,4,0.29,13,0.93,86,6.14,92.5,178,12.71,0,0,0,0
Dustin Travaglini,10,3,0.3,9,0.9,4,0.4,9,0.9,91,9.1,92.9,149,14.9,0,0,0,0
Bennett Wachob,9,3,0.33,4,0.44,3,0.33,8,0.89,51,5.67,96.2,85,9.44,0,0,0,0
Ryan Hiser,8,3,0.38,3,0.38,3,0.38,7,0.88,27,3.38,93.1,56,7.0,0,0,0,0
Tron Bass,5,2,0.4,0,0.0,3,0.6,4,0.8,5,1.0,83.3,34,6.8,0,0,0,0
Jacob Clary,12,9,0.75,0,0.0,1,0.08,8,0.67,20,1.67,95.2,115,9.58,0,0,0,0
Hayden Wachob,5,8,1.6,7,1.4,1,0.2,3,0.6,135,27.0,91.8,130,26.0,0,0,0,0
Jacob Lane,4,2,0.5,0,0.0,1,0.25,2,0.5,16,4.0,100.0,30,7.5,0,0,0,0
Joshua Layton,3,1,0.33,0,0.0,1,0.33,1,0.33,4,1.33,100.0,20,6.67,0,0,0,0
Brandon Perales,13,2,0.15,5,0.38,6,0.46,4,0.31,127,9.77,93.4,111,8.54,0,0,0,0
Josh McKisic,4,1,0.25,1,0.25,0,0.0,1,0.25,6,1.5,85.7,29,7.25,0,0,0,0
AJ Jacoski,6,0,0.0,1,0.17,0,0.0,1,0.17,3,0.5,100.0,28,4.67,0,0,0,0
Marquis Chapman,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,12,3.0,0,0,0,0
Mark Mendelevitz,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,100.0,6,6.0,0,0,0,0
Mark Schimmel,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3,3.0,0,0,0,0
Cole Sullivan,2,2,1.0,1,0.5,0,0.0,0,0.0,76,38.0,98.7,48,24.0,0,0,0,0
Hudson Cogswell,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,2,2.0,0,0,0,0
Adam Lapikas,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,10.0,0,0,0,0
Robert Dennis,4,0,0.0,0,0.0,0,0.0,-1,-0.25,9,2.25,90.0,26,6.5,0,0,0,0
Adam Vinson,6,2,0.33,0,0.0,1,0.17,-2,-0.33,25,4.17,89.3,58,9.67,0,0,0,0
Jacob Larsen,4,1,0.25,1,0.25,0,0.0,-2,-0.5,74,18.5,94.9,50,12.5,0,0,0,0
Tim Lootens,1,0,0.0,0,0.0,0,0.0,-1,-1.0,0,0.0,0.0,4,4.0,0,0,0,0
