Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Steven Milardovich,13,21,1.62,14,1.08,24,1.85,49,3.77,130,10.0,93.5,313,24.08,0,0,0,0
Jesse Cohen,13,37,2.85,29,2.23,6,0.46,49,3.77,267,20.54,93.7,265,20.38,0,0,0,0
Jimmy Mickle,14,26,1.86,61,4.36,10,0.71,52,3.71,483,34.5,92.5,438,31.29,0,0,0,0
Kurt Gibson,7,16,2.29,24,3.43,5,0.71,24,3.43,252,36.0,93.0,206,29.43,0,0,0,0
Trevor Purdy,12,24,2.0,12,1.0,13,1.08,37,3.08,77,6.42,90.6,216,18.0,0,0,0,0
Dominic Leggio,13,17,1.31,23,1.77,12,0.92,39,3.0,387,29.77,97.5,347,26.69,0,0,0,0
Casey Wu,8,23,2.88,4,0.5,2,0.25,20,2.5,65,8.13,95.6,104,13.0,0,0,0,0
Andy Curtis,12,16,1.33,36,3.0,7,0.58,30,2.5,317,26.42,92.7,272,22.67,0,0,0,0
Nick Lance,9,10,1.11,14,1.56,12,1.33,20,2.22,191,21.22,93.2,236,26.22,0,0,0,0
Matt Parisi,9,15,1.67,9,1.0,1,0.11,19,2.11,72,8.0,93.5,159,17.67,0,0,0,0
Will Griffin,14,13,0.93,24,1.71,5,0.36,25,1.79,153,10.93,91.1,315,22.5,0,0,0,0
Ross Lenta,12,18,1.5,12,1.0,3,0.25,21,1.75,131,10.92,94.2,188,15.67,0,0,0,0
Kory Helms,13,15,1.15,5,0.38,3,0.23,20,1.54,100,7.69,98.0,243,18.69,0,0,0,0
Josh Nickerson,13,10,0.77,4,0.31,8,0.62,17,1.31,29,2.23,87.9,218,16.77,0,0,0,0
Ryan Slaughter,4,4,1.0,0,0.0,0,0.0,4,1.0,31,7.75,100.0,41,10.25,0,0,0,0
Nathan Bridges,8,5,0.63,5,0.63,2,0.25,8,1.0,50,6.25,92.6,100,12.5,0,0,0,0
Alec Benton,7,3,0.43,3,0.43,6,0.86,6,0.86,14,2.0,73.7,95,13.57,0,0,0,0
Joshua Ackley,12,13,1.08,12,1.0,3,0.25,10,0.83,428,35.67,96.2,228,19.0,0,0,0,0
David Flock,11,8,0.73,2,0.18,2,0.18,9,0.82,77,7.0,96.3,114,10.36,0,0,0,0
Travis Dunn,12,6,0.5,5,0.42,5,0.42,9,0.75,52,4.33,91.2,185,15.42,0,0,0,0
Nicholas Woo VonHoogens,4,0,0.0,0,0.0,3,0.75,3,0.75,1,0.25,100.0,29,7.25,0,0,0,0
Justin Goodman,10,2,0.2,3,0.3,6,0.6,7,0.7,51,5.1,94.4,127,12.7,0,0,0,0
Benet Clark,13,4,0.31,1,0.08,6,0.46,4,0.31,18,1.38,85.7,149,11.46,0,0,0,0
Andy Sammons,14,6,0.43,4,0.29,5,0.36,3,0.21,316,22.57,96.9,189,13.5,0,0,0,0
Nicholas Smith,12,1,0.08,3,0.25,4,0.33,2,0.17,34,2.83,91.9,121,10.08,0,0,0,0
Cody Kirkland,9,1,0.11,5,0.56,1,0.11,-6,-0.67,106,11.78,89.1,141,15.67,0,0,0,0
