Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Yoland Cabot,15,47,3.13,48,3.2,12,0.8,73,4.87,218,14.53,89.3,357,23.8,0,0,0,0
Antoine Genest,15,25,1.67,49,3.27,28,1.87,54,3.6,135,9.0,76.7,371,24.73,0,0,0,0
Jean-Philippe Riopel,15,35,2.33,13,0.87,10,0.67,46,3.07,65,4.33,90.3,232,15.47,0,0,0,0
Félix-Antoine Daigle,11,11,1.0,14,1.27,13,1.18,28,2.55,132,12.0,93.6,196,17.82,0,0,0,0
Jean-Levy Champagne,15,24,1.6,9,0.6,16,1.07,33,2.2,107,7.13,88.4,301,20.07,0,0,0,0
Francois-Xavier Hotte,15,32,2.13,21,1.4,3,0.2,33,2.2,127,8.47,88.8,275,18.33,0,0,0,0
Nathan Dandurand,3,4,1.33,0,0.0,3,1.0,6,2.0,7,2.33,87.5,45,15.0,0,0,0,0
Charles-David Hendriks,1,2,2.0,0,0.0,0,0.0,2,2.0,1,1.0,100.0,10,10.0,0,0,0,0
Philippe Thivierge,12,7,0.58,6,0.5,18,1.5,23,1.92,60,5.0,89.6,215,17.92,0,0,0,0
Kevin Groulx,13,25,1.92,21,1.62,21,1.62,24,1.85,158,12.15,81.4,303,23.31,0,0,0,0
Raynald Nemours,15,12,0.8,15,1.0,18,1.2,27,1.8,296,19.73,95.5,269,17.93,0,0,0,0
Antoine Lepagnol,13,18,1.38,24,1.85,10,0.77,23,1.77,128,9.85,83.7,217,16.69,0,0,0,0
Max Guy,13,13,1.0,1,0.08,7,0.54,19,1.46,45,3.46,97.8,226,17.38,0,0,0,0
Shawn St-Jean Timmins,12,19,1.58,14,1.17,4,0.33,15,1.25,117,9.75,88.6,214,17.83,0,0,0,0
Olivier St-Denis,9,8,0.89,14,1.56,5,0.56,11,1.22,71,7.89,85.5,178,19.78,0,0,0,0
Gabriel Monfette,15,10,0.67,9,0.6,18,1.2,16,1.07,94,6.27,81.7,267,17.8,0,0,0,0
Francis Martel,5,2,0.4,1,0.2,3,0.6,5,1.0,21,4.2,95.5,69,13.8,0,0,0,0
Louis-Pierre Lauzon,4,2,0.5,0,0.0,2,0.5,4,1.0,6,1.5,100.0,53,13.25,0,0,0,0
Charles Bariteau,15,4,0.27,10,0.67,4,0.27,14,0.93,52,3.47,92.9,279,18.6,0,0,0,0
Christian Mathieu,14,10,0.71,14,1.0,3,0.21,11,0.79,254,18.14,95.1,266,19.0,0,0,0,0
Kevin Guillemette,13,6,0.46,7,0.54,10,0.77,9,0.69,58,4.46,80.6,213,16.38,0,0,0,0
Fred Parenteau,13,5,0.38,8,0.62,8,0.62,7,0.54,136,10.46,91.9,197,15.15,0,0,0,0
André Arsenault,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,100.0,6,6.0,0,0,0,0
Nicolas Vanasse,7,4,0.57,7,1.0,2,0.29,0,0.0,48,6.86,85.7,88,12.57,0,0,0,0
Greg Moore,5,4,0.8,3,0.6,2,0.4,0,0.0,19,3.8,73.1,64,12.8,0,0,0,0
Cedric Aubut-Boucher,5,1,0.2,0,0.0,0,0.0,-1,-0.2,5,1.0,83.3,44,8.8,0,0,0,0
Gustavo Castano,14,2,0.14,23,1.64,6,0.43,-4,-0.29,383,27.36,91.8,252,18.0,0,0,0,0
Eric St-Amant,2,1,0.5,0,0.0,0,0.0,-1,-0.5,6,3.0,85.7,31,15.5,0,0,0,0
Basile Limoges,6,3,0.5,2,0.33,0,0.0,-4,-0.67,66,11.0,91.7,64,10.67,0,0,0,0
Simon-Philippe Lebel,3,0,0.0,2,0.67,0,0.0,-2,-0.67,31,10.33,91.2,34,11.33,0,0,0,0
Vincent Houle,1,0,0.0,0,0.0,0,0.0,-1,-1.0,1,1.0,50.0,8,8.0,0,0,0,0
