Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Anson Reppermund,13,17,1.31,16,1.23,42,3.23,66,5.08,104,8.0,95.4,266,20.46,0,0,0,0
Alex Thomas,5,14,2.8,1,0.2,10,2.0,24,4.8,11,2.2,100.0,76,15.2,0,0,0,0
Mark Fedorenko,13,39,3.0,31,2.38,7,0.54,51,3.92,274,21.08,93.8,313,24.08,0,0,0,0
Ethan Beardsley,16,47,2.94,4,0.25,15,0.94,60,3.75,121,7.56,100.0,381,23.81,0,0,0,0
David Vatz,14,53,3.79,5,0.36,6,0.43,52,3.71,94,6.71,91.3,287,20.5,0,0,0,0
Max Sheppard,11,30,2.73,18,1.64,6,0.55,39,3.55,105,9.55,92.9,233,21.18,0,0,0,0
Pat Earles,4,1,0.25,28,7.0,2,0.5,14,3.5,133,33.25,89.3,89,22.25,0,0,0,0
James Highsmith,4,5,1.25,6,1.5,6,1.5,12,3.0,43,10.75,95.6,72,18.0,0,0,0,0
Nick Haser,3,3,1.0,2,0.67,4,1.33,9,3.0,8,2.67,100.0,45,15.0,0,0,0,0
Aaron Watson,10,18,1.8,12,1.2,10,1.0,28,2.8,183,18.3,94.8,195,19.5,0,0,0,0
Mike Pannone,7,8,1.14,7,1.0,9,1.29,19,2.71,39,5.57,95.1,130,18.57,0,0,0,0
Alex Thorne,9,10,1.11,40,4.44,2,0.22,21,2.33,420,46.67,93.3,203,22.56,0,0,0,0
Rob Dulabon,9,18,2.0,2,0.22,8,0.89,21,2.33,32,3.56,84.2,190,21.11,0,0,0,0
Dillon Tranquillo,6,5,0.83,1,0.17,8,1.33,13,2.17,3,0.5,100.0,89,14.83,0,0,0,0
Mike Ogren,9,14,1.56,19,2.11,6,0.67,19,2.11,155,17.22,89.1,225,25.0,0,0,0,0
K Hartl,1,1,1.0,1,1.0,1,1.0,2,2.0,3,3.0,100.0,15,15.0,0,0,0,0
Andrew Gardner,1,1,1.0,0,0.0,1,1.0,2,2.0,5,5.0,100.0,11,11.0,0,0,0,0
Nick Kaczmarek,2,0,0.0,4,2.0,0,0.0,4,2.0,24,12.0,100.0,33,16.5,0,0,0,0
Mitch Cihon,7,7,1.0,7,1.0,4,0.57,13,1.86,81,11.57,95.3,112,16.0,0,0,0,0
Jonathan Mast,6,2,0.33,10,1.67,3,0.5,11,1.83,59,9.83,93.7,77,12.83,0,0,0,0
Eddie Peters,12,14,1.17,5,0.42,12,1.0,20,1.67,72,6.0,87.8,216,18.0,0,0,0,0
Jon DeAmicis,12,10,0.83,3,0.25,14,1.17,19,1.58,27,2.25,81.8,172,14.33,0,0,0,0
Pat Hammonds,14,14,1.0,27,1.93,4,0.29,22,1.57,141,10.07,87.6,253,18.07,0,0,0,0
Joseph Marmerstein,5,3,0.6,9,1.8,5,1.0,7,1.4,176,35.2,95.1,100,20.0,0,0,0,0
Carl Morgenstern,6,3,0.5,2,0.33,6,1.0,8,1.33,26,4.33,92.9,89,14.83,0,0,0,0
Steve Mogielski,15,11,0.73,8,0.53,9,0.6,19,1.27,66,4.4,90.4,238,15.87,0,0,0,0
Jacob Smith,4,5,1.25,1,0.25,2,0.5,5,1.25,14,3.5,93.3,51,12.75,0,0,0,0
Aaron Buss,14,6,0.43,15,1.07,10,0.71,16,1.14,158,11.29,91.3,217,15.5,0,0,0,0
Tyler Kunsa,9,5,0.56,17,1.89,4,0.44,10,1.11,388,43.11,96.5,199,22.11,0,0,0,0
Austin Engel,6,3,0.5,10,1.67,7,1.17,6,1.0,164,27.33,92.1,109,18.17,0,0,0,0
Sam VanDusen,7,6,0.86,15,2.14,9,1.29,7,1.0,88,12.57,80.0,157,22.43,0,0,0,0
Marcus Thaw,10,7,0.7,6,0.6,3,0.3,9,0.9,56,5.6,90.3,159,15.9,0,0,0,0
Tad Wissel,6,1,0.17,13,2.17,0,0.0,5,0.83,151,25.17,94.4,114,19.0,0,0,0,0
Johnny Bansfield,4,3,0.75,10,2.5,5,1.25,3,0.75,87,21.75,85.3,89,22.25,0,0,0,0
Scott Trimble,8,3,0.38,1,0.13,1,0.13,1,0.13,32,4.0,88.9,93,11.63,0,0,0,0
Isaac Smith,2,0,0.0,0,0.0,1,0.5,0,0.0,6,3.0,85.7,21,10.5,0,0,0,0
Chris Brenenborg,12,0,0.0,17,1.42,4,0.33,0,0.0,305,25.42,93.8,218,18.17,0,0,0,0
Jimmy Towle,1,1,1.0,0,0.0,0,0.0,0,0.0,5,5.0,83.3,14,14.0,0,0,0,0
Justin Kinkead,3,2,0.67,4,1.33,0,0.0,0,0.0,102,34.0,94.4,59,19.67,0,0,0,0
C Wood,4,0,0.0,0,0.0,2,0.5,-1,-0.25,20,5.0,87.0,42,10.5,0,0,0,0
Isaac Saul,5,2,0.4,14,2.8,1,0.2,-4,-0.8,200,40.0,90.9,119,23.8,0,0,0,0
