Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Bradley Seuntjens,12,42,3.5,8,0.67,9,0.75,52,4.33,153,12.75,95.6,326,27.17,0,0,0,0
Andrew Roney,11,11,1.0,69,6.27,14,1.27,46,4.18,573,52.09,92.4,336,30.55,0,0,0,0
Nathan Vickroy,7,12,1.71,25,3.57,3,0.43,18,2.57,135,19.29,88.2,162,23.14,0,0,0,0
Ryan Chard,8,9,1.13,5,0.63,11,1.38,20,2.5,79,9.88,96.3,176,22.0,0,0,0,0
Adam Vinson,6,14,2.33,4,0.67,2,0.33,14,2.33,60,10.0,93.8,111,18.5,0,0,0,0
Tanner Repasky,12,19,1.58,15,1.25,3,0.25,24,2.0,164,13.67,94.3,221,18.42,0,0,0,0
James Franklin,10,17,1.7,1,0.1,5,0.5,17,1.7,60,6.0,96.8,194,19.4,0,0,0,0
Billy O'Bryan,11,17,1.55,25,2.27,6,0.55,16,1.45,313,28.45,92.1,275,25.0,0,0,0,0
Jack Kern,9,12,1.33,1,0.11,6,0.67,13,1.44,23,2.56,85.2,137,15.22,0,0,0,0
Adam Carr,8,8,1.0,9,1.13,3,0.38,11,1.38,265,33.13,96.7,193,24.13,0,0,0,0
Ryan Hiser,12,14,1.17,14,1.17,2,0.17,15,1.25,149,12.42,92.0,224,18.67,0,0,0,0
Jacob Clary,12,4,0.33,1,0.08,9,0.75,14,1.17,7,0.58,100.0,127,10.58,0,0,0,0
Tim Lootens,10,8,0.8,5,0.5,4,0.4,10,1.0,92,9.2,92.9,127,12.7,0,0,0,0
Unmil Patel,10,5,0.5,2,0.2,4,0.4,10,1.0,45,4.5,100.0,105,10.5,0,0,0,0
Joshua Layton,4,3,0.75,5,1.25,0,0.0,3,0.75,29,7.25,90.6,52,13.0,0,0,0,0
Austin Koffarnus,6,3,0.5,0,0.0,3,0.5,4,0.67,5,0.83,71.4,47,7.83,0,0,0,0
John Holk,3,1,0.33,0,0.0,1,0.33,2,0.67,2,0.67,100.0,42,14.0,0,0,0,0
Jacob Lane,9,3,0.33,4,0.44,3,0.33,6,0.67,61,6.78,95.3,125,13.89,0,0,0,0
Hayden Wachob,6,6,1.0,5,0.83,1,0.17,4,0.67,82,13.67,93.2,73,12.17,0,0,0,0
Josh McKisic,5,2,0.4,0,0.0,1,0.2,3,0.6,3,0.6,100.0,35,7.0,0,0,0,0
Jack Barrow,4,2,0.5,0,0.0,0,0.0,2,0.5,7,1.75,100.0,13,3.25,0,0,0,0
Dustin Travaglini,12,7,0.58,13,1.08,4,0.33,5,0.42,295,24.58,93.9,217,18.08,0,0,0,0
Bobby Patterson,11,3,0.27,6,0.55,4,0.36,2,0.18,50,4.55,84.7,142,12.91,0,0,0,0
Anish Indhupuru,2,0,0.0,0,0.0,0,0.0,0,0.0,3,1.5,100.0,12,6.0,0,0,0,0
Tron Bass,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,1.5,0,0,0,0
BJ Barrett,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,4,1.33,0,0,0,0
Matthew Hankin,5,2,0.4,1,0.2,1,0.2,0,0.0,37,7.4,97.4,73,14.6,0,0,0,0
Brandon Perales,5,0,0.0,3,0.6,2,0.4,-2,-0.4,55,11.0,90.2,52,10.4,0,0,0,0
Alex Bullock,5,0,0.0,2,0.4,1,0.2,-3,-0.6,26,5.2,86.7,37,7.4,0,0,0,0
Craig Anderson,11,4,0.36,4,0.36,2,0.18,-7,-0.64,269,24.45,95.1,268,24.36,0,0,0,0
Lars Hanselman,1,0,0.0,0,0.0,0,0.0,-1,-1.0,7,7.0,87.5,10,10.0,0,0,0,0
