Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Kevin Coulter,8,37,4.63,27,3.38,11,1.38,44,5.5,173,21.63,87.4,199,24.88,0,0,0,0
Eric Hubbard,14,46,3.29,7,0.5,20,1.43,64,4.57,163,11.64,97.6,415,29.64,0,0,0,0
Aaron Del Real,9,26,2.89,12,1.33,7,0.78,25,2.78,107,11.89,88.4,243,27.0,0,0,0,0
Joseph Besser,10,6,0.6,23,2.3,5,0.5,12,1.2,386,38.6,95.8,234,23.4,0,0,0,0
Todd Hershberger,8,9,1.13,3,0.38,5,0.63,9,1.13,80,10.0,90.9,150,18.75,0,0,0,0
Channing Watson,11,22,2.0,13,1.18,3,0.27,10,0.91,184,16.73,90.2,256,23.27,0,0,0,0
Scott Sottosanti,12,29,2.42,48,4.0,13,1.08,7,0.58,452,37.67,85.1,387,32.25,0,0,0,0
Ben Murphy,6,4,0.67,3,0.5,2,0.33,3,0.5,66,11.0,91.7,110,18.33,0,0,0,0
Brian Jager,10,5,0.5,8,0.8,3,0.3,4,0.4,257,25.7,95.9,217,21.7,0,0,0,0
Marc Soldini,9,10,1.11,1,0.11,2,0.22,3,0.33,25,2.78,73.5,140,15.56,0,0,0,0
Jared Saltsman,13,3,0.23,1,0.08,8,0.62,3,0.23,32,2.46,82.1,246,18.92,0,0,0,0
Gerald Chizmadia,5,1,0.2,1,0.2,1,0.2,1,0.2,9,1.8,81.8,57,11.4,0,0,0,0
Mark Sandberg,10,1,0.1,3,0.3,2,0.2,0,0.0,116,11.6,95.9,176,17.6,0,0,0,0
Alex Gilson,9,5,0.56,7,0.78,7,0.78,0,0.0,60,6.67,83.3,181,20.11,0,0,0,0
Andrew Lucarotti,12,2,0.17,22,1.83,7,0.58,0,0.0,450,37.5,93.9,259,21.58,0,0,0,0
Dafeng Chen,12,4,0.33,6,0.5,3,0.25,-2,-0.17,112,9.33,90.3,230,19.17,0,0,0,0
Patrick Krantz,11,4,0.36,7,0.64,8,0.73,-3,-0.27,169,15.36,89.4,260,23.64,0,0,0,0
Matthew Perdulla,7,1,0.14,2,0.29,1,0.14,-2,-0.29,32,4.57,88.9,80,11.43,0,0,0,0
Souichi Terada,9,1,0.11,0,0.0,2,0.22,-3,-0.33,12,1.33,85.7,82,9.11,0,0,0,0
Daniel Hunt,13,6,0.46,7,0.54,7,0.54,-7,-0.54,116,8.92,84.1,295,22.69,0,0,0,0
Takashi Sato,14,3,0.21,5,0.36,4,0.29,-8,-0.57,119,8.5,85.6,202,14.43,0,0,0,0
Bryan Bush,11,4,0.36,3,0.27,2,0.18,-7,-0.64,145,13.18,91.8,223,20.27,0,0,0,0
Kirk Kuespert,5,0,0.0,0,0.0,0,0.0,-4,-0.8,8,1.6,88.9,66,13.2,0,0,0,0
Alex Hunt,13,2,0.15,5,0.38,1,0.08,-11,-0.85,56,4.31,80.0,181,13.92,0,0,0,0
Wasdi Grimaldo,14,2,0.14,16,1.14,10,0.71,-17,-1.21,357,25.5,89.7,338,24.14,0,0,0,0
Christopher Auman,9,0,0.0,2,0.22,1,0.11,-11,-1.22,57,6.33,81.4,138,15.33,0,0,0,0
