Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Mark Worsfold,15,50,3.33,14,0.93,12,0.8,54,3.6,129,8.6,87.2,141,9.4,0,0,0,0
Brian Kragt,14,29,2.07,27,1.93,12,0.86,43,3.07,138,9.86,86.3,119,8.5,0,0,0,0
Ben Ayres,16,43,2.69,28,1.75,16,1.0,47,2.94,245,15.31,89.1,212,13.25,0,0,0,0
John-Michael Guest,10,17,1.7,1,0.1,11,1.1,25,2.5,25,2.5,89.3,49,4.9,0,0,0,0
Logan Vantrease,16,25,1.56,31,1.94,11,0.69,38,2.38,209,13.06,89.7,199,12.44,0,0,0,0
Andrew Lucarotti,16,13,0.81,43,2.69,6,0.38,30,1.88,193,12.06,90.2,195,12.19,0,0,0,0
Andy Barnhart,9,5,0.56,5,0.56,9,1.0,14,1.56,32,3.56,88.9,37,4.11,0,0,0,0
Christo Ferguson,14,26,1.86,21,1.5,6,0.43,21,1.5,210,15.0,89.4,128,9.14,0,0,0,0
Ben Murphy,13,22,1.69,12,0.92,8,0.62,17,1.31,159,12.23,88.3,88,6.77,0,0,0,0
Johnny Bansfield,12,10,0.83,16,1.33,17,1.42,15,1.25,189,15.75,88.7,71,5.92,0,0,0,0
Jesse Ellwood,9,10,1.11,5,0.56,4,0.44,11,1.22,37,4.11,86.0,37,4.11,0,0,0,0
Alex Edinger,15,15,1.0,31,2.07,10,0.67,18,1.2,194,12.93,87.0,164,10.93,0,0,0,0
Aaron Del Real,9,10,1.11,5,0.56,10,1.11,10,1.11,86,9.56,89.6,33,3.67,0,0,0,0
James Highsmith,6,2,0.33,1,0.17,3,0.5,6,1.0,0,0.0,0.0,8,1.33,0,0,0,0
Austin Engel,7,3,0.43,1,0.14,5,0.71,5,0.71,35,5.0,89.7,11,1.57,0,0,0,0
Samuel Brennan,9,9,1.0,3,0.33,4,0.44,6,0.67,45,5.0,86.5,35,3.89,0,0,0,0
David Hochhalter,16,20,1.25,58,3.63,12,0.75,7,0.44,513,32.06,89.7,228,14.25,0,0,0,0
Michael Serota,4,0,0.0,1,0.25,0,0.0,1,0.25,0,0.0,0.0,2,0.5,0,0,0,0
Colin Bilodeau,4,0,0.0,0,0.0,1,0.25,1,0.25,0,0.0,0.0,2,0.5,0,0,0,0
Kevin Souser,5,2,0.4,0,0.0,3,0.6,1,0.2,27,5.4,90.0,4,0.8,0,0,0,0
Richard VanAmburg,4,1,0.25,0,0.0,1,0.25,0,0.0,15,3.75,88.2,2,0.5,0,0,0,0
Aaron Ziegler,6,2,0.33,1,0.17,3,0.5,0,0.0,42,7.0,87.5,8,1.33,0,0,0,0
Matt Wilken,10,4,0.4,11,1.1,7,0.7,-1,-0.1,114,11.4,85.7,44,4.4,0,0,0,0
Jeffrey Robinson,6,1,0.17,2,0.33,2,0.33,-1,-0.17,32,5.33,86.5,10,1.67,0,0,0,0
Evan Priest,5,1,0.2,1,0.2,2,0.4,-1,-0.2,30,6.0,88.2,4,0.8,0,0,0,0
Mike Zaagman,6,2,0.33,1,0.17,0,0.0,-2,-0.33,35,5.83,87.5,8,1.33,0,0,0,0
Dominic Conti,4,0,0.0,0,0.0,2,0.5,-2,-0.5,24,6.0,85.7,2,0.5,0,0,0,0
