Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Biz Schlaefer,2,5,2.5,6,3.0,0,0.0,10,5.0,24,12.0,100.0,29,14.5,225,113,166,83
Sterling Knoche,8,25,3.13,7,0.88,5,0.63,34,4.25,55,6.88,94.8,156,19.5,1257,157,247,31
Jack Kelly,9,25,2.78,12,1.33,3,0.33,37,4.11,100,11.11,97.1,130,14.44,1398,155,265,29
Kevin Pettit-Scantling,11,23,2.09,16,1.45,19,1.73,44,4.0,145,13.18,92.4,240,21.82,1103,100,697,63
Chris Wilen,8,22,2.75,11,1.38,4,0.5,28,3.5,128,16.0,94.8,135,16.88,1874,234,704,88
David Nester,4,6,1.5,9,2.25,2,0.5,12,3.0,49,12.25,92.5,56,14.0,737,184,351,88
Noah Nicol,1,2,2.0,0,0.0,1,1.0,3,3.0,9,9.0,100.0,15,15.0,63,63,50,50
Colin Sunde,2,3,1.5,3,1.5,1,0.5,5,2.5,14,7.0,93.3,26,13.0,198,99,123,62
Victor Luo,10,11,1.1,27,2.7,2,0.2,25,2.5,436,43.6,97.1,165,16.5,1576,158,2578,258
Luke Marks,10,10,1.0,4,0.4,9,0.9,22,2.2,48,4.8,98.0,173,17.3,424,42,266,27
Liam McDonald,5,6,1.2,3,0.6,4,0.8,11,2.2,23,4.6,92.0,50,10.0,277,55,228,46
Rami Paust,11,14,1.27,37,3.36,4,0.36,24,2.18,322,29.27,92.8,184,16.73,2153,196,2550,232
Chase Marty,11,11,1.0,8,0.73,6,0.55,22,2.0,44,4.0,97.8,165,15.0,691,63,147,13
Joshua Wilson,11,5,0.45,21,1.91,4,0.36,20,1.82,212,19.27,95.5,213,19.36,533,48,1638,149
Austin Johnson,2,1,0.5,3,1.5,1,0.5,3,1.5,26,13.0,96.3,22,11.0,61,31,111,56
Andrew Meshnick,8,3,0.38,5,0.63,8,1.0,12,1.5,52,6.5,92.9,169,21.13,428,54,556,70
Brett Robinson,2,2,1.0,1,0.5,2,1.0,3,1.5,5,2.5,83.3,22,11.0,70,35,32,16
Blake Krapfl,3,1,0.33,3,1.0,1,0.33,4,1.33,16,5.33,94.1,58,19.33,141,47,157,52
Nico Ranabhat,10,7,0.7,6,0.6,5,0.5,13,1.3,30,3.0,88.2,132,13.2,645,65,221,22
Avery Johnson,9,12,1.33,5,0.56,0,0.0,10,1.11,113,12.56,94.2,138,15.33,1312,146,384,43
Dylan Power,11,14,1.27,6,0.55,3,0.27,12,1.09,279,25.36,96.5,161,14.64,886,81,1657,151
Henry Goldenberg,11,5,0.45,11,1.0,3,0.27,12,1.09,110,10.0,95.7,107,9.73,366,33,732,67
Ted Schewe,8,9,1.13,3,0.38,0,0.0,8,1.0,40,5.0,90.9,77,9.63,702,88,439,55
Sean Treacy,2,3,1.5,0,0.0,1,0.5,2,1.0,11,5.5,91.7,31,15.5,107,54,82,41
Kyle Dreger,1,0,0.0,2,2.0,0,0.0,1,1.0,7,7.0,87.5,12,12.0,-8,-8,58,58
Ian McCosky,9,2,0.22,6,0.67,3,0.33,9,1.0,49,5.44,100.0,153,17.0,657,73,143,16
James Sykora,4,1,0.25,3,0.75,1,0.25,4,1.0,19,4.75,95.0,62,15.5,154,39,160,40
Jacob Wham,8,6,0.75,2,0.25,3,0.38,8,1.0,26,3.25,92.9,110,13.75,423,53,193,24
John Tan,3,1,0.33,0,0.0,3,1.0,2,0.67,10,3.33,90.9,33,11.0,178,59,34,11
Daniel Garlock,11,2,0.18,8,0.73,10,0.91,7,0.64,133,12.09,92.4,168,15.27,358,33,1112,101
Tom Annen,5,0,0.0,1,0.2,1,0.2,1,0.2,73,14.6,98.6,52,10.4,48,10,442,88
Logan Pruess,10,5,0.5,13,1.3,2,0.2,0,0.0,382,38.2,96.0,179,17.9,242,24,2781,278
