Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Mark Elbogen,15,50,3.33,47,3.13,6,0.4,68,4.53,275,18.33,90.2,329,21.93,0,0,0,0
Bryan Nguyen,14,47,3.36,15,1.07,5,0.36,56,4.0,109,7.79,92.4,268,19.14,0,0,0,0
Zach Theodore,14,23,1.64,11,0.79,22,1.57,49,3.5,68,4.86,91.9,281,20.07,0,0,0,0
Eric Lissner,14,22,1.57,49,3.5,7,0.5,44,3.14,371,26.5,92.8,322,23.0,0,0,0,0
Brandon Severson,10,13,1.3,8,0.8,12,1.2,31,3.1,63,6.3,98.4,161,16.1,0,0,0,0
Brent George,14,36,2.57,13,0.93,5,0.36,43,3.07,235,16.79,97.1,288,20.57,0,0,0,0
Hunter Corbett,15,17,1.13,23,1.53,18,1.2,40,2.67,262,17.47,94.2,327,21.8,0,0,0,0
Jeffrey Silverman,15,8,0.53,13,0.87,22,1.47,36,2.4,113,7.53,96.6,256,17.07,0,0,0,0
Steven Brooks,14,19,1.36,22,1.57,1,0.07,27,1.93,441,31.5,97.1,320,22.86,0,0,0,0
Timothy Beatty,8,10,1.25,15,1.88,1,0.13,15,1.88,208,26.0,95.4,161,20.13,0,0,0,0
Andrew Padula,4,6,1.5,0,0.0,2,0.5,6,1.5,12,3.0,92.3,54,13.5,0,0,0,0
Peter Zhou,10,10,1.0,3,0.3,4,0.4,15,1.5,42,4.2,95.5,105,10.5,0,0,0,0
Husayn Carnegie,2,3,1.5,0,0.0,1,0.5,3,1.5,20,10.0,100.0,37,18.5,0,0,0,0
Mitchell Steiner,12,6,0.5,10,0.83,14,1.17,17,1.42,158,13.17,93.5,212,17.67,0,0,0,0
Trevor Smith,12,10,0.83,2,0.17,9,0.75,17,1.42,16,1.33,84.2,157,13.08,0,0,0,0
Michael Kiyoi,13,13,1.0,6,0.46,7,0.54,17,1.31,116,8.92,95.1,204,15.69,0,0,0,0
Allen Lai,14,8,0.57,24,1.71,2,0.14,17,1.21,596,42.57,97.4,301,21.5,0,0,0,0
Zac Schakner,14,4,0.29,17,1.21,11,0.79,16,1.14,170,12.14,91.4,273,19.5,0,0,0,0
Eli Friedman,8,12,1.5,12,1.5,3,0.38,9,1.13,301,37.63,95.0,166,20.75,0,0,0,0
Simon Evans,9,9,1.0,0,0.0,2,0.22,9,1.0,5,0.56,100.0,112,12.44,0,0,0,0
Grant Boyd,5,2,0.4,2,0.4,2,0.4,5,1.0,50,10.0,98.0,69,13.8,0,0,0,0
Dan Bellinger,13,7,0.54,25,1.92,7,0.54,13,1.0,196,15.08,88.7,250,19.23,0,0,0,0
Nicholas Alexander,3,1,0.33,2,0.67,2,0.67,3,1.0,27,9.0,93.1,33,11.0,0,0,0,0
Sean McDougall,9,4,0.44,2,0.22,5,0.56,8,0.89,29,3.22,96.7,110,12.22,0,0,0,0
Adam Bronstein,4,0,0.0,3,0.75,2,0.5,3,0.75,53,13.25,96.4,63,15.75,0,0,0,0
Jack Marsh,3,3,1.0,6,2.0,1,0.33,2,0.67,66,22.0,91.7,56,18.67,0,0,0,0
Andrew Kohl,10,3,0.3,2,0.2,6,0.6,6,0.6,36,3.6,90.0,155,15.5,0,0,0,0
Tyler Bacon,11,2,0.18,16,1.45,6,0.55,3,0.27,173,15.73,89.6,220,20.0,0,0,0,0
Josh Kohl,1,0,0.0,0,0.0,2,2.0,0,0.0,6,6.0,75.0,12,12.0,0,0,0,0
Sam Plasman,4,2,0.5,0,0.0,0,0.0,0,0.0,5,1.25,83.3,43,10.75,0,0,0,0
Greg Husak,6,6,1.0,8,1.33,1,0.17,-2,-0.33,135,22.5,89.4,119,19.83,0,0,0,0
