Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Karl Loiseau,11,34,3.09,30,2.73,7,0.64,52,4.73,196,17.82,92.9,252,22.91,0,0,0,0
Mike Lee,14,60,4.29,29,2.07,6,0.43,60,4.29,232,16.57,89.9,303,21.64,0,0,0,0
Kielan Way,11,17,1.55,44,4.0,10,0.91,42,3.82,289,26.27,91.2,259,23.55,0,0,0,0
Alec Arsenault,14,22,1.57,11,0.79,27,1.93,47,3.36,87,6.21,93.5,302,21.57,0,0,0,0
Paul Renaud,7,13,1.86,10,1.43,7,1.0,18,2.57,76,10.86,95.0,151,21.57,0,0,0,0
Andrew Ouchterlony,8,9,1.13,17,2.13,2,0.25,17,2.13,107,13.38,91.5,181,22.63,0,0,0,0
Russ Nicolls,11,14,1.27,10,0.91,7,0.64,23,2.09,78,7.09,91.8,178,16.18,0,0,0,0
Lance Blackstock,2,2,1.0,0,0.0,3,1.5,4,2.0,5,2.5,100.0,35,17.5,0,0,0,0
Andy Corey,13,14,1.08,31,2.38,12,0.92,26,2.0,160,12.31,85.1,304,23.38,0,0,0,0
Ken Alexander,8,13,1.63,12,1.5,4,0.5,16,2.0,83,10.38,87.4,152,19.0,0,0,0,0
Jeremy Hill,4,5,1.25,3,0.75,3,0.75,7,1.75,22,5.5,84.6,53,13.25,0,0,0,0
Nick Boucher,14,6,0.43,23,1.64,31,2.21,24,1.71,130,9.29,80.2,347,24.79,0,0,0,0
Matt O'Brien,12,12,1.0,1,0.08,15,1.25,19,1.58,39,3.25,86.7,209,17.42,0,0,0,0
Jordan McGregor,12,9,0.75,3,0.25,12,1.0,18,1.5,32,2.67,88.9,202,16.83,0,0,0,0
Leon Forest-Nault,12,17,1.42,12,1.0,3,0.25,18,1.5,162,13.5,95.3,228,19.0,0,0,0,0
Paul Mensah,9,9,1.0,0,0.0,8,0.89,13,1.44,5,0.56,71.4,129,14.33,0,0,0,0
Kinley Gee,12,17,1.42,22,1.83,5,0.42,17,1.42,577,48.08,95.8,314,26.17,0,0,0,0
Matthew Berg,7,6,0.86,2,0.29,2,0.29,8,1.14,15,2.14,88.2,112,16.0,0,0,0,0
Bryce Ring,8,5,0.63,5,0.63,3,0.38,9,1.13,52,6.5,92.9,106,13.25,0,0,0,0
Scott Westwell,11,15,1.36,10,0.91,8,0.73,12,1.09,168,15.27,91.3,272,24.73,0,0,0,0
Laurent Loiseau,8,8,1.0,1,0.13,3,0.38,6,0.75,23,2.88,85.2,123,15.38,0,0,0,0
Colin Froats,10,6,0.6,1,0.1,2,0.2,6,0.6,63,6.3,96.9,125,12.5,0,0,0,0
Luke Phelan,9,4,0.44,1,0.11,3,0.33,5,0.56,20,2.22,87.0,107,11.89,0,0,0,0
Craig Froats,6,0,0.0,7,1.17,1,0.17,3,0.5,28,4.67,84.8,62,10.33,0,0,0,0
Harrison Schwarzer,2,1,0.5,1,0.5,1,0.5,1,0.5,9,4.5,90.0,31,15.5,0,0,0,0
Geoff Bevan,5,4,0.8,8,1.6,2,0.4,2,0.4,117,23.4,90.7,83,16.6,0,0,0,0
David Janssen,4,3,0.75,2,0.5,1,0.25,1,0.25,141,35.25,96.6,96,24.0,0,0,0,0
Cooper Brotman,9,2,0.22,7,0.78,4,0.44,2,0.22,64,7.11,88.9,175,19.44,0,0,0,0
Matthew Hogel,11,7,0.64,7,0.64,3,0.27,1,0.09,118,10.73,89.4,182,16.55,0,0,0,0
Colin Green,3,0,0.0,1,0.33,0,0.0,0,0.0,9,3.0,90.0,20,6.67,0,0,0,0
Derek Alexander,8,6,0.75,28,3.5,6,0.75,-3,-0.38,478,59.75,91.9,244,30.5,0,0,0,0
