Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Max Sheppard,14,61,4.36,68,4.86,9,0.64,103,7.36,295,21.07,91.0,337,24.07,0,0,0,0
Thomas Edmonds,12,32,2.67,43,3.58,5,0.42,54,4.5,670,55.83,96.5,250,20.83,0,0,0,0
Jimmy Towle,13,30,2.31,13,1.0,10,0.77,39,3.0,164,12.62,94.8,257,19.77,0,0,0,0
Mark Fedorenko,11,15,1.36,15,1.36,9,0.82,29,2.64,201,18.27,97.1,202,18.36,0,0,0,0
Anson Reppermund,14,12,0.86,12,0.86,26,1.86,36,2.57,75,5.36,85.2,277,19.79,0,0,0,0
Dylan Best,11,22,2.0,17,1.55,0,0.0,23,2.09,264,24.0,95.0,231,21.0,0,0,0,0
Alex Thomas,13,15,1.15,6,0.46,12,0.92,25,1.92,70,5.38,94.6,222,17.08,0,0,0,0
Sam VanDusen,12,8,0.67,43,3.58,10,0.83,23,1.92,251,20.92,87.8,326,27.17,0,0,0,0
Robert Halvorsen,6,8,1.33,0,0.0,4,0.67,11,1.83,10,1.67,100.0,72,12.0,0,0,0,0
Owen Watt,13,13,1.0,16,1.23,8,0.62,22,1.69,103,7.92,88.0,222,17.08,0,0,0,0
David Vatz,8,17,2.13,0,0.0,0,0.0,13,1.63,66,8.25,97.1,138,17.25,0,0,0,0
Kenny Furdella,10,9,0.9,11,1.1,2,0.2,16,1.6,217,21.7,98.2,207,20.7,0,0,0,0
Tyler DeGirolamo,2,0,0.0,3,1.5,2,1.0,3,1.5,35,17.5,97.2,34,17.0,0,0,0,0
Chris Graber,12,16,1.33,3,0.25,1,0.08,17,1.42,35,2.92,97.2,186,15.5,0,0,0,0
Jordan Robarge,5,2,0.4,3,0.6,2,0.4,6,1.2,15,3.0,93.8,47,9.4,0,0,0,0
Nick Gigliotti,8,5,0.63,5,0.63,3,0.38,9,1.13,44,5.5,93.6,124,15.5,0,0,0,0
Jack Hefferon,9,2,0.22,0,0.0,7,0.78,9,1.0,13,1.44,100.0,125,13.89,0,0,0,0
Jesse Evans,2,1,0.5,0,0.0,1,0.5,2,1.0,3,1.5,100.0,20,10.0,0,0,0,0
Adam Burgess,11,4,0.36,8,0.73,7,0.64,10,0.91,116,10.55,93.5,158,14.36,0,0,0,0
Dayne Meyer,12,2,0.17,3,0.25,5,0.42,8,0.67,31,2.58,96.9,121,10.08,0,0,0,0
Jonathan Mast,14,6,0.43,21,1.5,4,0.29,9,0.64,639,45.64,96.7,288,20.57,0,0,0,0
Jasper Tom,5,2,0.4,1,0.2,1,0.2,3,0.6,42,8.4,97.7,70,14.0,0,0,0,0
John Buss,6,2,0.33,0,0.0,2,0.33,3,0.5,14,2.33,100.0,48,8.0,0,0,0,0
Donald Robinson,2,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,100.0,19,9.5,0,0,0,0
Andrew Gardner,2,0,0.0,0,0.0,1,0.5,1,0.5,2,1.0,100.0,15,7.5,0,0,0,0
Marquis Cofer,10,3,0.3,1,0.1,3,0.3,4,0.4,9,0.9,81.8,91,9.1,0,0,0,0
Eike Cramer,9,3,0.33,0,0.0,1,0.11,3,0.33,22,2.44,100.0,107,11.89,0,0,0,0
Patrick McMullen,13,3,0.23,4,0.31,1,0.08,3,0.23,108,8.31,97.3,197,15.15,0,0,0,0
Steve Mogielski,14,5,0.36,1,0.07,4,0.29,2,0.14,33,2.36,80.5,171,12.21,0,0,0,0
Justin Kinkead,2,0,0.0,0,0.0,0,0.0,0,0.0,3,1.5,100.0,14,7.0,0,0,0,0
Steve May,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,7,7.0,0,0,0,0
