Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Sean McDougall,14,41,2.93,13,0.93,18,1.29,56,4.0,154,11.0,93.3,289,20.64,0,0,0,0
Mark Elbogen,13,32,2.46,29,2.23,8,0.62,39,3.0,227,17.46,89.4,301,23.15,0,0,0,0
Simon Evans,14,29,2.07,2,0.14,12,0.86,37,2.64,25,1.79,89.3,276,19.71,0,0,0,0
Bryan Nguyen,13,28,2.15,13,1.0,6,0.46,34,2.62,134,10.31,92.4,245,18.85,0,0,0,0
Hunter Corbett,8,9,1.13,10,1.25,7,0.88,20,2.5,77,9.63,92.8,175,21.88,0,0,0,0
Eric Lissner,8,17,2.13,22,2.75,4,0.5,19,2.38,201,25.13,90.5,178,22.25,0,0,0,0
Husayn Carnegie,10,22,2.2,9,0.9,6,0.6,23,2.3,101,10.1,89.4,202,20.2,0,0,0,0
Zach Theodore,12,13,1.08,7,0.58,10,0.83,25,2.08,66,5.5,93.0,212,17.67,0,0,0,0
Nicholas Alexander,6,6,1.0,14,2.33,0,0.0,12,2.0,188,31.33,96.9,105,17.5,0,0,0,0
Jeffrey Silverman,11,8,0.73,8,0.73,9,0.82,16,1.45,112,10.18,93.3,237,21.55,0,0,0,0
Andrew Pebley,7,7,1.0,4,0.57,1,0.14,10,1.43,32,4.57,94.1,110,15.71,0,0,0,0
Zac Schakner,13,3,0.23,23,1.77,9,0.69,18,1.38,136,10.46,90.7,263,20.23,0,0,0,0
Grant Boyd,13,14,1.08,15,1.15,3,0.23,17,1.31,236,18.15,94.0,221,17.0,0,0,0,0
Mitchell Steiner,13,9,0.69,10,0.77,14,1.08,16,1.23,109,8.38,87.9,219,16.85,0,0,0,0
Ian Chiles,9,7,0.78,5,0.56,5,0.56,11,1.22,53,5.89,94.6,141,15.67,0,0,0,0
Steven Chang,12,8,0.67,33,2.75,4,0.33,14,1.17,528,44.0,95.0,272,22.67,0,0,0,0
Cody Johns,1,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0.0,7,7.0,0,0,0,0
Tyler Bacon,6,8,1.33,18,3.0,2,0.33,6,1.0,150,25.0,87.2,128,21.33,0,0,0,0
Greg Husak,4,3,0.75,4,1.0,2,0.5,3,0.75,41,10.25,87.2,59,14.75,0,0,0,0
Dan Bellinger,13,4,0.31,12,0.92,9,0.69,6,0.46,153,11.77,89.5,246,18.92,0,0,0,0
Ed Melo,9,2,0.22,8,0.89,2,0.22,3,0.33,135,15.0,93.8,117,13.0,0,0,0,0
Stephane Carslisle,5,1,0.2,0,0.0,3,0.6,1,0.2,8,1.6,72.7,59,11.8,0,0,0,0
Allen Lai,12,8,0.67,9,0.75,2,0.17,2,0.17,343,28.58,95.5,227,18.92,0,0,0,0
Andrew McCrae,3,1,0.33,0,0.0,0,0.0,0,0.0,24,8.0,100.0,21,7.0,0,0,0,0
Dan Oettinger,12,2,0.17,11,0.92,5,0.42,-3,-0.25,193,16.08,91.0,203,16.92,0,0,0,0
Dan Smeltzer,7,3,0.43,1,0.14,0,0.0,-2,-0.29,42,6.0,89.4,62,8.86,0,0,0,0
Nathan Warden,9,0,0.0,1,0.11,0,0.0,-3,-0.33,14,1.56,87.5,93,10.33,0,0,0,0
Joe Forbes,7,0,0.0,4,0.57,0,0.0,-9,-1.29,165,23.57,92.7,114,16.29,0,0,0,0
