Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Mike Mackenzie,2,6,3.0,3,1.5,1,0.5,10,5.0,11,5.5,100.0,23,11.5,0,0,0,0
Cameron Harris,14,34,2.43,40,2.86,9,0.64,57,4.07,284,20.29,92.5,315,22.5,0,0,0,0
Nathan Hirst,12,33,2.75,34,2.83,4,0.33,46,3.83,190,15.83,89.6,244,20.33,0,0,0,0
Andrew Carroll,12,25,2.08,34,2.83,6,0.5,43,3.58,266,22.17,94.0,261,21.75,0,0,0,0
Geoff Powell,9,25,2.78,7,0.78,4,0.44,29,3.22,83,9.22,94.3,185,20.56,0,0,0,0
Akifumi Muraoka,14,27,1.93,30,2.14,6,0.43,40,2.86,207,14.79,90.0,302,21.57,0,0,0,0
Bretton Tan,6,10,1.67,1,0.17,10,1.67,17,2.83,45,7.5,95.7,119,19.83,0,0,0,0
Wilkie Lewis,9,17,1.89,7,0.78,3,0.33,24,2.67,51,5.67,94.4,160,17.78,0,0,0,0
Isaiah Masek-Kelly,10,9,0.9,13,1.3,12,1.2,20,2.0,211,21.1,95.0,214,21.4,0,0,0,0
Marijo Zlatic,3,5,1.67,1,0.33,2,0.67,6,2.0,6,2.0,100.0,38,12.67,0,0,0,0
Jacky Hau,13,9,0.69,13,1.0,15,1.15,26,2.0,106,8.15,92.2,242,18.62,0,0,0,0
Phil Turner,14,10,0.71,3,0.21,20,1.43,26,1.86,31,2.21,88.6,217,15.5,0,0,0,0
Iain Mackenzie,14,12,0.86,18,1.29,9,0.64,26,1.86,124,8.86,92.5,268,19.14,0,0,0,0
Adrian Yearwood,7,9,1.29,9,1.29,0,0.0,10,1.43,179,25.57,95.7,139,19.86,0,0,0,0
Thomson McKnight,13,13,1.0,22,1.69,3,0.23,17,1.31,482,37.08,96.6,278,21.38,0,0,0,0
Jason Huynh,10,6,0.6,12,1.2,4,0.4,13,1.3,147,14.7,94.8,176,17.6,0,0,0,0
Scott Graham,5,7,1.4,3,0.6,1,0.2,6,1.2,35,7.0,92.1,69,13.8,0,0,0,0
Ben Pries,12,4,0.33,0,0.0,9,0.75,12,1.0,20,1.67,95.2,182,15.17,0,0,0,0
Dan LaFrance,10,7,0.7,1,0.1,2,0.2,9,0.9,9,0.9,100.0,97,9.7,0,0,0,0
Kieran Charnock,10,4,0.4,5,0.5,3,0.3,9,0.9,18,1.8,90.0,98,9.8,0,0,0,0
Remi Ojo,10,4,0.4,1,0.1,10,1.0,9,0.9,18,1.8,75.0,127,12.7,0,0,0,0
Bryan Kuo,5,0,0.0,1,0.2,3,0.6,3,0.6,13,2.6,92.9,46,9.2,0,0,0,0
Barrett Wachholz,2,0,0.0,4,2.0,1,0.5,1,0.5,15,7.5,88.2,30,15.0,0,0,0,0
Kevin Jay,9,2,0.22,0,0.0,3,0.33,3,0.33,21,2.33,91.3,78,8.67,0,0,0,0
Jeremy Norden,10,3,0.3,10,1.0,4,0.4,2,0.2,145,14.5,91.2,114,11.4,0,0,0,0
Jaret Meron,14,1,0.07,8,0.57,4,0.29,0,0.0,105,7.5,89.0,212,15.14,0,0,0,0
Drew Wilson,1,0,0.0,0,0.0,0,0.0,0,0.0,4,4.0,100.0,10,10.0,0,0,0,0
Connor Armstrong,2,1,0.5,0,0.0,0,0.0,0,0.0,51,25.5,98.1,29,14.5,0,0,0,0
Bryan Yue,9,0,0.0,0,0.0,3,0.33,0,0.0,27,3.0,93.1,72,8.0,0,0,0,0
Jason Lam,11,5,0.45,3,0.27,2,0.18,-2,-0.18,91,8.27,91.0,112,10.18,0,0,0,0
Luc Comire,8,5,0.63,7,0.88,1,0.13,-2,-0.25,245,30.63,95.7,159,19.88,0,0,0,0
