Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Henry Fisher,9,43,4.78,14,1.56,1,0.11,55,6.11,173,19.22,98.3,193,21.44,0,0,0,0
Jonathan Nethercutt,2,0,0.0,10,5.0,2,1.0,11,5.5,50,25.0,98.0,53,26.5,0,0,0,0
Jacob Fairfax,13,31,2.38,41,3.15,8,0.62,65,5.0,189,14.54,94.0,296,22.77,0,0,0,0
Mischa Freystaetter,9,21,2.33,18,2.0,4,0.44,40,4.44,147,16.33,98.0,195,21.67,0,0,0,0
Bobby Ley,7,13,1.86,27,3.86,4,0.57,31,4.43,298,42.57,95.8,177,25.29,0,0,0,0
Terrence Mitchell,13,40,3.08,14,1.08,5,0.38,47,3.62,143,11.0,94.7,247,19.0,0,0,0,0
Noah Saul,9,10,1.11,27,3.0,1,0.11,28,3.11,396,44.0,97.5,216,24.0,0,0,0,0
David Richardson,10,6,0.6,3,0.3,17,1.7,25,2.5,17,1.7,94.4,172,17.2,0,0,0,0
Allan Laviolette,11,24,2.18,21,1.91,4,0.36,27,2.45,215,19.55,91.5,238,21.64,0,0,0,0
Joey Cretella,5,4,0.8,5,1.0,6,1.2,12,2.4,43,8.6,95.6,94,18.8,0,0,0,0
Josh Hartzog,11,16,1.45,8,0.73,5,0.45,26,2.36,37,3.36,92.5,195,17.73,0,0,0,0
Tim McAllister,8,4,0.5,10,1.25,7,0.88,17,2.13,42,5.25,93.3,156,19.5,0,0,0,0
Jordan Perry,4,0,0.0,6,1.5,2,0.5,7,1.75,39,9.75,97.5,59,14.75,0,0,0,0
Kamron Daftari,4,4,1.0,0,0.0,4,1.0,7,1.75,8,2.0,88.9,46,11.5,0,0,0,0
Sol Yanuck,9,2,0.22,12,1.33,9,1.0,15,1.67,168,18.67,95.5,171,19.0,0,0,0,0
Shane Sisco,6,6,1.0,2,0.33,2,0.33,9,1.5,15,2.5,93.8,83,13.83,0,0,0,0
Mike Pannone,3,2,0.67,1,0.33,1,0.33,4,1.33,3,1.0,100.0,39,13.0,0,0,0,0
Chuck Cantone,10,4,0.4,4,0.4,6,0.6,13,1.3,46,4.6,97.9,127,12.7,0,0,0,0
Jakeem Polk,6,2,0.33,0,0.0,5,0.83,7,1.17,10,1.67,100.0,64,10.67,0,0,0,0
Eric Taylor,8,6,0.75,25,3.13,3,0.38,8,1.0,448,56.0,95.3,208,26.0,0,0,0,0
Tristan Green,4,1,0.25,6,1.5,0,0.0,4,1.0,28,7.0,90.3,64,16.0,0,0,0,0
Ross Ward,9,3,0.33,3,0.33,4,0.44,9,1.0,20,2.22,95.2,110,12.22,0,0,0,0
Charlie Muniz,9,11,1.22,2,0.22,3,0.33,9,1.0,125,13.89,96.9,136,15.11,0,0,0,0
Justin Allen,6,5,0.83,2,0.33,5,0.83,6,1.0,22,3.67,78.6,91,15.17,0,0,0,0
Johnnie Lynch,4,2,0.5,2,0.5,1,0.25,4,1.0,4,1.0,100.0,35,8.75,0,0,0,0
JD Hastings,10,2,0.2,7,0.7,3,0.3,8,0.8,63,6.3,95.5,148,14.8,0,0,0,0
Grayson Sanner,4,4,1.0,1,0.25,1,0.25,3,0.75,17,4.25,85.0,52,13.0,0,0,0,0
Kiron Allen,9,9,1.0,3,0.33,0,0.0,6,0.67,212,23.56,98.1,157,17.44,0,0,0,0
Jeff Nordgren,10,3,0.3,3,0.3,6,0.6,6,0.6,37,3.7,88.1,149,14.9,0,0,0,0
Andrew McKelvey,9,7,0.78,2,0.22,3,0.33,5,0.56,22,2.44,78.6,86,9.56,0,0,0,0
Vikram Sethuraman,5,1,0.2,1,0.2,1,0.2,2,0.4,6,1.2,85.7,68,13.6,0,0,0,0
Jacob Mouw,8,2,0.25,4,0.5,0,0.0,1,0.13,38,4.75,90.5,85,10.63,0,0,0,0
Sam Gabrielson,2,1,0.5,0,0.0,0,0.0,0,0.0,12,6.0,92.3,24,12.0,0,0,0,0
Andrew Cohen,4,0,0.0,4,1.0,0,0.0,-1,-0.25,89,22.25,94.7,60,15.0,0,0,0,0
Connor Russell,4,4,1.0,1,0.25,1,0.25,-2,-0.5,15,3.75,65.2,54,13.5,0,0,0,0
