Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Christian Mathieu,8,12,1.5,13,1.63,5,0.63,23,2.88,98,12.25,94.2,138,17.25,0,0,0,0
Francois-Xavier Hotte,4,12,3.0,3,0.75,1,0.25,11,2.75,35,8.75,89.7,71,17.75,0,0,0,0
Yoland Cabot,14,23,1.64,23,1.64,11,0.79,37,2.64,163,11.64,90.1,272,19.43,0,0,0,0
Tim Tsang,13,32,2.46,23,1.77,13,1.0,33,2.54,240,18.46,88.6,251,19.31,0,0,0,0
Chuck Cantone,13,27,2.08,6,0.46,6,0.46,32,2.46,61,4.69,92.4,184,14.15,0,0,0,0
Jean-Levy Champagne,14,24,1.71,19,1.36,7,0.5,33,2.36,161,11.5,93.1,273,19.5,0,0,0,0
Philippe Thivierge,13,13,1.0,5,0.38,16,1.23,27,2.08,73,5.62,92.4,184,14.15,0,0,0,0
Félix-Antoine Daigle,14,9,0.64,23,1.64,13,0.93,27,1.93,226,16.14,93.0,251,17.93,0,0,0,0
Antoine Genest,11,14,1.27,17,1.55,8,0.73,21,1.91,80,7.27,85.1,216,19.64,0,0,0,0
Max Guy,8,14,1.75,0,0.0,4,0.5,13,1.63,32,4.0,94.1,119,14.88,0,0,0,0
Shawn St-Jean Timmins,10,13,1.3,9,0.9,2,0.2,16,1.6,71,7.1,91.0,163,16.3,0,0,0,0
Francis Vallée,5,7,1.4,1,0.2,1,0.2,7,1.4,72,14.4,97.3,71,14.2,0,0,0,0
Fred Bredard,5,9,1.8,0,0.0,2,0.4,7,1.4,3,0.6,60.0,59,11.8,0,0,0,0
Nicolas Vanasse,11,10,0.91,13,1.18,3,0.27,14,1.27,111,10.09,92.5,163,14.82,0,0,0,0
Mathieu Bordeleau,12,11,0.92,5,0.42,14,1.17,15,1.25,107,8.92,89.9,230,19.17,0,0,0,0
Eric Dion,14,6,0.43,33,2.36,1,0.07,17,1.21,454,32.43,95.4,268,19.14,0,0,0,0
Eric St-Amant,10,6,0.6,13,1.3,4,0.4,12,1.2,95,9.5,93.1,172,17.2,0,0,0,0
Charles Bariteau,14,5,0.36,8,0.57,8,0.57,16,1.14,73,5.21,94.8,203,14.5,0,0,0,0
Olivier Drouin,10,8,0.8,3,0.3,4,0.4,11,1.1,30,3.0,93.8,140,14.0,0,0,0,0
Nicolas Brochu,10,8,0.8,5,0.5,6,0.6,10,1.0,83,8.3,90.2,154,15.4,0,0,0,0
Cedric Aubut-Boucher,7,5,0.71,1,0.14,2,0.29,6,0.86,13,1.86,92.9,66,9.43,0,0,0,0
Jean-Philippe Riopel,10,7,0.7,0,0.0,3,0.3,8,0.8,19,1.9,90.5,80,8.0,0,0,0,0
Gustavo Castano,13,1,0.08,20,1.54,4,0.31,9,0.69,240,18.46,94.9,219,16.85,0,0,0,0
Kevin Groulx,12,10,0.83,15,1.25,4,0.33,8,0.67,72,6.0,80.9,189,15.75,0,0,0,0
Gabriel Monfette,12,3,0.25,8,0.67,11,0.92,6,0.5,129,10.75,90.2,180,15.0,0,0,0,0
Mark Zimmerl,7,3,0.43,7,1.0,0,0.0,3,0.43,96,13.71,93.2,99,14.14,0,0,0,0
Jerome Boucher,13,4,0.31,17,1.31,6,0.46,-4,-0.31,383,29.46,92.7,251,19.31,0,0,0,0
Bruno-Pier Demers,6,0,0.0,6,1.0,1,0.17,-3,-0.5,79,13.17,88.8,69,11.5,0,0,0,0
