Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
AJ Nelson,7,32,4.57,10,1.43,8,1.14,41,5.86,147,21.0,95.5,162,23.14,0,0,0,0
Rory Gallagher,2,6,3.0,4,2.0,0,0.0,8,4.0,24,12.0,92.3,52,26.0,0,0,0,0
Michael Shiel,10,14,1.4,29,2.9,5,0.5,35,3.5,273,27.3,95.8,192,19.2,0,0,0,0
Patrick Kaufmann,7,17,2.43,6,0.86,8,1.14,23,3.29,50,7.14,90.9,137,19.57,0,0,0,0
Jonathan Helton,12,30,2.5,32,2.67,12,1.0,39,3.25,258,21.5,89.9,303,25.25,0,0,0,0
Brett Matzuka,11,5,0.45,40,3.64,18,1.64,30,2.73,721,65.55,95.9,352,32.0,0,0,0,0
Michael Egan,11,14,1.27,6,0.55,10,0.91,23,2.09,54,4.91,90.0,166,15.09,0,0,0,0
Danny Miller,12,24,2.0,4,0.33,4,0.33,22,1.83,60,5.0,95.2,151,12.58,0,0,0,0
Von Alanguilan,3,3,1.0,2,0.67,1,0.33,5,1.67,9,3.0,90.0,38,12.67,0,0,0,0
Brian Rathunde,5,4,0.8,3,0.6,5,1.0,8,1.6,12,2.4,80.0,50,10.0,0,0,0,0
Alex Rummelhart,12,11,0.92,3,0.25,11,0.92,19,1.58,60,5.0,92.3,160,13.33,0,0,0,0
Cullen Geppert,12,15,1.25,27,2.25,9,0.75,18,1.5,204,17.0,89.1,232,19.33,0,0,0,0
Neal Phelps,8,7,0.88,6,0.75,5,0.63,12,1.5,43,5.38,91.5,141,17.63,0,0,0,0
Tim Fergus,10,14,1.4,19,1.9,6,0.6,14,1.4,420,42.0,95.5,207,20.7,0,0,0,0
Matt Stegemann,5,5,1.0,2,0.4,2,0.4,7,1.4,31,6.2,93.9,58,11.6,0,0,0,0
Jack Shey,8,13,1.63,2,0.25,7,0.88,11,1.38,51,6.38,91.1,116,14.5,0,0,0,0
Dan Vockeroth,9,10,1.11,2,0.22,6,0.67,12,1.33,26,2.89,92.9,103,11.44,0,0,0,0
Bob Liu,12,12,1.0,32,2.67,8,0.67,15,1.25,454,37.83,93.0,258,21.5,0,0,0,0
Alex Drlica-Wagner,13,7,0.54,5,0.38,7,0.54,16,1.23,85,6.54,98.8,194,14.92,0,0,0,0
Adrian King,12,10,0.83,13,1.08,4,0.33,13,1.08,253,21.08,94.8,211,17.58,0,0,0,0
James Roush,2,1,0.5,0,0.0,1,0.5,2,1.0,4,2.0,100.0,17,8.5,0,0,0,0
Jeffrey Silverman,7,2,0.29,4,0.57,3,0.43,7,1.0,47,6.71,95.9,76,10.86,0,0,0,0
Jeffrey Robinson,9,2,0.22,5,0.56,8,0.89,8,0.89,80,8.89,92.0,98,10.89,0,0,0,0
Andrew Sheehan,10,2,0.2,13,1.3,10,1.0,6,0.6,174,17.4,90.6,153,15.3,0,0,0,0
Max Shepard,10,5,0.5,1,0.1,8,0.8,6,0.6,44,4.4,91.7,105,10.5,0,0,0,0
Jimmy Robin,9,0,0.0,3,0.33,3,0.33,5,0.56,47,5.22,97.9,76,8.44,0,0,0,0
Josh Stevens-Stein,8,4,0.5,1,0.13,6,0.75,4,0.5,30,3.75,90.9,88,11.0,0,0,0,0
Zubair Abdulla,5,2,0.4,3,0.6,1,0.2,1,0.2,34,6.8,89.5,37,7.4,0,0,0,0
Ryan Smith,10,9,0.9,4,0.4,4,0.4,1,0.1,110,11.0,88.7,134,13.4,0,0,0,0
Brodie Smith,2,1,0.5,0,0.0,0,0.0,0,0.0,2,1.0,66.7,3,1.5,0,0,0,0
