Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Jimmy Mickle,11,26,2.36,54,4.91,17,1.55,68,6.18,258,23.45,90.5,305,27.73,0,0,0,0
Beau Kittredge,8,28,3.5,12,1.5,11,1.38,41,5.13,125,15.63,95.4,176,22.0,0,0,0,0
Kurt Gibson,9,23,2.56,35,3.89,6,0.67,44,4.89,337,37.44,95.5,237,26.33,0,0,0,0
Stanley Peterson,8,23,2.88,13,1.63,12,1.5,38,4.75,100,12.5,93.5,188,23.5,0,0,0,0
Thomas Slack,15,48,3.2,16,1.07,9,0.6,59,3.93,153,10.2,94.4,325,21.67,0,0,0,0
Chris Mazur,5,9,1.8,18,3.6,2,0.4,19,3.8,104,20.8,92.0,111,22.2,0,0,0,0
Daniel Emmons,15,17,1.13,13,0.87,32,2.13,53,3.53,75,5.0,89.3,274,18.27,0,0,0,0
Dylan Freechild,10,11,1.1,27,2.7,10,1.0,35,3.5,202,20.2,94.8,226,22.6,0,0,0,0
Kai Marshall,14,47,3.36,16,1.14,7,0.5,49,3.5,129,9.21,92.8,283,20.21,0,0,0,0
Matt Jackson,16,27,1.69,20,1.25,20,1.25,54,3.38,234,14.63,94.7,346,21.63,0,0,0,0
Jeremy Langdon,8,8,1.0,10,1.25,13,1.63,26,3.25,69,8.63,94.5,149,18.63,0,0,0,0
Ben Lohre,11,22,2.0,15,1.36,7,0.64,35,3.18,223,20.27,96.5,255,23.18,0,0,0,0
Chris Larberg,13,24,1.85,8,0.62,13,1.0,38,2.92,48,3.69,88.9,204,15.69,0,0,0,0
Jake Anderson,15,19,1.27,12,0.8,18,1.2,42,2.8,70,4.67,93.3,290,19.33,0,0,0,0
Dillon Larberg,14,23,1.64,17,1.21,27,1.93,39,2.79,113,8.07,82.5,258,18.43,0,0,0,0
Cassidy Rasmussen,8,11,1.38,20,2.5,3,0.38,21,2.63,169,21.13,93.4,178,22.25,0,0,0,0
Dalton Smith,10,15,1.5,15,1.5,6,0.6,22,2.2,95,9.5,89.6,157,15.7,0,0,0,0
Matt Costello,15,18,1.2,25,1.67,7,0.47,33,2.2,224,14.93,94.9,332,22.13,0,0,0,0
Matt Bennett,14,2,0.14,31,2.21,7,0.5,21,1.5,210,15.0,91.7,243,17.36,0,0,0,0
Reid Bacon,11,5,0.45,8,0.73,8,0.73,15,1.36,31,2.82,91.2,154,14.0,0,0,0,0
Ted Barnett,13,12,0.92,6,0.46,13,1.0,17,1.31,86,6.62,87.8,241,18.54,0,0,0,0
Brandon Malecek,15,12,0.8,36,2.4,4,0.27,18,1.2,506,33.73,93.9,360,24.0,0,0,0,0
Casey Hogg,7,7,1.0,2,0.29,5,0.71,8,1.14,23,3.29,85.2,93,13.29,0,0,0,0
Kevin Christian,12,4,0.33,11,0.92,6,0.5,13,1.08,108,9.0,93.9,172,14.33,0,0,0,0
Zach Riggins,6,3,0.5,1,0.17,5,0.83,6,1.0,18,3.0,90.0,63,10.5,0,0,0,0
Brodie Smith,4,4,1.0,9,2.25,3,0.75,4,1.0,87,21.75,87.9,72,18.0,0,0,0,0
Steven Darroh,14,5,0.36,4,0.29,4,0.29,8,0.57,50,3.57,90.9,202,14.43,0,0,0,0
Patrick Eberle,4,2,0.5,0,0.0,2,0.5,1,0.25,5,1.25,62.5,39,9.75,0,0,0,0
