Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Matt Smith,14,58,4.14,22,1.57,8,0.57,76,5.43,339,24.21,98.0,340,24.29,0,0,0,0
Nathan Vickroy,14,46,3.29,45,3.21,12,0.86,67,4.79,253,18.07,88.5,341,24.36,0,0,0,0
Josh Bush,13,39,3.0,29,2.23,4,0.31,57,4.38,133,10.23,93.0,306,23.54,0,0,0,0
Dylan Tunnell,5,12,2.4,28,5.6,0,0.0,21,4.2,216,43.2,91.9,141,28.2,0,0,0,0
Max Leonard,9,14,1.56,24,2.67,1,0.11,29,3.22,337,37.44,97.4,215,23.89,0,0,0,0
Paul Lally,10,14,1.4,12,1.2,10,1.0,25,2.5,99,9.9,90.8,209,20.9,0,0,0,0
Nathan Haskell,4,3,0.75,6,1.5,5,1.25,10,2.5,23,5.75,85.2,71,17.75,0,0,0,0
Allan Laviolette,9,10,1.11,24,2.67,6,0.67,21,2.33,211,23.44,92.5,216,24.0,0,0,0,0
Sam Gainer,9,9,1.0,16,1.78,6,0.67,21,2.33,102,11.33,91.9,185,20.56,0,0,0,0
Christian Olsen,11,19,1.73,20,1.82,5,0.45,25,2.27,195,17.73,91.5,238,21.64,0,0,0,0
Kelvin Williams,13,14,1.08,0,0.0,15,1.15,27,2.08,22,1.69,91.7,225,17.31,0,0,0,0
Sean Sears,10,13,1.3,2,0.2,5,0.5,20,2.0,11,1.1,100.0,166,16.6,0,0,0,0
Austin Taylor,9,8,0.89,15,1.67,1,0.11,17,1.89,128,14.22,96.2,203,22.56,0,0,0,0
Parker Bray,7,5,0.71,17,2.43,9,1.29,11,1.57,107,15.29,85.6,160,22.86,0,0,0,0
Kyle Stapleton,13,8,0.62,16,1.23,5,0.38,20,1.54,371,28.54,97.6,272,20.92,0,0,0,0
JP Burns,14,10,0.71,14,1.0,11,0.79,21,1.5,87,6.21,88.8,278,19.86,0,0,0,0
Josh Turner,9,5,0.56,5,0.56,5,0.56,12,1.33,36,4.0,94.7,121,13.44,0,0,0,0
Sun Choi,12,9,0.75,12,1.0,6,0.5,16,1.33,123,10.25,92.5,206,17.17,0,0,0,0
Micah Jo,3,7,2.33,3,1.0,1,0.33,4,1.33,100,33.33,94.3,59,19.67,0,0,0,0
Trenton Spinks,11,5,0.45,1,0.09,10,0.91,14,1.27,57,5.18,98.3,197,17.91,0,0,0,0
Jacques Perivier,1,1,1.0,0,0.0,0,0.0,1,1.0,8,8.0,100.0,12,12.0,0,0,0,0
Karl Staber,6,4,0.67,4,0.67,3,0.5,6,1.0,49,8.17,90.7,117,19.5,0,0,0,0
Yusuf Abdullah,1,0,0.0,0,0.0,1,1.0,1,1.0,3,3.0,100.0,16,16.0,0,0,0,0
Taylor Goforth,5,1,0.2,2,0.4,3,0.6,4,0.8,12,2.4,85.7,61,12.2,0,0,0,0
Martin Newman,5,4,0.8,0,0.0,5,1.0,4,0.8,32,6.4,86.5,89,17.8,0,0,0,0
Anders Olsen,9,15,1.67,6,0.67,2,0.22,7,0.78,89,9.89,88.1,180,20.0,0,0,0,0
Matthew Knowles,6,0,0.0,2,0.33,3,0.5,4,0.67,31,5.17,100.0,73,12.17,0,0,0,0
Justin Mattingly,3,1,0.33,0,0.0,2,0.67,2,0.67,4,1.33,80.0,33,11.0,0,0,0,0
Ryan Archibald,5,2,0.4,0,0.0,2,0.4,3,0.6,3,0.6,75.0,63,12.6,0,0,0,0
Nicholas Hunter,2,1,0.5,0,0.0,0,0.0,1,0.5,2,1.0,100.0,13,6.5,0,0,0,0
Robert Bradham,8,3,0.38,1,0.13,1,0.13,4,0.5,7,0.88,100.0,101,12.63,0,0,0,0
Evan Boecking,13,2,0.15,15,1.15,15,1.15,5,0.38,329,25.31,93.2,323,24.85,0,0,0,0
Daniel Sperling,3,2,0.67,1,0.33,0,0.0,1,0.33,16,5.33,88.9,40,13.33,0,0,0,0
Stan Birdsong,2,0,0.0,0,0.0,0,0.0,0,0.0,8,4.0,100.0,20,10.0,0,0,0,0
Jaime Perez,8,0,0.0,2,0.25,2,0.25,0,0.0,16,2.0,80.0,104,13.0,0,0,0,0
Evan Caldwell,2,0,0.0,0,0.0,1,0.5,-1,-0.5,3,1.5,60.0,19,9.5,0,0,0,0
