Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Keenan Plew,14,39,2.79,64,4.57,6,0.43,74,5.29,434,31.0,93.9,336,24.0,0,0,0,0
Cameron Brock,14,60,4.29,37,2.64,8,0.57,72,5.14,259,18.5,90.6,327,23.36,0,0,0,0
Eric Johnson,11,30,2.73,15,1.36,11,1.0,44,4.0,105,9.55,90.5,223,20.27,0,0,0,0
Nate Page,12,30,2.5,15,1.25,12,1.0,45,3.75,107,8.92,92.2,269,22.42,0,0,0,0
Rick Gross,14,24,1.71,13,0.93,18,1.29,46,3.29,113,8.07,93.4,295,21.07,0,0,0,0
Steven Hightshue,4,9,2.25,5,1.25,2,0.5,13,3.25,57,14.25,96.6,61,15.25,0,0,0,0
Travis Carpenter,9,15,1.67,9,1.0,14,1.56,29,3.22,67,7.44,89.3,215,23.89,0,0,0,0
Levi Jacobs,14,24,1.71,28,2.0,9,0.64,42,3.0,119,8.5,88.1,255,18.21,0,0,0,0
Hans Rasmussen,6,13,2.17,7,1.17,1,0.17,17,2.83,49,8.17,94.2,93,15.5,0,0,0,0
Jason Cheek,5,5,1.0,5,1.0,2,0.4,11,2.2,28,5.6,96.6,71,14.2,0,0,0,0
Spencer Loscar,12,16,1.33,6,0.5,13,1.08,26,2.17,48,4.0,88.9,194,16.17,0,0,0,0
Lance Young,9,9,1.0,6,0.67,9,1.0,19,2.11,33,3.67,91.7,126,14.0,0,0,0,0
Nick Hutton,14,4,0.29,20,1.43,22,1.57,29,2.07,73,5.21,83.9,256,18.29,0,0,0,0
John Cecil,8,8,1.0,0,0.0,7,0.88,10,1.25,11,1.38,78.6,101,12.63,0,0,0,0
Michael Dehnbostel,10,4,0.4,2,0.2,10,1.0,11,1.1,19,1.9,82.6,136,13.6,0,0,0,0
Jason Yoder,10,2,0.2,11,1.1,3,0.3,9,0.9,119,11.9,94.4,151,15.1,0,0,0,0
Michael Ames,14,6,0.43,36,2.57,2,0.14,12,0.86,742,53.0,96.4,341,24.36,0,0,0,0
Aaron Schwartz,13,8,0.62,5,0.38,4,0.31,9,0.69,69,5.31,92.0,206,15.85,0,0,0,0
Blake Vanderbush,9,3,0.33,3,0.33,2,0.22,6,0.67,117,13.0,98.3,133,14.78,0,0,0,0
Andy Cava,13,11,0.85,15,1.15,2,0.15,7,0.54,484,37.23,96.2,288,22.15,0,0,0,0
Peter Carleton,11,9,0.82,10,0.91,7,0.64,5,0.45,72,6.55,77.4,215,19.55,0,0,0,0
Ryan Jarvis,5,1,0.2,0,0.0,3,0.6,2,0.4,6,1.2,85.7,63,12.6,0,0,0,0
Steven Naji,11,1,0.09,8,0.73,3,0.27,4,0.36,93,8.45,92.1,147,13.36,0,0,0,0
Colton Steiner,6,2,0.33,1,0.17,1,0.17,2,0.33,24,4.0,92.3,69,11.5,0,0,0,0
Colin Ringwood,4,0,0.0,0,0.0,0,0.0,0,0.0,3,0.75,100.0,46,11.5,0,0,0,0
Kyle Cox,11,0,0.0,13,1.18,7,0.64,-1,-0.09,135,12.27,87.7,195,17.73,0,0,0,0
Zach Maynard,1,0,0.0,0,0.0,0,0.0,-1,-1.0,2,2.0,66.7,17,17.0,0,0,0,0
Brian Ventura,12,7,0.58,6,0.5,1,0.08,-12,-1.0,386,32.17,94.1,233,19.42,0,0,0,0
