Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Phil Turner,4,6,1.5,2,0.5,11,2.75,16,4.0,13,3.25,81.3,73,18.25,206,52,106,27
Cameron Harris,4,10,2.5,12,3.0,2,0.5,16,4.0,81,20.25,91.0,86,21.5,809,202,811,203
Mike Mackenzie,4,13,3.25,10,2.5,4,1.0,16,4.0,51,12.75,91.1,86,21.5,1113,278,479,120
Andrew Carroll,4,8,2.0,12,3.0,0,0.0,14,3.5,72,18.0,94.7,79,19.75,968,242,505,126
Wilkie Lewis,2,3,1.5,3,1.5,0,0.0,6,3.0,22,11.0,100.0,44,22.0,329,165,145,73
Jonathan Edwards,4,9,2.25,3,0.75,3,0.75,10,2.5,21,5.25,91.3,61,15.25,434,109,63,16
Jason Huynh,4,8,2.0,7,1.75,1,0.25,9,2.25,60,15.0,90.9,78,19.5,555,139,263,66
Dan LaFrance,4,6,1.5,2,0.5,0,0.0,8,2.0,10,2.5,100.0,58,14.5,375,94,93,23
Nathan Hirst,4,5,1.25,11,2.75,0,0.0,8,2.0,139,34.75,95.9,89,22.25,660,165,1318,330
Jacky Hau,4,3,0.75,4,1.0,4,1.0,7,1.75,30,7.5,88.2,61,15.25,279,70,150,38
Thomson McKnight,2,2,1.0,4,2.0,0,0.0,3,1.5,44,22.0,93.6,42,21.0,259,130,532,266
Eli Park,2,2,1.0,0,0.0,1,0.5,2,1.0,5,2.5,83.3,20,10.0,15,8,20,10
Iain Mackenzie,2,1,0.5,2,1.0,0,0.0,2,1.0,18,9.0,94.7,33,16.5,177,89,104,52
James Lewis,1,1,1.0,0,0.0,0,0.0,1,1.0,1,1.0,100.0,9,9.0,12,12,2,2
Jason Lam,4,0,0.0,3,0.75,4,1.0,3,0.75,40,10.0,90.9,68,17.0,85,21,187,47
Luc Comire,4,3,0.75,5,1.25,1,0.25,3,0.75,127,31.75,95.5,84,21.0,201,50,1216,304
Kieran Charnock,4,0,0.0,1,0.25,1,0.25,2,0.5,3,0.75,100.0,34,8.5,34,9,32,8
Paul Mensah,4,1,0.25,0,0.0,1,0.25,2,0.5,2,0.5,100.0,37,9.25,37,9,-19,-5
Bryan Kuo,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,100.0,5,5.0,3,3,-4,-4
Kevin Jay,4,0,0.0,0,0.0,1,0.25,0,0.0,17,4.25,100.0,68,17.0,65,16,85,21
Remi Ojo,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,12,12.0,0,0,0,0
Adam O'Donnell,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,15,7.5,0,0,0,0
Kelvin Huang,2,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,100.0,16,8.0,-2,-1,20,10
Matt Kishi,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,5.0,12,12,0,0
Bryan Yue,3,0,0.0,1,0.33,1,0.33,-1,-0.33,13,4.33,86.7,50,16.67,9,3,119,40
Daniel Wong,2,0,0.0,0,0.0,0,0.0,-1,-0.5,0,0.0,0.0,16,8.0,4,2,0,0
Jaret Meron,3,0,0.0,0,0.0,2,0.67,-3,-1.0,29,9.67,87.9,57,19.0,-32,-11,345,115
