Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Travis Dunn,12,34,2.83,56,4.67,10,0.83,79,6.58,352,29.33,94.9,354,29.5,0,0,0,0
Steven Milardovich,11,17,1.55,32,2.91,22,2.0,46,4.18,249,22.64,91.9,278,25.27,0,0,0,0
Wes Groth,13,28,2.15,20,1.54,13,1.0,52,4.0,112,8.62,94.1,207,15.92,0,0,0,0
Sean Ham,13,43,3.31,14,1.08,6,0.46,45,3.46,205,15.77,92.8,314,24.15,0,0,0,0
Dominic Leggio,11,13,1.18,22,2.0,9,0.82,31,2.82,408,37.09,97.6,253,23.0,0,0,0,0
Sam Fontaine,13,13,1.0,23,1.77,5,0.38,33,2.54,191,14.69,96.5,258,19.85,0,0,0,0
Michael Tran,15,22,1.47,33,2.2,4,0.27,32,2.13,543,36.2,95.8,333,22.2,0,0,0,0
Trevor Purdy,8,4,0.5,8,1.0,7,0.88,16,2.0,46,5.75,100.0,138,17.25,0,0,0,0
Jake Gutkowski,14,21,1.5,16,1.14,6,0.43,27,1.93,278,19.86,96.5,243,17.36,0,0,0,0
Scott Radlauer,14,17,1.21,13,0.93,11,0.79,27,1.93,140,10.0,92.1,285,20.36,0,0,0,0
Kyle Smith,5,5,1.0,1,0.2,3,0.6,9,1.8,9,1.8,100.0,55,11.0,0,0,0,0
Tim Okita,13,18,1.38,24,1.85,2,0.15,23,1.77,432,33.23,96.0,287,22.08,0,0,0,0
Zeke Ivers,8,11,1.38,18,2.25,1,0.13,14,1.75,132,16.5,89.8,160,20.0,0,0,0,0
Nathan Bridges,11,13,1.18,8,0.73,10,0.91,19,1.73,105,9.55,92.1,207,18.82,0,0,0,0
Ryan Lacy,10,6,0.6,5,0.5,7,0.7,13,1.3,19,1.9,82.6,120,12.0,0,0,0,0
Josh Kohl,11,6,0.55,11,1.0,2,0.18,14,1.27,108,9.82,95.6,175,15.91,0,0,0,0
Mark Slader,12,14,1.17,8,0.67,8,0.67,15,1.25,145,12.08,92.4,252,21.0,0,0,0,0
Joey Huppert,9,15,1.67,1,0.11,2,0.22,11,1.22,45,5.0,90.0,113,12.56,0,0,0,0
Will Griffin,11,6,0.55,6,0.55,9,0.82,12,1.09,122,11.09,93.8,171,15.55,0,0,0,0
Marcel Osborne,7,6,0.86,1,0.14,1,0.14,7,1.0,9,1.29,90.0,71,10.14,0,0,0,0
Will Turner,11,10,0.91,10,0.91,15,1.36,9,0.82,303,27.55,92.7,268,24.36,0,0,0,0
Maxwell Hume,15,13,0.87,16,1.07,11,0.73,12,0.8,187,12.47,89.0,363,24.2,0,0,0,0
Nate Page,7,5,0.71,0,0.0,8,1.14,4,0.57,39,5.57,84.8,133,19.0,0,0,0,0
Kyle Rubin,15,5,0.33,6,0.4,7,0.47,6,0.4,109,7.27,92.4,289,19.27,0,0,0,0
Aidan Hall,6,2,0.33,0,0.0,0,0.0,1,0.17,11,1.83,100.0,62,10.33,0,0,0,0
Matt Parisi,12,6,0.5,3,0.25,3,0.25,0,0.0,91,7.58,89.2,150,12.5,0,0,0,0
Justin Goodman,1,0,0.0,0,0.0,0,0.0,0,0.0,8,8.0,100.0,6,6.0,0,0,0,0
Ryan Slaughter,3,1,0.33,0,0.0,0,0.0,0,0.0,18,6.0,100.0,21,7.0,0,0,0,0
Dave Ritchie,5,2,0.4,0,0.0,1,0.2,-1,-0.2,16,3.2,84.2,56,11.2,0,0,0,0
