Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Rick Gross,14,61,4.36,37,2.64,26,1.86,99,7.07,226,16.14,92.6,353,25.21,0,0,0,0
Cameron Brock,14,47,3.36,43,3.07,6,0.43,56,4.0,210,15.0,86.1,352,25.14,0,0,0,0
Jacob Fella,8,21,2.63,8,1.0,14,1.75,29,3.63,57,7.13,85.1,173,21.63,0,0,0,0
Travis Carpenter,14,24,1.71,43,3.07,17,1.21,49,3.5,447,31.93,92.9,416,29.71,0,0,0,0
Keenan Plew,14,26,1.86,46,3.29,4,0.29,48,3.43,599,42.79,96.0,378,27.0,0,0,0,0
Spencer Loscar,14,23,1.64,21,1.5,9,0.64,38,2.71,114,8.14,91.9,307,21.93,0,0,0,0
Nick Hutton,9,5,0.56,16,1.78,16,1.78,22,2.44,58,6.44,80.6,190,21.11,0,0,0,0
Levi Jacobs,13,15,1.15,27,2.08,6,0.46,27,2.08,75,5.77,80.6,259,19.92,0,0,0,0
John Jones,13,9,0.69,3,0.23,14,1.08,23,1.77,22,1.69,91.7,203,15.62,0,0,0,0
Walter Kasprzycki,11,10,0.91,6,0.55,9,0.82,18,1.64,38,3.45,88.4,221,20.09,0,0,0,0
Alex Hamilton,3,2,0.67,0,0.0,3,1.0,4,1.33,7,2.33,87.5,42,14.0,0,0,0,0
Conner Henderson,5,5,1.0,0,0.0,2,0.4,6,1.2,13,2.6,92.9,57,11.4,0,0,0,0
Jesse Jenkins,1,1,1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,8,8.0,0,0,0,0
Josh Duncan,6,2,0.33,0,0.0,4,0.67,6,1.0,2,0.33,100.0,67,11.17,0,0,0,0
Colton Steiner,3,2,0.67,0,0.0,1,0.33,3,1.0,10,3.33,100.0,41,13.67,0,0,0,0
Aaron Schwartz,14,25,1.79,10,0.71,4,0.29,13,0.93,148,10.57,89.2,326,23.29,0,0,0,0
Colin Ringwood,14,9,0.64,5,0.36,8,0.57,13,0.93,56,4.0,88.9,223,15.93,0,0,0,0
Zach Zebarth,11,2,0.18,3,0.27,5,0.45,9,0.82,20,1.82,95.2,98,8.91,0,0,0,0
Dana Granholm,10,8,0.8,3,0.3,4,0.4,8,0.8,37,3.7,86.0,145,14.5,0,0,0,0
Kip Curtis,4,1,0.25,0,0.0,3,0.75,3,0.75,6,1.5,100.0,51,12.75,0,0,0,0
Jon Wenger,6,2,0.33,0,0.0,3,0.5,4,0.67,14,2.33,93.3,68,11.33,0,0,0,0
Mike Kobyra,9,5,0.56,5,0.56,5,0.56,4,0.44,35,3.89,77.8,141,15.67,0,0,0,0
Ryan Jarvis,10,3,0.3,2,0.2,3,0.3,4,0.4,19,1.9,82.6,107,10.7,0,0,0,0
Joey Cari,11,5,0.45,18,1.64,6,0.55,1,0.09,307,27.91,92.5,203,18.45,0,0,0,0
Heath Kalaba,9,1,0.11,2,0.22,1,0.11,0,0.0,24,2.67,88.9,81,9.0,0,0,0,0
Kyle Cox,12,9,0.75,17,1.42,3,0.25,0,0.0,219,18.25,88.3,240,20.0,0,0,0,0
Donovan Triplett,5,2,0.4,1,0.2,2,0.4,0,0.0,16,3.2,88.9,58,11.6,0,0,0,0
Sam Sohn,6,1,0.17,5,0.83,1,0.17,-1,-0.17,118,19.67,95.2,102,17.0,0,0,0,0
Michael Ames,12,1,0.08,6,0.5,4,0.33,-11,-0.92,205,17.08,90.7,217,18.08,0,0,0,0
