Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Quentin Bonnaud,12,83,6.92,15,1.25,14,1.17,101,8.42,208,17.33,96.3,284,23.67,0,0,0,0
Kevin Quinlan,12,10,0.83,57,4.75,5,0.42,47,3.92,309,25.75,93.1,260,21.67,0,0,0,0
Sacha Poitte- Sokolsky,12,39,3.25,18,1.5,3,0.25,38,3.17,256,21.33,94.1,244,20.33,0,0,0,0
André Arsenault,10,13,1.3,4,0.4,14,1.4,25,2.5,40,4.0,88.9,191,19.1,0,0,0,0
Quentin Roger,12,7,0.58,39,3.25,1,0.08,27,2.25,359,29.92,95.2,237,19.75,0,0,0,0
Stève Bonneau,8,0,0.0,27,3.38,1,0.13,15,1.88,227,28.38,95.0,140,17.5,0,0,0,0
Kevin Groulx,11,11,1.0,10,0.91,12,1.09,18,1.64,59,5.36,83.1,177,16.09,0,0,0,0
Malik Auger-Semmar,8,6,0.75,5,0.63,5,0.63,13,1.63,37,4.63,92.5,123,15.38,0,0,0,0
Simon Charette,12,18,1.5,2,0.17,2,0.17,16,1.33,96,8.0,95.0,230,19.17,0,0,0,0
Mathieu Bosser,8,6,0.75,9,1.13,3,0.38,10,1.25,144,18.0,94.7,119,14.88,0,0,0,0
Vincent Lemieux,11,10,0.91,8,0.73,7,0.64,12,1.09,77,7.0,88.5,196,17.82,0,0,0,0
Henry Rodriguez,1,0,0.0,0,0.0,2,2.0,1,1.0,3,3.0,75.0,15,15.0,0,0,0,0
Christophe Tremblay-Joncas,12,5,0.42,4,0.33,8,0.67,11,0.92,35,2.92,87.5,201,16.75,0,0,0,0
Gabriel Monfette,11,7,0.64,2,0.18,3,0.27,9,0.82,68,6.18,95.8,168,15.27,0,0,0,0
Jakob Brissette,8,2,0.25,5,0.63,2,0.25,6,0.75,59,7.38,96.7,95,11.88,0,0,0,0
Miguel Goderre,12,1,0.08,9,0.75,10,0.83,9,0.75,155,12.92,93.4,206,17.17,0,0,0,0
Nabil Chaouch,10,3,0.3,1,0.1,5,0.5,7,0.7,13,1.3,92.9,136,13.6,0,0,0,0
Zakarie Massi,3,0,0.0,3,1.0,0,0.0,2,0.67,6,2.0,100.0,30,10.0,0,0,0,0
Basile Limoges,4,2,0.5,0,0.0,1,0.25,2,0.5,10,2.5,90.9,40,10.0,0,0,0,0
Philippe Bisson,10,3,0.3,1,0.1,4,0.4,5,0.5,25,2.5,89.3,146,14.6,0,0,0,0
Brian Howard,2,1,0.5,0,0.0,0,0.0,1,0.5,2,1.0,100.0,17,8.5,0,0,0,0
Vincent Gamache,12,2,0.17,6,0.5,6,0.5,4,0.33,115,9.58,93.5,153,12.75,0,0,0,0
Estéban Ceballos,10,0,0.0,2,0.2,5,0.5,0,0.0,32,3.2,84.2,131,13.1,0,0,0,0
Jacob Saunders,11,3,0.27,4,0.36,0,0.0,-4,-0.36,308,28.0,97.2,202,18.36,0,0,0,0
Laurent Faye,12,6,0.5,7,0.58,1,0.08,-6,-0.5,393,32.75,95.4,227,18.92,0,0,0,0
Jordan Faries,1,0,0.0,0,0.0,0,0.0,-1,-1.0,0,0.0,0.0,12,12.0,0,0,0,0
