Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Rick Gross,12,32,2.67,28,2.33,24,2.0,67,5.58,155,12.92,92.3,302,25.17,0,0,0,0
Cameron Brock,14,54,3.86,43,3.07,5,0.36,71,5.07,218,15.57,89.3,352,25.14,0,0,0,0
Keenan Plew,14,46,3.29,45,3.21,2,0.14,58,4.14,338,24.14,92.3,343,24.5,0,0,0,0
Travis Carpenter,12,18,1.5,35,2.92,15,1.25,45,3.75,237,19.75,91.9,317,26.42,0,0,0,0
Levi Jacobs,12,20,1.67,20,1.67,15,1.25,42,3.5,90,7.5,87.4,212,17.67,0,0,0,0
David Hortemiller,8,23,2.88,8,1.0,5,0.63,24,3.0,65,8.13,91.5,162,20.25,0,0,0,0
Aaron Schwartz,14,31,2.21,14,1.0,6,0.43,36,2.57,128,9.14,90.8,284,20.29,0,0,0,0
Nate Page,11,18,1.64,9,0.82,17,1.55,24,2.18,95,8.64,84.8,226,20.55,0,0,0,0
Carleton Anker,2,2,1.0,0,0.0,2,1.0,4,2.0,6,3.0,100.0,36,18.0,0,0,0,0
Wes Groth,13,10,0.77,11,0.85,13,1.0,24,1.85,50,3.85,86.2,207,15.92,0,0,0,0
Jacob Fella,11,9,0.82,6,0.55,11,1.0,20,1.82,42,3.82,93.3,160,14.55,0,0,0,0
Dana Granholm,13,18,1.38,6,0.46,3,0.23,23,1.77,80,6.15,95.2,191,14.69,0,0,0,0
Joey Cari,10,10,1.0,19,1.9,3,0.3,17,1.7,280,28.0,95.6,206,20.6,0,0,0,0
Nick Hutton,10,9,0.9,13,1.3,15,1.5,14,1.4,72,7.2,78.3,218,21.8,0,0,0,0
John Jones,3,2,0.67,0,0.0,2,0.67,4,1.33,5,1.67,100.0,39,13.0,0,0,0,0
Peter Carleton,13,6,0.46,20,1.54,6,0.46,17,1.31,96,7.38,88.1,264,20.31,0,0,0,0
Spencer Loscar,12,8,0.67,8,0.67,10,0.83,15,1.25,58,4.83,86.6,187,15.58,0,0,0,0
Michael Ng,7,3,0.43,5,0.71,4,0.57,8,1.14,37,5.29,92.5,82,11.71,0,0,0,0
Ryan Jarvis,3,1,0.33,1,0.33,1,0.33,3,1.0,6,2.0,100.0,35,11.67,0,0,0,0
Colin McCartney,2,0,0.0,0,0.0,2,1.0,2,1.0,1,0.5,100.0,31,15.5,0,0,0,0
Colin Ringwood,13,12,0.92,7,0.54,3,0.23,12,0.92,63,4.85,87.5,217,16.69,0,0,0,0
Walter Kasprzycki,7,5,0.71,3,0.43,5,0.71,6,0.86,33,4.71,84.6,106,15.14,0,0,0,0
Sam Sohn,12,3,0.25,14,1.17,3,0.25,9,0.75,172,14.33,94.5,200,16.67,0,0,0,0
Chris Ginet,10,3,0.3,1,0.1,6,0.6,7,0.7,40,4.0,93.0,135,13.5,0,0,0,0
Zach Zebarth,10,8,0.8,2,0.2,4,0.4,6,0.6,70,7.0,93.3,137,13.7,0,0,0,0
Kyle Cox,11,3,0.27,22,2.0,1,0.09,4,0.36,346,31.45,94.3,231,21.0,0,0,0,0
Michael Ames,14,5,0.36,19,1.36,4,0.29,-7,-0.5,584,41.71,95.0,344,24.57,0,0,0,0
Heath Kalaba,1,0,0.0,0,0.0,0,0.0,-1,-1.0,2,2.0,66.7,20,20.0,0,0,0,0
Colton Steiner,3,0,0.0,0,0.0,0,0.0,-3,-1.0,18,6.0,90.0,52,17.33,0,0,0,0
