Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
AJ Nelson,17,88,5.18,28,1.65,22,1.29,120,7.06,362,21.29,96.5,385,22.65,0,0,0,0
Jonathan Helton,17,26,1.53,47,2.76,42,2.47,78,4.59,341,20.06,90.9,414,24.35,0,0,0,0
Cullen Geppert,17,37,2.18,39,2.29,14,0.82,60,3.53,286,16.82,91.7,350,20.59,0,0,0,0
Gary LeDonne,17,27,1.59,10,0.59,24,1.41,47,2.76,143,8.41,92.9,229,13.47,0,0,0,0
Brodie Smith,17,4,0.24,68,4.0,9,0.53,47,2.76,364,21.41,91.7,180,10.59,0,0,0,0
Casey Degnan,17,33,1.94,5,0.29,13,0.76,43,2.53,42,2.47,91.3,170,10.0,0,0,0,0
Kevin Kelly,17,28,1.65,20,1.18,10,0.59,36,2.12,168,9.88,92.3,272,16.0,0,0,0,0
Greg Slover,17,19,1.12,20,1.18,7,0.41,25,1.47,201,11.82,93.1,299,17.59,0,0,0,0
Michael Egan,17,12,0.71,5,0.29,16,0.94,20,1.18,42,2.47,84.0,160,9.41,0,0,0,0
Craig Poeppelman,17,4,0.24,8,0.47,10,0.59,15,0.88,72,4.24,92.3,112,6.59,0,0,0,0
Jimmy Robin,17,2,0.12,9,0.53,8,0.47,14,0.82,27,1.59,90.0,73,4.29,0,0,0,0
Bill Finn,17,5,0.29,7,0.41,5,0.29,14,0.82,155,9.12,98.1,123,7.24,0,0,0,0
Joshua Shepard,17,4,0.24,5,0.29,8,0.47,13,0.76,48,2.82,94.1,192,11.29,0,0,0,0
George Hughes-Strange,17,1,0.06,11,0.65,9,0.53,12,0.71,122,7.18,93.8,113,6.65,0,0,0,0
John Kolb,17,13,0.76,8,0.47,5,0.29,12,0.71,100,5.88,88.5,165,9.71,0,0,0,0
Ron Kubalanza,17,5,0.29,16,0.94,2,0.12,12,0.71,277,16.29,96.9,203,11.94,0,0,0,0
James Roush,17,7,0.41,5,0.29,2,0.12,11,0.65,75,4.41,97.4,128,7.53,0,0,0,0
Bob Liu,17,6,0.35,9,0.53,6,0.35,10,0.59,361,21.24,97.6,146,8.59,0,0,0,0
Rob Greenberg,17,6,0.35,6,0.35,14,0.82,9,0.53,99,5.82,86.8,133,7.82,0,0,0,0
Alex Gareis,17,4,0.24,3,0.18,4,0.24,8,0.47,24,1.41,88.9,68,4.0,0,0,0,0
Johnny Hock,17,3,0.18,5,0.29,6,0.35,7,0.41,107,6.29,94.7,131,7.71,0,0,0,0
Grant Zukowski,17,7,0.41,11,0.65,5,0.29,6,0.35,306,18.0,95.3,247,14.53,0,0,0,0
Mickey Thompson,17,5,0.29,5,0.29,5,0.29,6,0.35,66,3.88,88.0,128,7.53,0,0,0,0
Jonathan Hatcher,17,2,0.12,3,0.18,2,0.12,4,0.24,25,1.47,96.2,64,3.76,0,0,0,0
Zubair Abdulla,17,2,0.12,1,0.06,0,0.0,2,0.12,57,3.35,100.0,72,4.24,0,0,0,0
Kevin Yngve,17,0,0.0,0,0.0,2,0.12,2,0.12,4,0.24,100.0,23,1.35,0,0,0,0
Geoff Serednesky,17,3,0.18,0,0.0,0,0.0,2,0.12,20,1.18,95.2,9,0.53,0,0,0,0
Brett Kolinek,17,14,0.82,26,1.53,4,0.24,-3,-0.18,526,30.94,92.1,319,18.76,0,0,0,0
