Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Elijah Jaime,10,52,5.2,12,1.2,4,0.4,61,6.1,101,10.1,95.3,211,21.1,0,0,0,0
Matt Smith,12,33,2.75,23,1.92,8,0.67,50,4.17,264,22.0,96.0,279,23.25,0,0,0,0
Will Lindquist,8,17,2.13,15,1.88,4,0.5,32,4.0,85,10.63,95.5,119,14.88,0,0,0,0
Christian Olsen,11,18,1.64,33,3.0,5,0.45,41,3.73,234,21.27,94.7,238,21.64,0,0,0,0
Daniel Sperling,5,6,1.2,12,2.4,0,0.0,16,3.2,46,9.2,95.8,98,19.6,0,0,0,0
Joel Wooten,7,14,2.0,2,0.29,7,1.0,18,2.57,27,3.86,87.1,113,16.14,0,0,0,0
Kelvin Williams,12,14,1.17,6,0.5,13,1.08,30,2.5,43,3.58,97.7,196,16.33,0,0,0,0
Josh Turner,10,10,1.0,13,1.3,1,0.1,18,1.8,172,17.2,96.6,167,16.7,0,0,0,0
Brett Hulsmeyer,10,8,0.8,1,0.1,12,1.2,18,1.8,38,3.8,92.7,179,17.9,0,0,0,0
Carter Rae,6,2,0.33,7,1.17,3,0.5,9,1.5,38,6.33,92.7,85,14.17,0,0,0,0
Christian Gaeta,5,2,0.4,0,0.0,7,1.4,7,1.4,18,3.6,94.7,80,16.0,0,0,0,0
Player Pierce,11,2,0.18,31,2.82,4,0.36,15,1.36,389,35.36,94.6,229,20.82,0,0,0,0
Paul Lally,6,7,1.17,7,1.17,1,0.17,8,1.33,106,17.67,94.6,110,18.33,0,0,0,0
Austin Taylor,12,12,1.0,24,2.0,2,0.17,14,1.17,279,23.25,93.6,247,20.58,0,0,0,0
Alex Trautman,10,9,0.9,4,0.4,0,0.0,11,1.1,23,2.3,95.8,133,13.3,0,0,0,0
Zack Avello,10,12,1.2,4,0.4,2,0.2,11,1.1,66,6.6,93.0,152,15.2,0,0,0,0
Matthew Knowles,7,0,0.0,13,1.86,0,0.0,7,1.0,117,16.71,95.1,108,15.43,0,0,0,0
Hayden Austin-Knab,1,0,0.0,1,1.0,0,0.0,1,1.0,7,7.0,100.0,14,14.0,0,0,0,0
Trenton Spinks,9,1,0.11,5,0.56,2,0.22,8,0.89,57,6.33,100.0,120,13.33,0,0,0,0
Javier Ortiz,5,4,0.8,0,0.0,2,0.4,4,0.8,23,4.6,92.0,64,12.8,0,0,0,0
Mac McClellan,9,4,0.44,10,1.11,3,0.33,7,0.78,147,16.33,94.2,129,14.33,0,0,0,0
Jason Crowe,4,3,0.75,0,0.0,0,0.0,3,0.75,16,4.0,100.0,43,10.75,0,0,0,0
Sun Choi,10,2,0.2,10,1.0,3,0.3,6,0.6,90,9.0,90.9,132,13.2,0,0,0,0
Sam Batson,8,0,0.0,4,0.5,3,0.38,4,0.5,24,3.0,88.9,67,8.38,0,0,0,0
Devon Rogers,5,3,0.6,0,0.0,1,0.2,2,0.4,27,5.4,96.4,77,15.4,0,0,0,0
Phil Dougherty,5,1,0.2,1,0.2,0,0.0,2,0.4,12,2.4,100.0,71,14.2,0,0,0,0
Taylor Minch,8,4,0.5,3,0.38,1,0.13,3,0.38,38,4.75,88.4,121,15.13,0,0,0,0
Jaime Perez,4,1,0.25,0,0.0,1,0.25,1,0.25,7,1.75,100.0,44,11.0,0,0,0,0
Karl Ekwurtzel,9,4,0.44,1,0.11,4,0.44,2,0.22,44,4.89,86.3,121,13.44,0,0,0,0
Coleman Tappero,1,0,0.0,0,0.0,0,0.0,0,0.0,7,7.0,100.0,17,17.0,0,0,0,0
John Boezi,5,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,100.0,14,2.8,0,0,0,0
Josh Bush,6,1,0.17,1,0.17,2,0.33,0,0.0,10,1.67,76.9,37,6.17,0,0,0,0
Robert Hunt,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,100.0,10,10.0,0,0,0,0
Anders Olsen,3,0,0.0,1,0.33,1,0.33,0,0.0,31,10.33,93.9,45,15.0,0,0,0,0
Jacques Perivier,4,0,0.0,1,0.25,1,0.25,-1,-0.25,32,8.0,91.4,51,12.75,0,0,0,0
Jeffery Minowa,2,0,0.0,0,0.0,0,0.0,-1,-0.5,3,1.5,75.0,23,11.5,0,0,0,0
William Johnson,1,0,0.0,0,0.0,0,0.0,-1,-1.0,13,13.0,92.9,13,13.0,0,0,0,0
Will Frolich,1,0,0.0,0,0.0,0,0.0,-1,-1.0,0,0.0,0.0,11,11.0,0,0,0,0
