Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Sam Kunz,2,2,1.0,2,1.0,9,4.5,12,6.0,16,8.0,94.1,33,16.5,0,0,0,0
Ethan Falat,13,36,2.77,33,2.54,14,1.08,58,4.46,301,23.15,94.4,304,23.38,0,0,0,0
Zach Sabin,12,32,2.67,24,2.0,9,0.75,46,3.83,160,13.33,92.0,267,22.25,0,0,0,0
Brandon Fein,12,20,1.67,7,0.58,23,1.92,41,3.42,84,7.0,93.3,261,21.75,0,0,0,0
Jackson Stearns,10,33,3.3,22,2.2,7,0.7,30,3.0,187,18.7,87.8,261,26.1,0,0,0,0
Matthew Crawford,13,21,1.62,23,1.77,11,0.85,36,2.77,220,16.92,93.2,289,22.23,0,0,0,0
Nicholas Hirning,3,0,0.0,2,0.67,7,2.33,8,2.67,16,5.33,94.1,45,15.0,0,0,0,0
Sonny Zaccaro,13,17,1.31,39,3.0,8,0.62,33,2.54,586,45.08,95.1,337,25.92,0,0,0,0
Andrew Moore,12,19,1.58,4,0.33,13,1.08,30,2.5,64,5.33,94.1,230,19.17,0,0,0,0
Joe Thompson,7,15,2.14,9,1.29,2,0.29,15,2.14,69,9.86,87.3,113,16.14,0,0,0,0
Justin Norden,10,13,1.3,36,3.6,3,0.3,21,2.1,370,37.0,92.5,262,26.2,0,0,0,0
Nick Murphy,5,11,2.2,4,0.8,0,0.0,10,2.0,40,8.0,90.9,82,16.4,0,0,0,0
Alec Surmani,6,14,2.33,5,0.83,0,0.0,11,1.83,93,15.5,92.1,116,19.33,0,0,0,0
Mark Lin,8,10,1.25,17,2.13,7,0.88,14,1.75,160,20.0,89.9,154,19.25,0,0,0,0
Steven Chang,11,17,1.55,23,2.09,2,0.18,17,1.55,482,43.82,95.8,276,25.09,0,0,0,0
Sean Newlin,7,2,0.29,4,0.57,9,1.29,8,1.14,33,4.71,82.5,95,13.57,0,0,0,0
Ben Levinsky,8,4,0.5,1,0.13,6,0.75,8,1.0,25,3.13,92.6,111,13.88,0,0,0,0
Lucas Young,12,11,0.92,12,1.0,2,0.17,12,1.0,325,27.08,96.4,291,24.25,0,0,0,0
Alexander Morris,11,9,0.82,5,0.45,4,0.36,11,1.0,52,4.73,92.9,138,12.55,0,0,0,0
Tyler Condit,11,4,0.36,7,0.64,3,0.27,10,0.91,22,2.0,84.6,146,13.27,0,0,0,0
Sergio Perdomo,5,2,0.4,2,0.4,5,1.0,4,0.8,15,3.0,75.0,64,12.8,0,0,0,0
Jordan Richmond,5,4,0.8,1,0.2,1,0.2,3,0.6,16,3.2,88.9,60,12.0,0,0,0,0
Robert Yeagle,4,1,0.25,0,0.0,2,0.5,2,0.5,6,1.5,100.0,37,9.25,0,0,0,0
David Hammer,12,4,0.33,6,0.5,4,0.33,6,0.5,49,4.08,90.7,150,12.5,0,0,0,0
Shane Earley,4,4,1.0,2,0.5,1,0.25,2,0.5,21,5.25,87.5,45,11.25,0,0,0,0
Jake Tozer,3,1,0.33,1,0.33,2,0.67,1,0.33,5,1.67,71.4,26,8.67,0,0,0,0
Jeremy Kharrazi,13,4,0.31,9,0.69,5,0.38,4,0.31,124,9.54,90.5,231,17.77,0,0,0,0
Aaron Shi,7,4,0.57,2,0.29,2,0.29,2,0.29,47,6.71,88.7,111,15.86,0,0,0,0
Matt Jaffe,10,1,0.1,10,1.0,4,0.4,2,0.2,145,14.5,92.9,248,24.8,0,0,0,0
James Yeager,6,1,0.17,3,0.5,0,0.0,1,0.17,49,8.17,94.2,58,9.67,0,0,0,0
Brian Roach,7,3,0.43,1,0.14,1,0.14,1,0.14,12,1.71,80.0,76,10.86,0,0,0,0
Joshuah Kapilivsky,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,7,7.0,0,0,0,0
Stephen Guerin,1,1,1.0,0,0.0,2,2.0,0,0.0,3,3.0,50.0,11,11.0,0,0,0,0
Tommy Adams,12,1,0.08,0,0.0,1,0.08,-1,-0.08,16,1.33,88.9,131,10.92,0,0,0,0
Thomas Lassetter,6,1,0.17,6,1.0,1,0.17,-7,-1.17,103,17.17,88.0,121,20.17,0,0,0,0
Gabriel Hernandez,1,0,0.0,0,0.0,0,0.0,-2,-2.0,9,9.0,90.0,18,18.0,0,0,0,0
