Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Scott Richgels,19,44,2.32,31,1.63,21,1.11,79,4.16,192,10.11,94.6,280,14.74,0,0,0,0
Pat Shriwise,19,38,2.0,29,1.53,25,1.32,63,3.32,344,18.11,93.7,323,17.0,0,0,0,0
Dave Wiseman,19,32,1.68,59,3.11,31,1.63,54,2.84,332,17.47,84.7,394,20.74,0,0,0,0
Tom Annen,19,18,0.95,57,3.0,9,0.47,48,2.53,685,36.05,95.5,418,22.0,0,0,0,0
Nate Thibedeau,19,38,2.0,18,0.95,6,0.32,42,2.21,182,9.58,92.4,225,11.84,0,0,0,0
Matt Weber,19,29,1.53,2,0.11,12,0.63,42,2.21,25,1.32,96.2,216,11.37,0,0,0,0
David Schleicher,19,33,1.74,17,0.89,1,0.05,41,2.16,184,9.68,96.8,188,9.89,0,0,0,0
Tyler Glenn,19,18,0.95,13,0.68,28,1.47,38,2.0,122,6.42,89.1,210,11.05,0,0,0,0
Joshua Wilson,19,7,0.37,17,0.89,19,1.0,27,1.42,145,7.63,91.8,248,13.05,0,0,0,0
Kevin Pettit-Scantling,19,8,0.42,9,0.47,16,0.84,26,1.37,66,3.47,94.3,211,11.11,0,0,0,0
Adrian Reif,19,10,0.53,14,0.74,11,0.58,23,1.21,111,5.84,94.1,259,13.63,0,0,0,0
Mike Swain,19,24,1.26,5,0.26,8,0.42,23,1.21,126,6.63,91.3,227,11.95,0,0,0,0
Jadon Scullion,19,12,0.63,23,1.21,13,0.68,17,0.89,272,14.32,90.4,248,13.05,0,0,0,0
Thomas Coolidge,19,17,0.89,6,0.32,6,0.32,16,0.84,152,8.0,93.3,192,10.11,0,0,0,0
Eric Alexander,19,6,0.32,10,0.53,5,0.26,15,0.79,43,2.26,91.5,112,5.89,0,0,0,0
Andrew Meshnick,19,8,0.42,4,0.21,8,0.42,15,0.79,44,2.32,91.7,136,7.16,0,0,0,0
Jeese Rohowetz,19,9,0.47,0,0.0,5,0.26,14,0.74,21,1.11,100.0,92,4.84,0,0,0,0
Andrew Brown,19,7,0.37,31,1.63,4,0.21,14,0.74,766,40.32,96.7,333,17.53,0,0,0,0
Benjy Keren,19,6,0.32,11,0.58,2,0.11,13,0.68,179,9.42,96.8,129,6.79,0,0,0,0
Tim DeByl,19,7,0.37,9,0.47,8,0.42,12,0.63,134,7.05,93.7,224,11.79,0,0,0,0
Brian Hart,19,7,0.37,5,0.26,5,0.26,11,0.58,60,3.16,90.9,68,3.58,0,0,0,0
Kevin Brown,19,5,0.26,6,0.32,10,0.53,10,0.53,81,4.26,88.0,118,6.21,0,0,0,0
Kelsen Alexander,19,12,0.63,6,0.32,4,0.21,10,0.53,199,10.47,95.2,156,8.21,0,0,0,0
Ben Nelson,19,13,0.68,26,1.37,4,0.21,10,0.53,342,18.0,91.9,227,11.95,0,0,0,0
Nate Volkman,19,7,0.37,10,0.53,2,0.11,8,0.42,206,10.84,95.4,129,6.79,0,0,0,0
Jacob Spiro,19,2,0.11,3,0.16,2,0.11,6,0.32,7,0.37,87.5,98,5.16,0,0,0,0
Clay Schelitzche,19,4,0.21,0,0.0,3,0.16,5,0.26,20,1.05,100.0,140,7.37,0,0,0,0
