Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Alec Arsenault,12,60,5.0,21,1.75,7,0.58,66,5.5,125,10.42,87.4,267,22.25,0,0,0,0
Laurent Loiseau,8,24,3.0,5,0.63,6,0.75,25,3.13,63,7.88,90.0,153,19.13,0,0,0,0
Paul Renaud,9,10,1.11,9,1.0,7,0.78,17,1.89,97,10.78,93.3,220,24.44,0,0,0,0
Jason Duiella,7,6,0.86,1,0.14,10,1.43,13,1.86,23,3.29,95.8,127,18.14,0,0,0,0
Luca Miglioretto,7,12,1.71,18,2.57,2,0.29,13,1.86,186,26.57,92.1,194,27.71,0,0,0,0
Jordan McGregor,13,19,1.46,6,0.46,9,0.69,24,1.85,61,4.69,92.4,233,17.92,0,0,0,0
Andrew Ouchterlony,12,13,1.08,20,1.67,5,0.42,21,1.75,199,16.58,93.0,306,25.5,0,0,0,0
Ken Alexander,7,9,1.29,10,1.43,3,0.43,12,1.71,89,12.71,92.7,127,18.14,0,0,0,0
Leon Forest-Nault,10,16,1.6,11,1.1,3,0.3,16,1.6,109,10.9,90.8,194,19.4,0,0,0,0
Russ Nicolls,11,16,1.45,8,0.73,5,0.45,16,1.45,114,10.36,91.2,205,18.64,0,0,0,0
Matt O'Brien,7,6,0.86,1,0.14,4,0.57,10,1.43,13,1.86,100.0,100,14.29,0,0,0,0
Kinley Gee,10,13,1.3,34,3.4,5,0.5,14,1.4,401,40.1,92.2,269,26.9,0,0,0,0
Khalid Al-Zahrani,6,3,0.5,0,0.0,6,1.0,8,1.33,4,0.67,80.0,69,11.5,0,0,0,0
Paul Mensah,13,12,0.92,1,0.08,7,0.54,17,1.31,16,1.23,94.1,178,13.69,0,0,0,0
Derek Alexander,10,8,0.8,46,4.6,3,0.3,13,1.3,472,47.2,91.7,272,27.2,0,0,0,0
Pierre Lemerle,11,8,0.73,7,0.64,5,0.45,13,1.18,45,4.09,86.5,162,14.73,0,0,0,0
David Janssen,7,5,0.71,2,0.29,4,0.57,8,1.14,99,14.14,97.1,98,14.0,0,0,0,0
Jeremy Hill,7,11,1.57,5,0.71,8,1.14,7,1.0,71,10.14,86.6,158,22.57,0,0,0,0
Colin Froats,6,1,0.17,0,0.0,4,0.67,4,0.67,8,1.33,88.9,53,8.83,0,0,0,0
Scott Westwell,9,13,1.44,9,1.0,0,0.0,6,0.67,176,19.56,93.1,183,20.33,0,0,0,0
David Hochhalter,5,3,0.6,11,2.2,4,0.8,3,0.6,85,17.0,85.0,127,25.4,0,0,0,0
Owen Watt,7,3,0.43,6,0.86,3,0.43,4,0.57,36,5.14,87.8,116,16.57,0,0,0,0
Carson Turner,13,4,0.31,9,0.69,6,0.46,7,0.54,84,6.46,88.4,223,17.15,0,0,0,0
Kyle Cantal,6,2,0.33,1,0.17,2,0.33,3,0.5,10,1.67,83.3,76,12.67,0,0,0,0
Erik Hunter,14,6,0.43,7,0.5,5,0.36,7,0.5,70,5.0,87.5,212,15.14,0,0,0,0
Cooper Brotman,8,4,0.5,4,0.5,4,0.5,4,0.5,47,5.88,88.7,120,15.0,0,0,0,0
Tyler Sadler,12,0,0.0,15,1.25,8,0.67,5,0.42,95,7.92,88.0,201,16.75,0,0,0,0
Nick Boucher,14,9,0.64,26,1.86,19,1.36,5,0.36,259,18.5,84.9,363,25.93,0,0,0,0
Geoff Bevan,11,2,0.18,4,0.36,0,0.0,-3,-0.27,68,6.18,89.5,160,14.55,0,0,0,0
Mike Lee,2,0,0.0,0,0.0,0,0.0,-1,-0.5,3,1.5,75.0,6,3.0,0,0,0,0
Craig Froats,3,0,0.0,0,0.0,1,0.33,-4,-1.33,1,0.33,16.7,21,7.0,0,0,0,0
