Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Justin Perticone,6,13,2.17,6,1.0,12,2.0,20,3.33,43,7.17,82.7,134,22.33,0,0,0,0
Ryan Sutter,2,2,1.0,5,2.5,0,0.0,6,3.0,41,20.5,97.6,37,18.5,0,0,0,0
Ryan Mariouw,9,23,2.56,8,0.89,10,1.11,27,3.0,105,11.67,92.1,194,21.56,0,0,0,0
Tate Halberg,9,34,3.78,16,1.78,3,0.33,26,2.89,178,19.78,88.6,251,27.89,0,0,0,0
Mark Whitton,6,12,2.0,6,1.0,6,1.0,16,2.67,44,7.33,88.0,126,21.0,0,0,0,0
Channing Watson,6,17,2.83,5,0.83,4,0.67,15,2.5,239,39.83,96.8,152,25.33,0,0,0,0
Michael Burke,9,18,2.0,11,1.22,7,0.78,22,2.44,44,4.89,78.6,113,12.56,0,0,0,0
Parker Howard,5,11,2.2,11,2.2,1,0.2,11,2.2,144,28.8,93.5,143,28.6,0,0,0,0
Brendan McCann,9,9,1.0,11,1.22,8,0.89,12,1.33,140,15.56,89.7,198,22.0,0,0,0,0
Trey Taliaferro,9,12,1.33,16,1.78,8,0.89,11,1.22,121,13.44,87.7,161,17.89,0,0,0,0
Luis Alejandro Royo Romero,5,6,1.2,2,0.4,5,1.0,6,1.2,37,7.4,92.5,105,21.0,0,0,0,0
Alex Kapiamba,9,4,0.44,4,0.44,7,0.78,10,1.11,22,2.44,84.6,116,12.89,0,0,0,0
Andrew Sjogren,4,3,0.75,3,0.75,1,0.25,4,1.0,27,6.75,96.4,64,16.0,0,0,0,0
Tim Posl,2,1,0.5,3,1.5,2,1.0,2,1.0,36,18.0,90.0,43,21.5,0,0,0,0
Troy Roberts,2,2,1.0,2,1.0,2,1.0,2,1.0,18,9.0,81.8,46,23.0,0,0,0,0
Austin Johnson,10,6,0.6,2,0.2,11,1.1,9,0.9,105,10.5,92.9,190,19.0,0,0,0,0
Xavier Klena,4,2,0.5,1,0.25,1,0.25,3,0.75,19,4.75,95.0,41,10.25,0,0,0,0
Andy Yu,8,2,0.25,10,1.25,2,0.25,4,0.5,164,20.5,94.8,120,15.0,0,0,0,0
Jake Pruitt,3,1,0.33,3,1.0,3,1.0,1,0.33,33,11.0,86.8,46,15.33,0,0,0,0
Joseph Besser,9,3,0.33,15,1.67,1,0.11,2,0.22,265,29.44,95.0,118,13.11,0,0,0,0
Kevin Nicholl,8,3,0.38,0,0.0,4,0.5,1,0.13,61,7.63,93.8,145,18.13,0,0,0,0
Billy Mainwaring,10,1,0.1,2,0.2,1,0.1,0,0.0,7,0.7,77.8,63,6.3,0,0,0,0
Nolan Howard,12,5,0.42,1,0.08,6,0.5,0,0.0,43,3.58,79.6,230,19.17,0,0,0,0
Jay Kinzel,8,6,0.75,21,2.63,3,0.38,0,0.0,256,32.0,89.8,214,26.75,0,0,0,0
Daniel Hunt,2,1,0.5,0,0.0,0,0.0,0,0.0,21,10.5,95.5,38,19.0,0,0,0,0
Basten de Jongh,13,8,0.62,7,0.54,5,0.38,-1,-0.08,77,5.92,82.8,293,22.54,0,0,0,0
Wesley Chen,4,3,0.75,0,0.0,0,0.0,-1,-0.25,23,5.75,88.5,62,15.5,0,0,0,0
Ryan Yergin,10,2,0.2,5,0.5,5,0.5,-5,-0.5,87,8.7,87.9,199,19.9,0,0,0,0
Noah Fisher,6,0,0.0,8,1.33,8,1.33,-3,-0.5,221,36.83,92.5,84,14.0,0,0,0,0
David Zickus,4,5,1.25,5,1.25,2,0.5,-3,-0.75,88,22.0,86.3,114,28.5,0,0,0,0
Zach Kieffer,2,1,0.5,4,2.0,0,0.0,-2,-1.0,30,15.0,85.7,51,25.5,0,0,0,0
Karl Fauerbach,9,3,0.33,11,1.22,6,0.67,-9,-1.0,252,28.0,91.3,166,18.44,0,0,0,0
Nicholas Calucci,9,2,0.22,0,0.0,1,0.11,-11,-1.22,48,5.33,81.4,165,18.33,0,0,0,0
Evan Parizot,6,3,0.5,6,1.0,4,0.67,-9,-1.5,73,12.17,78.5,115,19.17,0,0,0,0
Tom Duellman,2,0,0.0,0,0.0,3,1.5,-3,-1.5,36,18.0,85.7,44,22.0,0,0,0,0
Josh Lyder,10,0,0.0,11,1.1,1,0.1,-15,-1.5,239,23.9,90.5,196,19.6,0,0,0,0
Travis Compo,5,0,0.0,3,0.6,4,0.8,-13,-2.6,80,16.0,81.6,103,20.6,0,0,0,0
Drew Chapman,2,0,0.0,0,0.0,0,0.0,-7,-3.5,33,16.5,82.5,48,24.0,0,0,0,0
